"Omega, /s",Intensity
239135452881006.75,3.297653651415947e-42
248332970299507.0,2.6441612163944935e-42
257530487718007.28,1.2501813712109942e-41
266728005136507.53,5.756128067786285e-42
275925522555007.78,5.657441065554301e-41
285123039973508.06,1.468337200425501e-40
294320557392008.3,3.2410717126270664e-40
303518074810508.56,7.90755922777152e-40
312715592229008.8,7.592104112869289e-40
321913109647509.06,3.830885618905542e-39
331110627066009.4,5.659474307079452e-39
340308144484509.6,3.817484904185005e-39
349505661903009.9,7.438670925282443e-39
358703179321510.1,2.9950093340191126e-38
367900696740010.4,4.423933141930812e-38
377098214158510.6,1.2856813236827561e-37
386295731577010.94,2.2784262298491613e-37
395493248995511.2,5.925904958409639e-37
404690766414011.44,9.312062766592563e-37
413888283832511.7,3.0796824741916334e-36
423085801251011.94,3.067508710024987e-35
432283318669512.2,1.1118093848012713e-34
441480836088012.5,2.1206304775478116e-34
450678353506512.75,8.878111137171931e-35
459875870925013.0,9.624163783206212e-36
469073388343513.25,1.082208626439916e-34
478270905762013.5,3.3113322522297206e-34
487468423180513.75,1.3752802888940055e-34
496665940599014.0,9.543138259420997e-34
505863458017514.3,5.575129001638231e-34
515060975436014.56,2.0029976471674398e-34
524258492854514.8,8.47192913183261e-34
533456010273015.06,1.0082984491622248e-33
542653527691515.3,2.1151242136304147e-33
551851045110015.56,1.7673600579209256e-34
561048562528515.9,3.506918795928966e-34
570246079947016.1,1.2805349886429918e-33
579443597365516.4,2.273040730858578e-33
588641114784016.6,1.3493480130715615e-33
597838632202516.9,1.0246201093220833e-34
607036149621017.1,7.064143092552737e-34
616233667039517.4,4.867398563385562e-34
625431184458017.6,4.631671905420479e-34
634628701876517.9,3.4600129996668225e-34
643826219295018.1,1.1146765907018594e-34
653023736713518.5,9.423012050338525e-35
662221254132018.8,8.840700699661638e-34
671418771550519.0,5.328597883245769e-34
680616288969019.2,5.099980310074171e-34
689813806387519.5,2.6940390396884625e-34
699011323806019.8,3.3079788133354244e-33
708208841224520.0,1.1692683137359132e-33
717406358643020.2,5.112988481655738e-33
726603876061520.5,5.844069086801431e-33
735801393480020.8,1.3587681433387072e-33
744998910898521.0,1.675022861191996e-32
754196428317021.2,3.2978939077850352e-34
763393945735521.5,1.0369659828319621e-32
772591463154021.9,5.415383559405511e-33
781788980572522.1,1.685943696454448e-32
790986497991022.4,1.448439894532517e-32
800184015409522.6,3.023588728260367e-32
809381532828022.9,7.218659988864453e-33
818579050246523.1,1.0039042453980028e-31
827776567665023.4,2.8617313595282225e-33
836974085083523.6,4.055641875912418e-32
846171602502023.9,1.7293617712682207e-31
855369119920524.1,4.214110043083078e-32
864566637339024.4,1.4077463644876225e-31
873764154757524.6,3.5976302645533906e-31
882961672176025.0,1.0665217853014491e-31
892159189594525.2,4.632083878954945e-31
901356707013025.5,4.3710852916464905e-31
910554224431525.8,2.8875268371164487e-31
919751741850026.0,8.690524554504011e-31
928949259268526.2,9.477947737218067e-31
938146776687026.5,5.402819426706954e-31
947344294105526.8,2.1542294826692327e-30
956541811524027.0,1.7408703859398652e-30
965739328942527.2,1.4611566315519118e-30
974936846361027.5,4.064329932080585e-30
984134363779527.8,2.3112133298375904e-30
993331881198028.0,3.252210642922909e-30
1002529398616528.4,8.108318161876253e-30
1011726916035028.6,3.177426236796621e-30
1020924433453528.9,7.592550975939038e-30
1030121950872029.1,1.409511321131665e-29
1039319468290529.4,5.87783920882728e-30
1048516985709029.6,1.6013422510307803e-29
1057714503127529.9,2.619507247607131e-29
1066912020546030.1,1.0207977720151113e-29
1076109537964530.4,3.7829525237076963e-29
1085307055383030.6,4.560257609227674e-29
1094504572801530.9,1.8509552414840537e-29
1103702090220031.1,7.527493379111113e-29
1112899607638531.4,7.534921993215122e-29
1122097125057031.8,3.6751530826560915e-29
1131294642475532.0,1.4998581040377134e-28
1140492159894032.2,1.1650588679323407e-28
1149689677312532.5,7.654026943623188e-29
1158887194731032.8,2.8483665840917573e-28
1168084712149533.0,1.8134887941300329e-28
1177282229568033.2,1.699902619111549e-28
1186479746986533.5,5.252712226233999e-28
1195677264405033.8,2.638857614445565e-28
1204874781823534.0,3.6916523184147083e-28
1214072299242034.2,9.34040031411524e-28
1223269816660534.5,3.695629667558859e-28
1232467334079034.8,7.981549455511296e-28
1241664851497535.0,1.5692185646001941e-27
1250862368916035.2,5.209062604310511e-28
1260059886334535.5,1.6348923808838213e-27
