"Omega, /s",Intensity
239135452881006.75,1.8845612285199915e-42
248332970299507.0,5.879314124450909e-41
257530487718007.28,1.662810820887325e-41
266728005136507.53,4.3975418081885094e-41
275925522555007.78,9.426353014116307e-41
285123039973508.06,2.3769653708896412e-42
294320557392008.3,2.0236022810178715e-40
303518074810508.56,1.2813273234344934e-40
312715592229008.8,2.370808545604256e-40
321913109647509.06,9.493010194516643e-40
331110627066009.4,8.098286553273925e-41
340308144484509.6,1.4762210670254982e-39
349505661903009.9,4.3830308750889666e-39
358703179321510.1,1.0069034665410136e-38
367900696740010.4,3.612196775469049e-39
377098214158510.6,5.031849862850413e-38
386295731577010.94,1.3359689035858953e-38
395493248995511.2,4.033782270398337e-37
404690766414011.44,2.457838768534831e-37
413888283832511.7,1.5309058178356794e-36
423085801251011.94,5.727757938621689e-36
432283318669512.2,7.137361324207168e-36
441480836088012.5,5.123057781840054e-35
450678353506512.75,5.271230605582332e-35
459875870925013.0,1.5763510105174226e-34
469073388343513.25,1.4843094743741958e-33
478270905762013.5,1.9882731906900024e-33
487468423180513.75,6.663229591563061e-34
496665940599014.0,5.923486835545368e-34
505863458017514.3,6.041495512960096e-34
515060975436014.56,8.234909511022878e-35
524258492854514.8,5.118740482888793e-34
533456010273015.06,9.889627574594426e-34
542653527691515.3,2.1594826061266077e-33
551851045110015.56,2.205866822842096e-33
561048562528515.9,4.203033962576728e-34
570246079947016.1,1.580792633945558e-33
579443597365516.4,2.62612537321623e-33
588641114784016.6,3.1536462571572455e-33
597838632202516.9,4.2560973161085724e-33
607036149621017.1,2.7671782941656234e-33
616233667039517.4,2.4357798743726955e-33
625431184458017.6,5.511986792502443e-33
634628701876517.9,8.544016664076364e-34
643826219295018.1,2.898634663683038e-33
653023736713518.5,4.185513236113058e-33
662221254132018.8,3.0282456375139785e-33
671418771550519.0,3.203396996196764e-33
680616288969019.2,5.8512669266873204e-33
689813806387519.5,1.790666137068756e-33
699011323806019.8,4.990237842521082e-33
708208841224520.0,2.2712511025832124e-33
717406358643020.2,5.3092687163685123e-33
726603876061520.5,1.705984919021303e-33
735801393480020.8,3.7316527553682646e-33
744998910898521.0,5.369507968956894e-33
754196428317021.2,9.91895802257608e-33
763393945735521.5,5.197620239361746e-34
772591463154021.9,3.2734487858953495e-32
781788980572522.1,6.958468660200135e-33
790986497991022.4,2.548441785647085e-32
800184015409522.6,1.347822679759775e-32
809381532828022.9,9.580952709751263e-33
818579050246523.1,1.6394654756820324e-32
827776567665023.4,5.470388112775542e-32
836974085083523.6,2.8035667121722486e-32
846171602502023.9,5.819989848515301e-32
855369119920524.1,6.78304702660047e-32
864566637339024.4,3.2015135032045895e-32
873764154757524.6,1.2615433118925187e-31
882961672176025.0,1.3152708084052832e-31
892159189594525.2,6.835908061030457e-32
901356707013025.5,2.880845070361648e-31
910554224431525.8,3.1954615638809694e-31
919751741850026.0,1.0759612901784985e-31
928949259268526.2,6.953303057608207e-31
938146776687026.5,2.1641990037311135e-31
947344294105526.8,2.7746270168665105e-31
956541811524027.0,1.165686547555387e-30
965739328942527.2,2.1582034806004646e-31
974936846361027.5,8.518539471049523e-31
984134363779527.8,1.7620842489946694e-30
993331881198028.0,2.2995976555624153e-31
1002529398616528.4,1.658557111417509e-30
1011726916035028.6,3.2967793029747286e-30
1020924433453528.9,3.116219563425116e-31
1030121950872029.1,4.776445013659481e-30
1039319468290529.4,4.552274673063166e-30
1048516985709029.6,5.805875473414306e-31
1057714503127529.9,8.911640095209086e-30
1066912020546030.1,7.061059298057974e-30
1076109537964530.4,2.103419973106474e-30
1085307055383030.6,1.895966323496245e-29
1094504572801530.9,9.263270214589635e-30
1103702090220031.1,7.204215792190126e-30
1112899607638531.4,3.3597590145530463e-29
1122097125057031.8,1.089858430919035e-29
1131294642475532.0,2.073410077700527e-29
1140492159894032.2,6.063437835361121e-29
1149689677312532.5,1.1003352044890492e-29
1158887194731032.8,5.227960130530074e-29
1168084712149533.0,9.810333017366477e-29
1177282229568033.2,1.1323091370807124e-29
1186479746986533.5,1.181522118917168e-28
1195677264405033.8,1.5801475505692338e-28
1204874781823534.0,1.9854735406688874e-29
1214072299242034.2,2.5686063415191597e-28
1223269816660534.5,2.3567729415287256e-28
1232467334079034.8,5.613179091779461e-29
1241664851497535.0,5.163671544351471e-28
1250862368916035.2,3.243634220761703e-28
1260059886334535.5,1.7426224501678856e-28
1269257403753035.8,9.726785215422648e-28
1278454921171536.0,4.337103956788514e-28
1287652438590036.2,4.987361442046085e-28
1296849956008536.8,1.766219495770987e-27
1306047473427037.0,5.385008632590515e-28
1315244990845537.2,1.2578843810165932e-27
1324442508264037.5,3.007846655104613e-27
1333640025682537.8,6.976074951919727e-28
1342837543101038.0,2.8757233106217427e-27
