"Omega, /s",Intensity
239135452881006.75,1.3996849620811286e-42
248332970299507.0,5.422911443151457e-41
257530487718007.28,2.5193733132185756e-41
266728005136507.53,3.6601031142119163e-41
275925522555007.78,1.879865139406267e-40
285123039973508.06,3.5167926056838863e-41
294320557392008.3,2.3456487137591875e-40
303518074810508.56,1.0605300923565264e-39
312715592229008.8,3.837557147599998e-40
321913109647509.06,1.619169068001851e-39
331110627066009.4,4.0511171131669335e-39
340308144484509.6,4.068903062544634e-39
349505661903009.9,1.825167275411031e-38
358703179321510.1,3.8469246044714803e-38
367900696740010.4,3.6480311592709575e-38
377098214158510.6,1.0364037846651721e-37
386295731577010.94,4.688665239540561e-37
395493248995511.2,6.164298279778652e-37
404690766414011.44,4.6304677950447474e-38
413888283832511.7,2.952756532377532e-37
423085801251011.94,6.090654029420247e-36
432283318669512.2,2.027993774919412e-36
441480836088012.5,6.547367539895702e-35
450678353506512.75,7.748943349901959e-34
459875870925013.0,1.3752172276111425e-33
469073388343513.25,1.3383805771882336e-33
478270905762013.5,6.301949500955088e-34
487468423180513.75,6.325868253293576e-34
496665940599014.0,7.074169835492e-34
505863458017514.3,2.7471020096838273e-33
515060975436014.56,2.0372066933015415e-33
524258492854514.8,1.1537309724470222e-33
533456010273015.06,8.427427789676978e-34
542653527691515.3,3.015970125744582e-34
551851045110015.56,2.6639221699761987e-34
561048562528515.9,2.5200047869186304e-33
570246079947016.1,1.0887146111550157e-33
579443597365516.4,2.1442501673225046e-33
588641114784016.6,1.8897536482273143e-33
597838632202516.9,3.7833875425204344e-33
607036149621017.1,1.1289896312929977e-33
616233667039517.4,3.80643324789017e-33
625431184458017.6,1.0876910771035203e-33
634628701876517.9,2.4151423082062674e-33
643826219295018.1,7.168141482277439e-34
653023736713518.5,3.652865824916225e-33
662221254132018.8,3.3912639233627773e-34
671418771550519.0,1.7008771050450276e-32
680616288969019.2,4.5761996580976215e-33
689813806387519.5,6.597619001702439e-33
699011323806019.8,1.1592110190854885e-32
708208841224520.0,2.87357173116347e-32
717406358643020.2,1.777223581409744e-32
726603876061520.5,2.9472854861495845e-32
735801393480020.8,2.965606242444432e-32
744998910898521.0,6.529445824792574e-32
754196428317021.2,3.7901797141034275e-32
763393945735521.5,9.855994486444158e-33
772591463154021.9,6.850417610910283e-32
781788980572522.1,1.084819199350827e-31
790986497991022.4,8.557905968422604e-32
800184015409522.6,1.4027444031105944e-31
809381532828022.9,1.7519771456120478e-31
818579050246523.1,1.2950333690225204e-31
827776567665023.4,2.7532246720860007e-31
836974085083523.6,3.1118272529586598e-31
846171602502023.9,2.247871563356201e-31
855369119920524.1,7.48013382204917e-31
864566637339024.4,3.3953495994867656e-31
873764154757524.6,4.025825170971365e-31
882961672176025.0,1.3291727809498757e-30
892159189594525.2,5.2216896752387875e-31
901356707013025.5,1.0956541757201452e-30
910554224431525.8,2.0400685829093234e-30
919751741850026.0,9.376237949610236e-31
928949259268526.2,2.3319139615121755e-30
938146776687026.5,3.404852426308313e-30
947344294105526.8,1.256423243133634e-30
956541811524027.0,4.891907812910104e-30
965739328942527.2,5.237234620090662e-30
974936846361027.5,2.597617210263763e-30
984134363779527.8,9.706287210825014e-30
993331881198028.0,7.998872920961651e-30
1002529398616528.4,5.1073295304585206e-30
1011726916035028.6,1.7864375022666204e-29
1020924433453528.9,1.1716218053268638e-29
1030121950872029.1,1.1217174503940526e-29
1039319468290529.4,3.16966548072091e-29
1048516985709029.6,1.7423519586058526e-29
1057714503127529.9,2.3806081241691345e-29
1066912020546030.1,5.632439352141452e-29
1076109537964530.4,2.67929095545579e-29
1085307055383030.6,4.966456910642711e-29
1094504572801530.9,9.727037158157926e-29
1103702090220031.1,4.0771877245921916e-29
1112899607638531.4,1.0352628037047594e-28
1122097125057031.8,1.669816321641975e-28
1131294642475532.0,6.294037146365708e-29
1140492159894032.2,2.0219637204215914e-28
1149689677312532.5,2.742704326964318e-28
1158887194731032.8,1.0425721410666746e-28
1168084712149533.0,4.028446123704312e-28
1177282229568033.2,4.375490248437217e-28
1186479746986533.5,1.9034078921145632e-28
1195677264405033.8,7.750723348311837e-28
1204874781823534.0,6.706719324026742e-28
1214072299242034.2,3.672201328513759e-28
1223269816660534.5,1.4181988646600127e-27
1232467334079034.8,1.021799112113421e-27
1241664851497535.0,7.521850799313959e-28
1250862368916035.2,2.5674346676559164e-27
1260059886334535.5,1.4903563348634362e-27
1269257403753035.8,1.558291727308381e-27
1278454921171536.0,4.497625429533818e-27
1287652438590036.2,2.1155186707692375e-27
1296849956008536.8,3.1985526308779324e-27
1306047473427037.0,7.683279180640298e-27
1315244990845537.2,2.9437850759221554e-27
1324442508264037.5,6.4426683874643215e-27
1333640025682537.8,1.2760482652730595e-26
1342837543101038.0,4.03948167940287e-27
1352035060519538.2,1.271764225285949e-26
1361232577938038.5,2.0473852906449002e-26
1370430095356538.8,5.7172239717339464e-27
1379627612775039.0,2.4471639009989542e-26
1388825130193539.2,3.18305384497066e-26
1398022647612039.5,8.601164991583217e-27
1407220165030539.8,4.5937310457998665e-26
1416417682449040.0,4.784937077985415e-26
1425615199867540.2,1.4414606836069007e-26
1434812717286040.5,8.441634000666215e-26
1444010234704540.8,6.89714162652538e-26
1453207752123041.0,2.740141375509808e-26
1462405269541541.2,1.5112275045311844e-25
1471602786960041.5,9.468228168284909e-26
1480800304378541.8,5.708425994992417e-26
1489997821797042.0,2.6333098902041397e-25
1499195339215542.2,1.218392602916383e-25
