"Omega, /s",Intensity
239135452881006.75,4.318844884413101e-41
248332970299507.0,1.0060420947140962e-41
257530487718007.28,3.1820386825240116e-41
266728005136507.53,7.738045635166732e-41
275925522555007.78,7.023423792590445e-42
285123039973508.06,1.3912319702117885e-40
294320557392008.3,2.0672981335747245e-40
303518074810508.56,1.480429771128935e-40
312715592229008.8,6.1356353992712675e-40
321913109647509.06,5.661086681364416e-40
331110627066009.4,7.391511479949999e-40
340308144484509.6,9.534106844710083e-39
349505661903009.9,2.079710253141028e-39
358703179321510.1,2.9269322390555935e-38
367900696740010.4,2.1006589561832202e-38
377098214158510.6,1.189953462663855e-38
386295731577010.94,5.571651740420927e-38
395493248995511.2,3.823955122071585e-37
404690766414011.44,3.3585946364467762e-37
413888283832511.7,1.8845241731955477e-36
423085801251011.94,2.3864142852081098e-36
432283318669512.2,5.858862073689824e-35
441480836088012.5,4.226379004042125e-34
450678353506512.75,7.366779035733572e-34
459875870925013.0,9.621610274510485e-34
469073388343513.25,1.0335487603889654e-33
478270905762013.5,1.4374345203580388e-33
487468423180513.75,1.6053256440183358e-33
496665940599014.0,9.58433452208216e-34
505863458017514.3,9.054172120144074e-34
515060975436014.56,3.965949751745528e-35
524258492854514.8,1.639211838938867e-33
533456010273015.06,2.784919831685602e-33
542653527691515.3,5.948381012469971e-34
551851045110015.56,3.2367751425306134e-34
561048562528515.9,1.9440430950528733e-33
570246079947016.1,2.188710842358919e-33
579443597365516.4,1.2836397806078175e-33
588641114784016.6,1.0119217018358455e-33
597838632202516.9,6.012417125555018e-34
607036149621017.1,7.0511051906441475e-34
616233667039517.4,1.0279357476113462e-33
625431184458017.6,3.61731651903497e-33
634628701876517.9,1.1942376169048788e-33
643826219295018.1,2.2406156417717935e-33
653023736713518.5,8.614274208343263e-33
662221254132018.8,1.628298624637902e-33
671418771550519.0,1.7222776373031762e-33
680616288969019.2,1.745853810946082e-33
689813806387519.5,5.872978037276398e-33
699011323806019.8,1.2986653039920487e-33
708208841224520.0,6.391653190668858e-33
717406358643020.2,4.015593877765474e-33
726603876061520.5,3.53270088218696e-33
735801393480020.8,1.1756251281025383e-32
744998910898521.0,6.834972353051375e-34
754196428317021.2,4.5486795894605116e-33
763393945735521.5,3.18189859468149e-33
772591463154021.9,1.1787616625371177e-32
781788980572522.1,2.6702599362964232e-33
790986497991022.4,1.3939848410149408e-32
800184015409522.6,2.1274112715767594e-33
809381532828022.9,9.152792483964612e-33
818579050246523.1,2.895255678792965e-32
827776567665023.4,1.769612775621061e-32
836974085083523.6,2.4753711984760603e-32
846171602502023.9,9.212897100999076e-33
855369119920524.1,4.731039275624573e-32
864566637339024.4,4.405614189187787e-32
873764154757524.6,2.0288691296244347e-32
882961672176025.0,3.4568617000167386e-32
892159189594525.2,1.5720499561955069e-31
901356707013025.5,3.33644838129689e-32
910554224431525.8,1.396255882681705e-31
919751741850026.0,1.1329744662540814e-31
928949259268526.2,9.88912490733722e-32
938146776687026.5,2.2000480514153114e-31
947344294105526.8,3.198903765616359e-31
956541811524027.0,1.5558878688688755e-31
965739328942527.2,3.6057076603281455e-31
974936846361027.5,6.304335922254915e-31
984134363779527.8,2.824579923897745e-31
993331881198028.0,9.818909768109657e-31
1002529398616528.4,6.744145866709767e-31
1011726916035028.6,8.2543766084128e-31
1020924433453528.9,1.66863023720055e-30
1030121950872029.1,8.00230490430227e-31
1039319468290529.4,1.784702577213628e-30
1048516985709029.6,2.399922527185731e-30
1057714503127529.9,1.452254829319677e-30
1066912020546030.1,3.930109782038107e-30
1076109537964530.4,3.8796897252357664e-30
1085307055383030.6,2.049862277015481e-30
1094504572801530.9,7.166586542450687e-30
1103702090220031.1,6.457865416375589e-30
1112899607638531.4,4.4757458934706135e-30
1122097125057031.8,1.4444370910402323e-29
1131294642475532.0,7.230901593625866e-30
1140492159894032.2,8.95466070228607e-30
1149689677312532.5,2.549865171263941e-29
1158887194731032.8,6.402787667623158e-30
1168084712149533.0,2.1740589660207257e-29
1177282229568033.2,3.9238322953333725e-29
1186479746986533.5,5.53638035860464e-30
1195677264405033.8,4.799828964608133e-29
1204874781823534.0,6.121648695560066e-29
1214072299242034.2,4.596571861529377e-30
1223269816660534.5,9.478766630116124e-29
1232467334079034.8,8.396354440073171e-29
1241664851497535.0,1.0378417547519215e-29
1250862368916035.2,1.8609686082620797e-28
1260059886334535.5,1.0219916201852461e-28
1269257403753035.8,3.625796858433163e-29
1278454921171536.0,3.271851326339795e-28
1287652438590036.2,1.201073010882857e-28
1296849956008536.8,1.0387736867949381e-28
1306047473427037.0,5.544403877677442e-28
1315244990845537.2,1.3943506760895197e-28
1324442508264037.5,2.5046884304332167e-28
1333640025682537.8,9.094852717562075e-28
1342837543101038.0,1.7039526836658864e-28
1352035060519538.2,5.261219183593592e-28
1361232577938038.5,1.5073348532907811e-27
1370430095356538.8,2.3303193834638063e-28
1379627612775039.0,1.0602450051311474e-27
1388825130193539.2,2.569768328065226e-27
1398022647612039.5,3.298631019558443e-28
1407220165030539.8,2.085621841507685e-27
1416417682449040.0,4.489231686453316e-27
1425615199867540.2,4.988410879048228e-28
1434812717286040.5,4.147954178403598e-27
1444010234704540.8,8.1317838965301e-27
1453207752123041.0,7.257042346455139e-28
1462405269541541.2,8.629654788159642e-27
1471602786960041.5,1.496602585304941e-26
1480800304378541.8,9.565546502321192e-28
1489997821797042.0,1.8532655300028314e-26
1499195339215542.2,2.738727043089198e-26
1508392856634042.5,1.2229900922044218e-27
1517590374052542.8,4.0485647029562335e-26
1526787891471043.0,4.849469138720424e-26
1535985408889543.5,2.383845297601983e-27
1545182926308043.8,8.788990708661937e-26
1554380443726544.0,8.116003999198597e-26
1563577961145044.2,8.677492193878428e-27
1572775478563544.5,1.8602225961912699e-25
1581972995982044.8,1.2523187409812846e-25
1591170513400545.0,3.493915295437489e-26
1600368030819045.2,3.7779529993883547e-25
1609565548237545.5,1.7231579191987733e-25
1618763065656045.8,1.2246136714339283e-25
1627960583074546.0,7.258491022610969e-25
1637158100493046.2,2.0055484531607368e-25
1646355617911546.5,3.680705870011894e-25
1655553135330046.8,1.3064945816346973e-24
1664750652748547.0,1.783173442081919e-25
1673948170167047.2,9.720277201643652e-25
1683145687585547.5,2.1837107282416812e-24
1692343205004047.8,8.925363588505463e-26
1701540722422548.0,2.2953255720806743e-24
1710738239841048.2,3.353028064043651e-24
1719935757259548.5,1.3715075297838124e-26
1729133274678048.8,4.9122505994729095e-24
1738330792096549.0,4.6597653980193145e-24
1747528309515049.2,2.9682283250471885e-25
1756725826933549.5,9.608053157259172e-24
1765923344352050.0,5.7255909374766156e-24
1775120861770550.2,1.8340807291001876e-24
1784318379189050.5,1.72655056459606e-23
1793515896607550.8,5.947565998372023e-24
1802713414026051.0,6.469982194605699e-24
1811910931444551.2,2.854537671971874e-23
1821108448863051.5,4.7389822129862175e-24
1830305966281551.8,1.74381476264191e-23
1839503483700052.0,4.335810003893076e-23
1848701001118552.2,2.1552139165282917e-24
1857898518537052.5,3.963212575303184e-23
1867096035955552.8,6.01937244767417e-23
1876293553374053.0,1.4019263978610667e-25
1885491070792553.2,7.947417501605354e-23
1894688588211053.5,7.54609410652221e-23
1903886105629553.8,4.461567500766507e-24
1913083623048054.0,1.4386083080580394e-22
1922281140466554.2,8.369358230845767e-23
1931478657885054.5,2.726616724996283e-23
1940676175303554.8,2.3789233870076017e-22
1949873692722055.0,7.87274111881785e-23
1959071210140555.2,8.933284492994652e-23
1968268727559055.5,3.633285970943659e-22
1977466244977555.8,5.647417811900035e-23
1986663762396056.0,2.2243311869656795e-22
1995861279814556.2,5.052613346810556e-22
2005058797233056.8,2.746871741060206e-23
2014256314651557.0,4.720337432886991e-22
2023453832070057.2,6.527366960905525e-22
2032651349488557.5,1.5682877171629435e-23
2041848866907057.8,8.579770947027697e-22
2051046384325558.0,7.921265481018602e-22
2060243901744058.2,8.333334200614065e-23
2069441419162558.5,1.5078636199017118e-21
2078638936581058.8,6.710127664448655e-22
2087836453999559.0,2.590400615983539e-22
2097033971418059.2,2.234165029057034e-21
2106231488836559.5,9.374737060144486e-22
2115429006255059.8,1.1342192753751884e-21
2124626523673560.0,3.0534553458618508e-21
2133824041092060.2,1.137681733478046e-21
2143021558510560.5,2.1195829840474054e-21
2152219075929060.8,7.486133719089808e-21
2161416593347561.0,2.8832917732989975e-22
2170614110766061.2,3.2208288293538723e-21
2179811628184561.5,1.1078706123888068e-20
2189009145603061.8,4.364718021999233e-21
2198206663021562.0,3.436932912198661e-20
2207404180440062.2,2.4778719355775562e-20
2216601697858562.5,1.5586811455509857e-21
2225799215277062.8,2.1567280832996087e-21
2234996732695563.0,1.1767787327131898e-19
2244194250114063.5,7.73681132174116e-20
2253391767532563.5,1.7001954337392976e-19
