"Omega, /s",Intensity
239135452881006.75,1.1832242553851728e-39
248332970299507.0,2.2374930460112192e-39
257530487718007.28,2.346480139217835e-39
266728005136507.53,4.749876080790872e-39
275925522555007.78,7.251583625263839e-39
285123039973508.06,9.803455155457892e-39
294320557392008.3,2.4171863032249366e-38
303518074810508.56,3.869270071994339e-38
312715592229008.8,6.909346804909189e-38
321913109647509.06,1.668990608954905e-37
331110627066009.4,2.6380390655926908e-37
340308144484509.6,4.9378509324375046e-37
349505661903009.9,1.0727625692646653e-36
358703179321510.1,1.9011725942897292e-36
367900696740010.4,3.235397014160117e-36
377098214158510.6,6.315678206371108e-36
386295731577010.94,1.2581247526321891e-35
395493248995511.2,1.7273558775971235e-35
404690766414011.44,2.6795872523821995e-35
413888283832511.7,7.703917621353805e-35
423085801251011.94,9.014091962025664e-35
432283318669512.2,2.2901661791248047e-34
441480836088012.5,2.9608596326415198e-34
450678353506512.75,6.382991386171513e-35
459875870925013.0,1.605872646482035e-33
469073388343513.25,1.9281608153996748e-33
478270905762013.5,7.411308333193033e-34
487468423180513.75,1.3033143162834162e-33
496665940599014.0,3.19649301060498e-33
505863458017514.3,1.643254409339548e-33
515060975436014.56,1.2808562809260873e-32
524258492854514.8,5.6851422591870685e-33
533456010273015.06,8.241546123317607e-33
542653527691515.3,1.0874890026582266e-32
551851045110015.56,2.182725811544712e-32
561048562528515.9,2.0706485123399248e-32
570246079947016.1,3.7587252975570673e-32
579443597365516.4,4.896414327955687e-32
588641114784016.6,7.205221005066497e-32
597838632202516.9,8.72625195905715e-32
607036149621017.1,1.3295248771679247e-31
616233667039517.4,1.721823608452132e-31
625431184458017.6,2.104121270829104e-31
634628701876517.9,2.9197000793425115e-31
643826219295018.1,3.57489732470424e-31
653023736713518.5,5.202830884447971e-31
662221254132018.8,8.367726931923813e-31
671418771550519.0,9.222814794945367e-31
680616288969019.2,1.1864472975968108e-30
689813806387519.5,1.832756782199294e-30
699011323806019.8,2.0092651095621754e-30
708208841224520.0,2.920284219944384e-30
717406358643020.2,3.309340238952437e-30
726603876061520.5,4.7945974352145224e-30
735801393480020.8,5.458036339624117e-30
744998910898521.0,7.49400102117794e-30
754196428317021.2,9.334544453466734e-30
763393945735521.5,1.1925524412582337e-29
772591463154021.9,1.5583678972939032e-29
781788980572522.1,1.81903757030122e-29
790986497991022.4,2.3642696217873833e-29
800184015409522.6,2.8865724722241115e-29
809381532828022.9,3.4647645438420566e-29
818579050246523.1,4.5188021766871645e-29
827776567665023.4,5.577226228527105e-29
836974085083523.6,6.62436866201868e-29
846171602502023.9,8.420089380046494e-29
855369119920524.1,1.0205659738837282e-28
864566637339024.4,1.2050147669164074e-28
873764154757524.6,1.533046104571136e-28
882961672176025.0,1.822181824077897e-28
892159189594525.2,2.1388240280293485e-28
901356707013025.5,2.7328698623689914e-28
910554224431525.8,3.1789797064873034e-28
919751741850026.0,3.805797012745809e-28
928949259268526.2,4.797167104873284e-28
938146776687026.5,5.512082544939857e-28
947344294105526.8,6.693496868686517e-28
956541811524027.0,8.31582373920875e-28
965739328942527.2,9.437432382274364e-28
974936846361027.5,1.1630536608494792e-27
984134363779527.8,1.4067282354389468e-27
993331881198028.0,1.5929671316539681e-27
1002529398616528.4,2.00663153284271e-27
1011726916035028.6,2.3523290816481728e-27
1020924433453528.9,2.6904078616422353e-27
1030121950872029.1,3.3946434430151585e-27
1039319468290529.4,3.908678227197487e-27
1048516985709029.6,4.503288945899484e-27
1057714503127529.9,5.699359882266526e-27
1066912020546030.1,6.391655616906953e-27
1076109537964530.4,7.558940177775866e-27
1085307055383030.6,9.464539146770301e-27
1094504572801530.9,1.0431670994620653e-26
1103702090220031.1,1.2603047583070105e-26
1112899607638531.4,1.5552400994642426e-26
1122097125057031.8,1.6990142897197098e-26
1131294642475532.0,2.0946396104869707e-26
1140492159894032.2,2.5283100066087214e-26
1149689677312532.5,2.762120945874844e-26
1158887194731032.8,3.4795661804768725e-26
1168084712149533.0,4.0837271638875306e-26
1177282229568033.2,4.485004156383017e-26
1186479746986533.5,5.73156745407761e-26
1195677264405033.8,6.534858235659449e-26
1204874781823534.0,7.300097204583092e-26
1214072299242034.2,9.376231790837758e-26
1223269816660534.5,1.0390414058823933e-25
1232467334079034.8,1.1921396036320336e-25
