iteration,target,energy,pressure,grating_pair_displacement
0,59308634071910.234,0.0010919154032918018,1.0002859370433623,0.00022032449344215805
1,46297171310543.12,0.0010116328008422878,1.2308464869219944,-0.00035324410918288697
2,82681335346625.56,0.0009303821479643697,1.9919186855766748,-0.00015443927295695226
3,246183242816035.75,0.00117717171380235,2.7130487509918986,-8.080548559670519e-05
4,39292775965867.8,0.0009431165748120622,1.0684689829948155,0.0003781174363909454
5,251546901297679.4,0.0012693272571248815,2.396724571114379,-8.269519763287305e-05
6,54438453584087.336,0.0008982708570166636,3.0018614216888415,-0.0003018985109151212
7,143048702282605.44,0.0014777831030035782,2.730806539173285,-0.00018657582184075715
8,55296574242787.375,0.0014134724066072269,1.2126105284244448,0.0003946066635038473
9,50058685349628.375,0.0008273383482630177,3.1953562585735327,-0.0003301695804354311
10,298205854303565.25,0.0008693356421869795,2.694856842813848,2.7620267489133535e-05
11,60604655048846.82,0.0015,2.6519607692362546,-0.0005
12,56724542752535.805,0.0012194928522792012,2.425988476877179,0.0003677757883996171
13,53678671426482.18,0.0009592604076032686,3.368258627692918,-0.0003444100026117826
14,83240450635305.95,0.0013083792363168542,1.486720078955688,0.00022861201385069197
15,112220007807143.11,0.001439351525492374,2.7308657194121735,-0.00019775140133046612
16,89705027132267.8,0.0011220190176077392,2.713073162183789,-0.00022744258031893885
17,69747084404131.54,0.0008861917679285513,2.694945747995852,-0.0002090830213675974
18,309283539257112.75,0.0010774352709508217,2.396668714553315,-4.473599788898185e-05
19,215806321515267.38,0.001004597720506509,2.396855270757105,-7.51872134490803e-05
20,129294916875114.08,0.000971065780337251,2.3966399117912207,-0.00013415654970148493
21,290183027092118.3,0.0012334580172565462,2.7129629821807097,7.073184339147318e-05
22,203132552267458.06,0.0009113659424160108,2.396922491745745,7.4715281939021e-05
23,352071499268204.4,0.001146164419702421,2.7130357424559706,-3.7559600725298983e-05
24,498063081992925.56,0.0011916256466346757,2.7130013241256794,6.463685772024517e-06
25,130287137321476.17,0.0011207649381565806,2.396582238960959,-0.00016283071153704156
26,67530238466672.49,0.001290848518345935,2.3967675725944453,-0.0003578988487368597
27,67472781758910.91,0.0008472733415160898,2.39665280786473,0.00022332393405951473
28,317656595073111.2,0.0010384456698105493,2.6949351345940875,4.052991765617065e-05
29,418420194927404.06,0.0012161662678696263,2.7129009183308823,-1.83747154540739e-05
30,301841321473161.0,0.0008892439711886157,2.6951052553827597,-2.5311877093032618e-05
31,55167565275095.08,0.0010449582197958403,2.6948808085712868,0.00034495583760653413
32,107596596532157.36,0.001078983555736289,2.712920053601604,-0.0001567375120966992
33,111183158882915.22,0.0009682864366797053,2.7128047893085387,0.00015341578579058555
34,200550852270156.66,0.0011187758401181433,2.71275747809362,9.97476152056763e-05
35,278815830671623.62,0.0008760833622164306,2.695188305925905,3.6886990512567447e-05
36,163308864554673.28,0.0014090556446889908,2.3965429715724476,-0.00014591123541995234
37,189053112371157.3,0.0008488042160028176,2.6946885204184126,7.766759489899792e-05
38,339393670819334.44,0.0010858124931049712,2.694786677263297,3.736998773326051e-05
39,414959337737036.9,0.000993924862679029,2.6948286875641743,-2.070335355020778e-06
40,409932055077081.94,0.0013520513779983953,2.7129192902879145,-3.695888660167713e-05
41,204077774817169.12,0.0009169474865655216,2.694833804887651,7.742604800356284e-05
42,405014199551945.25,0.0010036598992189893,2.695433939819655,1.3500274120115986e-05
43,421644577959694.5,0.0012897251215531107,2.7131360056913474,-2.600611596452674e-05
44,379884919663425.6,0.0012184241386903407,2.713412682148663,3.6413733521771323e-05
45,122695880428268.92,0.0014620440733509365,2.7131704880234206,0.0001978271943973599
46,103118064946621.11,0.0012537190225151156,2.7127759955521977,-0.0001942503356766826
47,279251592363628.94,0.0012452643123109896,2.7133015345741764,7.591659429832581e-05
48,181961206841422.0,0.0012749083587100482,2.7133893060435135,0.0001277991025246776
49,237938662041411.3,0.0009342864990301086,2.69552076544777,-5.98810777480212e-05
50,92866861851325.61,0.0008470964575023165,2.695479847983445,0.0001643348253181629
51,144543134207805.4,0.0010505536753065048,2.6952810975335866,0.00013315231041807556
52,137599849054364.2,0.0011012680148700612,2.71343522608643,0.00014566996112428125
53,311824061765578.75,0.0011566248217140644,2.6946810691165783,5.535418655034947e-05
54,138253624146781.4,0.0011219770641761686,2.695674144531141,0.00014918414437154164
55,111733414100324.97,0.0010584780099691614,2.69474634102937,-0.00016511581135791962
56,311040717509750.75,0.00121730564815758,2.694829688453485,6.098089693051172e-05
57,300446511706429.2,0.0011228325731010326,2.713505465595322,-5.464588897242793e-05
58,198591119693958.72,0.0013974028832557301,2.69437452130533,0.00012515928848448403
59,253754337631544.16,0.0010837162889422531,2.713660022879485,-6.908192414392753e-05
