radius,Fibre Length,Transmission
5e-05,0.1,0.8013197669194334
5e-05,0.25263157894736843,0.5715176209698002
5e-05,0.4052631578947369,0.4076701615719469
5e-05,0.5578947368421052,0.29083327650575136
5e-05,0.7105263157894737,0.20750820754508573
5e-05,0.8631578947368421,0.14807530754890483
5e-05,1.0157894736842106,0.10567842694760686
5e-05,1.168421052631579,0.07543040210224633
5e-05,1.3210526315789475,0.05384717898278794
5e-05,1.473684210526316,0.03844465669765961
5e-05,1.6263157894736844,0.02745147347539888
5e-05,1.7789473684210528,0.019604333612311522
5e-05,1.931578947368421,0.014002174778775054
5e-05,2.0842105263157893,0.010002214815605382
5e-05,2.236842105263158,0.007145862026613755
5e-05,2.3894736842105266,0.005105889393354507
5e-05,2.542105263157895,0.00364877940469141
5e-05,2.694736842105263,0.002607860238720655
5e-05,2.8473684210526318,0.0018641609263633627
5e-05,3.0,0.0013327450287594163
0.00014,0.1,0.9899596865319705
0.00014,0.25263157894736843,0.9748290301172788
0.00014,0.4052631578947369,0.9599302476737892
0.00014,0.5578947368421052,0.9452593886977421
0.00014,0.7105263157894737,0.9308131641514582
0.00014,0.8631578947368421,0.9165876067707516
0.00014,1.0157894736842106,0.9025797814701222
0.00014,1.168421052631579,0.8887863281251671
0.00014,1.3210526315789475,0.8752039074193225
0.00014,1.473684210526316,0.8618293006851829
0.00014,1.6263157894736844,0.848659313363533
0.00014,1.7789473684210528,0.835690831534989
0.00014,1.931578947368421,0.8229208202419499
0.00014,2.0842105263157893,0.8103458989479969
0.00014,2.236842105263158,0.797963457606991
0.00014,2.3894736842105266,0.7857704126025926
0.00014,2.542105263157895,0.7737638692482591
0.00014,2.694736842105263,0.761941062137255
0.00014,2.8473684210526318,0.7502991011472777
0.00014,3.0,0.7388351576523207
0.00022999999999999998,0.1,0.9977267237760048
0.00022999999999999998,0.25263157894736843,0.994266985204635
0.00022999999999999998,0.4052631578947369,0.9908192770155895
0.00022999999999999998,0.5578947368421052,0.9873835659627
0.00022999999999999998,0.7105263157894737,0.9839598260324812
0.00022999999999999998,0.8631578947368421,0.980547960534273
0.00022999999999999998,1.0157894736842106,0.9771480037961635
0.00022999999999999998,1.168421052631579,0.9737596462179069
0.00022999999999999998,1.3210526315789475,0.970383155732394
0.00022999999999999998,1.473684210526316,0.9670184256698717
0.00022999999999999998,1.6263157894736844,0.9636653706986468
0.00022999999999999998,1.7789473684210528,0.9603239461184171
0.00022999999999999998,1.931578947368421,0.9569941223947125
0.00022999999999999998,2.0842105263157893,0.9536757767058317
0.00022999999999999998,2.236842105263158,0.9503690185479051
0.00022999999999999998,2.3894736842105266,0.9470737578406334
0.00022999999999999998,2.542105263157895,0.9437899331201491
0.00022999999999999998,2.694736842105263,0.9405174960448239
0.00022999999999999998,2.8473684210526318,0.9372564706733946
0.00022999999999999998,3.0,0.9340066192275713
0.00031999999999999997,0.1,0.99915528756893
0.00031999999999999997,0.25263157894736843,0.9978674151092551
0.00031999999999999997,0.4052631578947369,0.9965812288422157
0.00031999999999999997,0.5578947368421052,0.9952967130518001
0.00031999999999999997,0.7105263157894737,0.9940138453922893
0.00031999999999999997,0.8631578947368421,0.9927326005574597
0.00031999999999999997,1.0157894736842106,0.9914530490740757
0.00031999999999999997,1.168421052631579,0.9901751522158269
0.00031999999999999997,1.3210526315789475,0.9888989004900669
0.00031999999999999997,1.473684210526316,0.98762426508383
0.00031999999999999997,1.6263157894736844,0.9863512850929406
0.00031999999999999997,1.7789473684210528,0.9850799722827317
0.00031999999999999997,1.931578947368421,0.9838102948036096
0.00031999999999999997,2.0842105263157893,0.9825422859311225
0.00031999999999999997,2.236842105263158,0.9812758180318246
0.00031999999999999997,2.3894736842105266,0.9800110357793224
0.00031999999999999997,2.542105263157895,0.9787479027164558
0.00031999999999999997,2.694736842105263,0.977486396849121
0.00031999999999999997,2.8473684210526318,0.9762265328931102
0.00031999999999999997,3.0,0.974968223258873
0.00041,0.1,0.9995983067968519
0.00041,0.25263157894736843,0.9989855071496759
0.00041,0.4052631578947369,0.9983731023938
0.00041,0.5578947368421052,0.9977610904055879
0.00041,0.7105263157894737,0.9971494371064122
0.00041,0.8631578947368421,0.9965381550937322
0.00041,1.0157894736842106,0.9959272491012209
0.00041,1.168421052631579,0.9953167513422871
0.00041,1.3210526315789475,0.9947065878069445
0.00041,1.473684210526316,0.9940968049735163
0.00041,1.6263157894736844,0.9934874005665654
0.00041,1.7789473684210528,0.9928783906368422
0.00041,1.931578947368421,0.9922697294845934
0.00041,2.0842105263157893,0.9916614402798796
0.00041,2.236842105263158,0.9910535402824862
0.00041,2.3894736842105266,0.9904460144926326
0.00041,2.542105263157895,0.9898388469318653
0.00041,2.694736842105263,0.989232050409629
0.00041,2.8473684210526318,0.9886256523874513
0.00041,3.0,0.9880196043055326
0.0005,0.1,0.9997784975505828
0.0005,0.25263157894736843,0.9994405200352865
0.0005,0.4052631578947369,0.9991026533396998
0.0005,0.5578947368421052,0.9987649266238293
0.0005,0.7105263157894737,0.9984272768408956
0.0005,0.8631578947368421,0.9980897697159594
0.0005,1.0157894736842106,0.9977523580601152
0.0005,1.168421052631579,0.997415078306016
0.0005,1.3210526315789475,0.9970778988540079
0.0005,1.473684210526316,0.9967408432745929
0.0005,1.6263157894736844,0.9964039003011615
0.0005,1.7789473684210528,0.9960670646265195
0.0005,1.931578947368421,0.9957303559899229
0.0005,2.0842105263157893,0.995393741788678
0.0005,2.236842105263158,0.9950572608594062
0.0005,2.3894736842105266,0.9947208770466133
0.0005,2.542105263157895,0.9943846214534376
0.0005,2.694736842105263,0.9940484718933437
0.0005,2.8473684210526318,0.9937124375872497
0.0005,3.0,0.9933765290386601
