Wavelength [nm]	Intensity1	Intensity2	Intensity3	Intensity4	Intensity5	Intensity6	Intensity7	Intensity8	Intensity9	Intensity10	Intensity11	Intensity12	Intensity13	Intensity14	Intensity15	Intensity16
193.5282	7.865744	-12.24766	5.386072	-4.169729	4.129287	3.897505	3.050285	1.74723	17.91607	3.584375	1.425258	-4.435633	-8.96602	-12.5684	12.55209	-2.345893
193.8711	8.674007	-8.187244	-2.137855	-11.11886	-0.1536927	-1.45096	4.696091	2.03504	-2.66557	-6.926485	6.088076	-8.697132	-1.948293	-4.776164	-1.937637	-5.855838
194.214	1.340851	-0.7790087	-0.2167063	-10.17731	5.709379	-1.310067	11.38709	-2.593697	-4.932386	2.489286	12.31287	-20.11819	3.066349	-7.115985	1.933601	-6.445798
194.5569	-4.252095	5.819568	8.859068	-3.79427	10.23743	-3.346643	8.861119	-2.922556	-9.334959	-8.980862	1.684193	-35.11191	10.84902	-13.60127	10.4542	-23.69469
194.8998	5.693204	2.076311	11.18105	-2.1229	1.898932	4.449815	7.088645	0.7704127	-11.86494	-13.04639	-10.81862	-32.30384	12.21916	-14.03405	3.574455	-28.84975
195.2427	8.65085	3.650471	9.549922	-6.25448	-3.326622	3.197827	7.364397	0.5817475	-8.963037	-26.27425	-7.556121	-31.79241	11.75049	-12.76783	-1.209764	-38.1443
195.5856	11.86502	10.7455	6.919043	-7.102993	6.472308	1.076515	14.17254	-0.5284889	-1.241053	-15.99383	3.138577	-36.0205	19.27939	-12.15798	11.81164	-39.49627
195.9285	1.756976	18.58129	4.47824	-0.9905761	12.90297	4.014376	16.41891	4.689641	11.77392	-18.76576	2.846397	-27.3461	16.70466	-2.77357	9.925835	-25.69287
196.2713	-8.17225	-1.245091	3.631836	-7.035558	8.820466	1.986796	-0.9991599	12.25931	9.163858	-21.55993	-5.118284	0.006765453	4.684588	6.668716	-0.2081922	-7.262521
196.6142	-13.81811	-9.965735	-1.768039	-2.902348	-4.603579	0.7607402	-11.85634	16.60773	4.400126	-17.91806	-14.01852	2.520711	-2.495655	8.63409	-4.621589	-4.682219
196.9571	0.5453947	-1.251882	-2.751255	-8.630859	-6.830364	3.002108	-1.060015	12.14924	-6.766057	-2.839387	-10.35366	-15.39674	2.842954	5.291047	5.313419	-7.823533
197.2999	10.55174	10.64671	-7.6776	-6.466798	2.498435	4.081877	15.37546	-1.711485	-8.157236	3.261988	-6.854469	-26.78929	-2.005206	6.287175	2.737668	-2.300256
197.6428	9.547009	9.847186	-0.7924084	-7.966755	14.99392	-0.2835015	15.24633	-7.4476	-5.592052	-6.599502	-3.505784	-25.1383	-8.001919	1.721329	6.821093	-1.498844
197.9856	2.459167	-3.219313	-1.649953	4.920048	-0.3069092	6.390343	10.70727	-9.934832	-5.268276	-10.4037	-4.928743	-25.17027	-13.54335	-8.721549	-1.842357	-8.219902
198.3284	-4.497941	-7.173826	0.5219283	-1.743719	-12.20391	14.49441	0.7336453	-0.1598088	5.466866	-5.178648	-5.657154	-17.48773	-14.63279	-10.83018	0.7909223	-10.11477
198.6712	-1.537175	-11.80104	-12.59759	-1.351319	2.000514	9.955636	-8.483121	-3.113305	6.497867	3.393521	-12.36683	-3.955715	-10.41642	-4.17659	-3.973115	-3.495326
199.0141	1.256614	-5.633718	-13.38988	-8.456201	12.69154	11.89733	-12.53506	-7.957746	0.5716677	4.132337	-10.30268	4.178343	-8.247176	0.33122	1.852555	5.890037
199.3569	4.069946	-5.562059	-10.60925	-9.257355	10.82936	9.79835	-10.0492	-14.66484	-11.26855	-2.418222	-12.88578	-9.697249	5.014642	-4.584164	-3.73195	0.452108
199.6997	-1.863539	-2.181818	0.5179135	-15.54344	3.361984	-2.095488	-1.599716	1.433009	-2.659603	-7.271322	-5.688996	-15.26601	9.394379	-2.494584	-8.761961	-7.404294
200.0424	-3.453553	5.174344	1.373774	-9.301596	8.373508	-7.57033	11.42164	3.671814	3.237312	-9.290236	-5.851116	-16.32031	17.58009	-2.17211	-14.84308	-11.17583
200.3852	-2.289628	7.464099	2.611938	-5.958512	-2.929383	0.1002962	16.50563	-2.403875	-1.897864	0.5681042	8.907406	-14.17982	13.05855	2.38596	-9.22657	-16.19922
200.728	-7.316364	12.65133	-7.196239	-3.662441	-20.20703	5.928902	1.007157	-5.871452	-3.768954	7.220262	3.607083	-16.87496	-1.835998	-0.3305226	-3.165096	-20.57486
201.0708	-7.117273	9.665594	-5.0979	-1.591143	-17.27858	1.263802	-7.21003	4.303258	-1.76609	-3.319289	-0.4754786	-10.20559	-5.152256	-2.335337	2.723757	-11.11795
201.4135	-1.785825	5.402939	0.09272375	2.242033	-2.778004	6.084735	-12.05477	4.892653	-0.7297289	-14.78119	-15.49516	-7.326278	-0.6271402	-6.11036	1.37543	1.236655
201.7563	10.82787	3.18803	15.25519	-0.2458422	8.187375	6.121372	3.460937	4.904005	-5.560421	-16.04148	-13.09187	-20.3756	17.79301	-6.578321	3.481878	-1.152819
202.0991	8.272215	-8.157717	6.23718	-4.178828	0.2439741	7.580883	8.793456	-3.575536	1.564642	-14.62397	-14.15491	-19.45756	11.98337	-8.520603	7.020872	-16.42547
202.4418	5.919206	-8.107951	9.598336	-3.074214	2.494105	9.704955	18.97496	-6.274769	2.567933	-18.77105	-19.79078	-13.79891	19.50263	-2.76838	2.866603	-11.76934
202.7845	-17.5116	-12.95605	-2.495322	-7.23963	0.9947565	12.12901	3.986057	-11.92825	0.7491671	-13.48862	-18.38541	-10.37389	-1.624405	-3.784334	1.436543	0.131068
203.1273	-17.94884	-0.8620735	-10.34831	-10.76377	2.282561	2.85206	3.543053	-4.549384	-5.411143	-0.4858821	-8.322809	-12.65861	0.6323184	-2.097881	14.26748	6.824608
203.47	-19.05921	-8.125289	-11.41552	-7.717644	1.612321	-6.479321	-9.047522	-6.04401	3.873316	3.516923	-4.354373	-15.68165	-3.170986	-13.92734	7.937143	-9.098243
203.8127	-5.973481	1.937253	0.4796801	-5.598985	2.344576	2.086921	-3.117894	-4.063192	6.530627	3.136903	-7.763196	-8.45016	12.27177	-5.64317	-5.902041	-11.77601
204.1554	-5.070556	-0.6666528	2.659867	-6.861187	2.316862	-1.347967	-3.728819	-0.6834975	1.188836	-17.97305	-8.041912	-8.244198	10.25652	-6.371287	-8.302375	-12.31844
204.4981	1.142007	5.013789	1.23934	-2.523314	4.056674	-4.117201	2.492607	16.27641	-6.086418	-21.26207	-8.376087	6.671873	14.08198	0.3579272	4.536578	-8.64019
204.8408	-7.79207	-0.35331	-3.151717	-5.981568	0.3737928	-7.794099	6.740169	16.61358	-3.451119	-25.47012	-10.52466	-4.487483	9.810668	-10.5553	7.274076	-24.24301
205.1835	-7.51454	2.896731	-6.896705	-6.520604	-4.545876	5.983767	7.950889	5.740477	-0.3811957	-13.2313	-5.520263	-7.565928	10.9313	-5.607629	6.017485	-18.7221
205.5261	-8.991736	-10.84038	-8.518182	-7.668766	-21.08109	1.208598	-5.306211	-8.329617	9.27902	-6.250719	-2.856205	-12.67119	3.40655	-2.834279	1.827752	-12.46334
205.8688	-9.625508	-3.229985	-9.807661	0.9072176	-9.430923	-3.840869	-3.400831	-9.972725	8.604202	-10.10409	-11.36985	-3.86766	-5.611133	4.560721	-10.66107	-2.074226
206.2115	-11.05965	2.285519	-6.854599	-5.140862	-2.92001	-11.8895	10.80246	-12.09628	-4.483829	-13.70728	-22.40442	-8.142555	-3.744421	3.406075	-12.80703	-10.9408
206.5541	5.311423	7.378382	1.528118	5.058327	16.16865	-2.81757	15.22414	6.609936	-13.60496	-3.411147	-12.71256	-8.70728	9.105707	-0.4466973	-7.191329	-1.889276
206.8967	6.781308	8.682345	6.746487	2.348795	9.356056	-1.421722	9.751263	13.11077	-9.412998	5.80744	-4.1654	-19.78299	14.06775	-2.400193	8.48861	2.706809
207.2394	9.039169	20.28303	2.198045	1.957372	-0.9457384	-4.285233	-4.397915	10.60698	-3.673015	12.03886	-1.543473	-14.71053	6.393472	-5.965563	9.787661	7.703649
207.582	-6.886256	18.69483	8.005356	-8.195843	-18.06976	-9.579664	-1.022175	-2.300831	-6.642576	9.497861	-5.635131	-12.93452	-5.595644	-12.10273	2.607109	-0.7235485
207.9246	-9.699285	10.12677	7.38161	-3.085798	-6.912194	10.96456	-5.376228	3.094838	-3.286282	8.486277	4.642392	-7.530948	-6.91753	-12.52824	-9.431625	-0.6112153
208.2673	-16.39882	6.419079	-0.2883035	-7.283969	9.89595	17.79438	-2.074046	1.688643	-1.404304	-14.98839	10.07737	-14.17161	-1.842244	-5.536551	-2.053088	-7.825991
208.6099	-0.6868422	0.2342837	-1.347279	-2.795532	17.96793	14.76019	-7.205846	-0.8417298	-0.04233067	-5.429213	4.849693	-12.74711	10.48695	-3.638992	9.361552	-8.895548
208.9525	2.493204	-2.197372	2.402115	-10.76307	11.32852	-4.958145	8.044962	-0.4310731	-1.965821	-0.7235408	0.2203866	-17.51463	11.20208	-7.514055	5.757285	-15.49239
209.2951	2.767337	-0.1708479	3.843834	-2.861317	3.277337	6.362901	8.267553	-1.922292	-1.29196	8.563795	-3.67872	-14.24841	15.33395	7.09936	4.006917	-16.64679
209.6376	-1.971737	-3.10073	3.230639	-10.24341	2.50358	4.306332	5.406862	-10.86458	-2.023098	-6.467245	-0.8290462	-22.0017	9.39608	14.75528	6.677917	-24.77771
209.9802	-1.195453	-11.37168	4.065269	-4.061677	-1.248288	13.58178	8.94069	-10.23231	1.205495	-2.003449	-3.393333	-23.56596	-1.675566	1.826317	14.07893	-21.79097
210.3228	3.502242	-9.834804	4.168768	-12.51982	-3.524873	3.622437	19.48141	-7.002632	-0.4031491	-4.132868	-4.025187	-31.04293	1.139071	-14.94681	3.58784	-22.32662
210.6653	3.413648	-2.215734	2.332333	-0.8396403	-8.744451	6.270505	17.40577	-2.760833	-3.63677	-0.7211809	-8.982605	-16.28027	7.766897	-8.596478	7.063734	-7.489683
211.0079	10.8208	2.618271	2.962348	-6.207937	-0.4782915	-13.8898	6.451193	-9.56425	-4.957829	-10.37819	-9.838348	-16.79427	16.49694	-2.977583	0.1400311	1.549231
211.3504	8.588433	6.305783	13.41459	-1.346168	-3.410918	-14.51704	2.685476	-2.473502	1.178322	-9.202996	-7.708474	-9.423551	13.51237	2.537104	-1.948882	1.439448
211.693	4.25759	-1.434043	10.15332	-11.65313	-5.841025	-0.6808099	4.448421	-5.823418	-1.259421	-13.16019	-6.208395	-17.3183	6.451113	3.557445	-8.275723	-8.177656
212.0355	0.2380675	-5.973629	-7.27204	-9.555747	-10.0483	25.90647	1.576661	-7.123102	-1.11309	-11.10793	4.096964	-8.616261	-0.7513878	-0.8953284	0.8289192	-5.481628
212.3781	-2.448991	-3.311439	-12.75112	-13.34609	-3.991361	15.21492	0.6756484	-4.962799	-1.17035	-15.39065	0.2599534	-11.08203	-10.20763	-18.62295	6.936126	-3.208826
212.7206	-7.858878	0.7668878	0.3222463	-11.73863	10.17342	4.563208	-2.0019	-2.349038	7.476124	-13.95137	-10.03656	-10.47235	0.1481999	-15.96448	13.71799	-1.500485
213.0631	-7.117512	-2.90828	-2.093823	-4.072151	13.91683	-12.53395	-6.709219	-7.088653	4.878796	-7.185001	-20.98371	-6.844087	13.25843	-9.610686	18.6628	-3.980901
213.4056	-1.312361	-0.4368674	-6.724377	5.674041	5.389884	-6.448189	-1.574592	-12.56723	2.188902	5.292064	-17.5523	5.718557	19.05647	-5.317936	9.504266	-8.132054
213.7481	-4.38312	3.64541	-1.079869	1.796205	-17.36346	-4.312096	3.966615	-8.452874	-5.804799	1.04022	-15.82097	4.608929	-5.551911	-11.34575	-4.788505	-13.79248
214.0906	-5.834274	-1.283023	10.48199	-1.317652	-13.74989	5.840176	14.1103	2.040324	-0.8050145	-10.30771	-16.49256	6.616513	-9.106547	-11.20207	-11.03301	-15.50048
214.433	5.775238	-5.490686	6.30882	5.793882	-1.600446	-6.183587	5.957996	8.167906	2.276742	-22.44671	-11.14406	1.100094	8.542679	-9.604764	-4.559114	-4.454066
214.7755	13.45756	1.638106	9.067314	2.137728	14.5507	0.3765115	9.464495	7.26081	-1.260858	-19.49985	0.3117883	-14.6408	22.92717	-0.9113972	-2.412653	-5.202524
215.118	5.500196	16.15791	11.71655	-3.95849	10.71665	2.579388	-4.607111	-1.272022	-9.478196	-7.550328	2.917937	-20.25295	9.682342	-4.894664	-5.122018	-14.79808
215.4604	-2.367246	10.80504	8.372663	-1.15907	8.361758	2.598795	-5.306368	3.890963	-7.099576	6.867578	-3.591037	-13.47044	-2.888796	-9.276287	1.465214	-22.25072
215.8029	-5.63635	0.3103557	3.882617	-1.452771	0.02712749	-5.58707	-7.657854	2.232513	-3.013168	3.728069	-6.924693	-10.84862	-10.70708	-8.882848	3.858928	-15.24398
216.1453	-4.50427	1.237949	-3.100848	-3.108462	6.664713	-4.848036	1.592434	4.052569	-1.083891	-5.983578	0.6109313	-14.89336	1.253364	-9.401839	0.1578592	-13.27007
216.4878	-11.21183	6.905311	1.676169	1.622586	2.516063	-2.268509	6.365147	-3.944	-7.215204	-8.604946	-0.4418215	-10.15978	1.840883	-16.43719	-1.875261	-12.7262
216.8302	-8.581592	6.313965	-3.939893	6.112314	4.994591	2.906533	6.807096	-2.016933	2.986855	-19.73674	-0.6908777	-19.08961	2.10538	-16.40313	5.339597	-0.646807
217.1726	-3.163124	-0.4289523	-1.437825	-7.165908	3.04704	5.073238	-0.08127262	-11.85451	3.045713	-30.58114	-6.2426	-22.12109	-6.187886	-5.076171	10.93394	-1.008342
217.515	1.754291	-8.935872	-7.892524	-13.701	9.246979	-5.828746	-2.793659	-8.277886	7.774543	-11.3575	-9.588925	-15.06126	-2.441434	-0.6625909	2.296227	1.309424
217.8574	-4.827152	-9.088269	-12.72984	-10.32916	0.8256798	-4.341954	-3.925157	-8.404869	1.044393	10.85471	-4.549136	-11.0111	-1.639355	-3.434748	-5.485669	2.330012
218.1998	-12.00906	4.841597	-12.25494	-0.6607572	-0.1891966	2.035691	3.172779	-3.128096	0.1662979	9.066609	0.2351179	-8.660742	5.860024	-8.645007	-4.018635	-0.8748344
218.5422	-3.038322	14.15801	-5.825375	4.277491	-4.439557	1.62626	-4.646318	-8.879272	-15.24182	3.965582	-8.362696	-17.4602	4.443561	-3.999123	-1.173924	-8.990139
218.8846	4.072533	1.723784	-3.150365	6.320534	-1.753419	-1.487181	-3.020721	-9.141988	-19.20235	3.443602	-13.76548	-29.47931	3.763604	6.496422	2.754622	-9.421337
219.227	3.075128	-0.8491384	-4.808209	8.276929	-1.694464	0.334549	-11.17727	-4.039932	-9.606102	3.01205	-7.93541	-29.97777	8.555634	4.865757	2.296447	4.382247
219.5694	-6.052363	1.886802	-3.308614	9.224984	5.932893	6.097418	-0.6979765	9.957	1.300199	1.988007	1.843327	-19.78552	7.495143	-1.71203	6.416169	1.491751
219.9117	-8.796004	12.01665	4.557876	-2.213999	0.2804657	7.595348	1.640863	14.3198	-5.400244	-1.803022	6.915314	-15.37705	0.9720348	-15.03529	-2.838994	2.220112
220.2541	-1.797256	3.812358	9.423986	0.03626528	5.819981	6.498802	-1.355924	5.612228	-1.990853	-10.49941	-5.100724	-16.31315	-8.119759	-3.24592	-1.276275	5.031284
220.5964	2.116005	-0.9755258	2.290176	-4.623327	9.093491	6.479235	-4.959775	-2.210217	-4.009374	-8.277528	-13.52591	-17.42103	-0.8557853	-9.444632	5.889268	1.774984
220.9387	8.706046	-4.905358	-2.408478	-2.209975	14.52711	4.36736	5.34285	-1.462389	-3.396845	3.281533	-8.701644	-28.12111	10.43955	-5.23758	8.729179	-6.58878
221.2811	-0.9295685	-1.961683	2.481119	-16.19977	1.169619	6.275574	2.719775	8.157121	-6.909416	-6.879954	1.532819	-26.57631	7.2445	-3.854487	-1.776973	-13.85855
221.6234	-10.80776	-6.08075	4.600757	-4.040513	-2.410866	2.911885	-6.455236	-0.7826234	8.0021	-23.56416	-6.768673	-20.53843	1.205083	17.02419	4.679804	-9.236289
221.9657	-18.19734	-3.388551	-0.2145622	-5.326896	-2.946574	0.2315763	-9.096364	-7.188346	0.962778	-18.99481	-11.74696	-21.34091	0.1959501	5.732703	1.723357	-2.571594
222.308	-4.354763	2.966952	5.468623	3.858237	-2.96677	-5.864101	-3.096539	-9.882445	-4.156383	-18.63506	-6.066601	-27.97079	7.876482	-5.98562	3.864593	3.011074
222.6503	9.69741	5.553694	7.831429	-5.534697	-0.7603664	-5.553441	3.656486	5.914969	-2.321481	-18.18352	2.682486	-19.43721	4.882987	-8.77917	-3.274385	-1.382895
222.9926	16.85444	-2.599291	9.622499	-2.252934	-7.170224	5.591312	9.386974	12.81652	0.697493	-14.61994	14.14955	-5.282083	0.6534587	-6.553619	2.567839	-12.52181
223.3349	18.39461	-2.474902	21.42439	-11.11254	2.531804	2.82187	12.16917	14.08722	0.6839178	-8.751644	8.949876	-20.10106	6.331939	-8.350404	-1.712811	-24.62434
223.6772	10.47032	-0.09617478	24.06385	-5.14267	1.166703	0.8160048	5.92446	12.39692	5.025305	-14.18571	-0.1773566	-22.79402	9.081655	-15.64592	5.615929	-26.82609
224.0194	-4.804375	1.918501	4.225526	-9.302709	4.025939	-0.1502172	0.2713589	14.94874	1.916126	-20.65094	-10.7179	-16.30828	-0.3578758	-12.90233	3.271276	-14.53259
224.3617	-8.860831	-9.907326	0.5660637	-7.153606	3.224815	6.739665	-1.500509	8.453074	-3.006324	-11.08016	-1.91891	-4.358362	-5.660132	-0.06797361	9.140507	2.898057
224.7039	-4.316699	-6.093955	2.173808	-14.88088	4.600534	6.239798	7.26603	-4.134427	-12.03974	-4.949939	-7.240784	-2.414487	-2.140225	6.105359	9.766768	6.477402
225.0462	-5.742651	2.424937	15.59025	-2.013684	6.051406	5.090824	19.307	-6.733991	0.5928723	2.181994	-3.646502	-4.424772	6.893042	0.7170585	9.447294	0.1882503
225.3884	-13.74314	7.752329	10.25708	-1.962673	5.608227	5.622073	8.331732	5.327363	2.094527	-2.251423	-13.59355	-10.78904	-2.376832	-7.845109	-4.43508	-8.02308
