Wavelength [nm]	Intensity1	Intensity2	Intensity3	Intensity4	Intensity5	Intensity6	Intensity7	Intensity8	Intensity9	Intensity10	Intensity11	Intensity12	Intensity13	Intensity14	Intensity15
398.8514	-8.791708	0.9155853	9.346866	-4.39699	-1.284743	10.16226	2.14822	-7.741293	-2.014433	-4.246349	0.9659874	1.664935	-2.297622	2.136575	-2.45803
399.1893	-1.870039	4.021719	7.646167	5.075972	8.065296	3.333011	-0.2087695	9.522641	10.05858	3.299699	10.79682	-1.719481	-9.048059	1.404773	-9.442847
399.5271	-8.099688	1.874951	-2.274222	-1.50009	-7.168304	-15.39931	1.955876	14.48224	4.650989	0.5394344	7.178734	1.802096	3.522748	-1.341373	-12.42197
399.8649	-7.896816	1.832443	4.221979	-4.803419	-13.52942	-14.09111	5.41749	18.48359	2.68815	0.4713504	8.794878	-1.492831	14.81883	1.360271	-2.550894
400.2028	-11.22122	1.343169	3.323803	-7.868576	-14.48243	-5.183159	3.320137	17.7392	10.02857	-14.93238	-2.427949	-7.492888	11.08987	7.898111	-1.426689
400.5406	-17.81078	10.14748	15.65712	-0.6942233	-1.876706	-2.108756	7.448379	19.38123	23.15095	-5.000049	7.180413	8.85355	14.82458	23.77964	1.373669
400.8784	-18.94674	19.96956	-1.470707	14.36485	9.307701	-13.66199	16.98381	16.30839	12.62177	3.806593	9.87488	27.34821	11.53384	22.10153	-1.949038
401.2161	-9.475383	11.73735	2.271732	23.82485	10.59152	-3.969476	21.62254	10.94726	-0.2724502	17.07393	25.18379	19.94065	9.157758	18.04298	5.809948
401.5539	2.187503	6.800479	-7.890433	18.93642	-1.502938	1.402862	21.67319	-0.5202194	-4.608848	8.012133	14.2807	3.839485	-1.836496	16.82529	-2.510602
401.8917	8.960546	5.925467	7.716079	9.060786	-13.94016	4.966552	11.89965	-5.11775	-4.904116	11.88359	7.347411	2.012605	1.74526	17.96445	-1.831169
402.2294	7.109251	18.69526	-1.159943	0.9574583	-5.036171	-4.196304	4.750911	0.3717532	-6.2041	3.771283	-7.981728	2.607925	6.459997	10.18196	4.567867
402.5672	-3.045872	18.45406	11.78431	-4.060266	3.022774	-4.944925	9.66073	12.86721	-0.7696438	2.403976	1.131204	21.6816	8.81485	14.28541	9.687634
402.9049	-9.706116	11.67001	0.00606143	-6.368289	6.753014	-13.01525	12.44828	12.2307	13.71419	1.014108	6.639524	23.98847	2.699399	23.38702	7.358292
403.2426	-8.325341	-3.494124	9.675294	-1.894238	5.002402	-10.57698	13.36604	4.862104	13.17264	9.065358	10.8872	15.61163	0.2460876	16.31005	8.491224
403.5804	-3.932842	1.608778	2.413566	-5.968542	5.059094	-14.68555	6.529296	-3.50514	-1.433882	-7.557368	9.177391	5.439212	1.899227	1.375394	4.669024
403.9181	-13.0771	8.901468	5.75804	-9.567123	-0.9162145	-5.039078	2.011086	-5.328291	-3.772448	-13.9692	18.36144	15.94159	10.99254	0.9410324	-5.464153
404.2558	-6.748822	11.61487	-5.475118	-1.299525	0.7819813	-8.366158	-6.214444	2.558362	2.393563	-17.48095	15.53615	14.14537	5.718858	11.51637	-7.696488
404.5934	-10.70524	9.536499	-4.546762	13.4246	-4.512492	3.800126	-3.139549	5.073195	9.888149	-13.36505	10.10238	11.39678	-6.708387	12.8447	-9.894792
404.9311	-8.981024	3.662921	-5.72998	14.00194	-7.494015	4.418107	-5.869295	-2.101931	12.13962	-13.34877	-2.450934	-1.638765	-12.84697	2.421073	-10.51529
405.2688	-12.91016	2.979915	-6.633296	17.88995	-10.05647	11.54408	3.216996	1.534398	10.3666	1.653275	10.95373	2.659228	-6.845884	8.285271	-5.049109
405.6064	-14.59124	-2.050269	-4.664363	12.84396	-5.021151	-1.001843	7.797495	9.859932	1.043941	9.505398	11.35738	7.466588	-6.749996	10.24128	-2.467004
405.9441	-12.29208	3.955496	-5.373637	12.37269	-1.255646	4.527303	7.304777	14.43589	-1.948924	2.559868	21.03393	16.2585	-6.477209	6.463887	-12.07674
406.2817	-5.074984	-0.9738398	-5.172516	1.289845	1.991253	-2.894588	-4.783456	8.759425	1.87175	-0.480044	5.89558	9.662113	-3.941855	1.1765	-12.74512
406.6194	-1.700023	4.66846	-8.890734	8.85122	6.127625	-3.419046	-1.421089	11.09774	0.3946495	-0.6998707	-1.500751	11.47796	1.063633	7.67625	0.09714035
406.957	-11.20355	9.374873	-4.412283	5.852361	-2.349124	-13.43254	-4.380925	-0.1783838	0.0464728	5.303277	-2.127332	2.285198	-3.301445	8.152502	12.1536
407.2946	-24.88952	7.413242	2.274812	11.54703	-2.433341	-6.824357	0.3009561	-3.443567	-7.950511	4.972156	9.273811	-0.6184296	-9.049084	7.708409	7.627622
407.6322	-29.34872	12.97145	-3.348579	9.039227	15.69057	-11.14496	14.38134	14.66253	-8.177345	-12.08517	24.73267	19.13024	-1.669269	19.54906	-4.32514
407.9698	-20.0677	22.33784	-6.250229	8.804705	15.86639	-3.16324	19.45627	23.29044	-0.6285952	-16.808	26.91368	31.67743	15.06846	25.83767	-17.12442
408.3074	-6.016105	16.59993	-5.338413	0.4875989	1.207998	-3.524908	12.34527	21.14064	6.312448	-14.96484	24.18736	17.13729	7.473074	16.92881	-17.16753
408.645	-1.876492	6.249631	-2.017704	2.046848	-11.61173	6.343117	8.400658	16.4246	1.041842	-3.179803	0.9572413	-2.114506	-0.2990358	5.594656	-14.88767
408.9825	2.933016	4.702463	-3.766553	1.571528	-3.559905	-1.286385	11.40491	20.21283	0.01565341	-7.172653	-3.205258	8.499409	2.181807	4.130856	-13.02349
409.3201	17.17461	10.60349	-1.401016	6.193001	6.018117	-0.8615493	11.44808	11.61208	1.603235	6.525407	1.124625	21.16556	-2.265687	12.37172	-11.49893
409.6576	17.48631	-0.9133918	-0.3339631	2.71783	11.1371	-5.302926	-1.380569	-1.859228	3.674816	10.16793	4.347754	2.361627	-12.3955	9.788682	-8.216733
409.9951	8.445219	-8.045388	-5.000994	11.29769	4.377348	-0.7036806	-5.737501	10.24624	2.100564	5.751664	-5.752686	-1.842456	-15.23134	10.09911	0.3069726
410.3326	0.7219794	-13.97741	-13.05727	7.000044	-2.170798	-7.213486	-5.705001	18.16661	6.555357	2.064149	0.6252429	7.946836	-1.416083	7.738749	4.784476
410.6702	11.62502	-3.723538	-9.960206	5.20964	-4.053029	-2.468681	3.676305	15.70663	-1.868755	-2.467915	8.648021	17.67723	-3.885542	11.95098	16.32555
411.0077	2.718701	4.492155	5.169973	-3.889043	-1.722156	2.575787	-3.592372	-4.781343	-10.41779	-4.655884	11.93086	10.14412	-3.47991	0.62663	4.053295
411.3452	-3.845702	0.8696752	11.87964	1.39337	6.709618	-2.821108	-9.76507	-6.289674	-11.5147	-4.809865	10.69516	5.524325	-6.549008	-4.175478	7.567634
411.6826	-23.0125	0.3852426	9.914957	-3.599759	11.50907	-10.2498	-11.55754	-2.640442	-4.096638	-5.526651	10.47116	10.054	0.8131685	-8.807462	5.652246
412.0201	-6.112081	0.3464897	1.850693	-2.225985	7.50366	-2.786561	-2.672601	2.20356	-3.473126	-3.512656	8.720053	13.04588	-1.265854	0.5179952	13.92529
412.3576	-2.967568	-0.146552	3.903878	1.894824	-1.032997	2.043451	2.732567	11.21026	-1.576784	-0.94602	8.230645	14.77151	-3.613467	9.05572	5.352408
412.695	1.418354	4.184511	7.003073	8.792866	4.006591	-8.445574	1.761766	19.30722	0.4533308	0.9672774	11.53518	7.174898	3.885535	15.14218	11.66865
413.0325	-16.19312	12.2917	9.808409	7.503509	-2.786925	-13.63888	-1.163332	19.66761	1.934503	-6.451195	13.41054	3.376624	1.885319	14.0627	6.7639
413.3699	-6.795877	8.264939	1.627197	3.090498	-7.994555	-4.520219	11.52491	15.42682	4.292958	-4.324965	14.37792	7.275301	3.216549	17.0833	1.126011
413.7074	-5.838356	-2.767927	-4.620059	9.20369	-4.262649	4.181184	5.936495	17.4518	1.222146	-0.4769244	16.82655	9.994128	4.525119	16.27068	-3.210458
414.0448	-6.553701	-4.53571	-9.70338	12.73585	-1.028513	9.57285	-4.725322	10.00145	-9.500937	1.416329	16.24164	12.20463	11.53767	10.32591	1.469069
414.3822	-10.95095	3.393239	-7.627064	8.040991	1.606274	6.704177	-6.647345	-0.5223818	-15.08234	-0.4582352	-0.3354799	12.68705	5.377518	8.096018	9.26308
414.7196	-3.290416	8.68316	-2.912046	0.07020193	-0.490548	-3.957561	8.036798	-5.876033	2.340293	-2.703324	-9.945446	11.55679	6.395708	8.842184	7.049284
415.0569	2.656252	7.958604	4.332551	-3.674017	5.912879	-17.76987	4.408355	-11.52279	6.081261	-3.189534	-6.252638	8.287032	-0.7454662	2.632821	-3.748347
415.3943	4.098115	-0.2946135	5.893167	-2.287189	5.13415	-8.47198	-2.92033	-15.63794	-3.011865	-2.45936	8.68285	6.872962	4.118529	0.4122219	-1.66235
415.7317	-2.39387	-9.150345	-0.7723218	0.8326452	5.14532	0.2625013	-3.352431	-5.732113	-3.252802	-8.943687	11.50087	12.04399	0.3048326	3.410059	9.140307
416.0691	-6.011669	-3.078645	-1.614995	1.784644	-1.25653	0.4385687	-4.751433	3.317255	7.432363	-5.032617	9.998179	4.996642	-8.128308	13.50375	6.117916
416.4064	-7.517043	5.729235	-6.105175	-4.149328	-1.34848	-5.880221	1.088203	5.896768	-0.8773611	0.9554063	12.26948	-2.678027	-18.72436	17.82907	-7.946507
416.7437	0.168497	3.645943	-6.14931	-2.512947	-1.976049	2.216515	-1.526773	-3.286976	-5.904877	10.85929	10.51517	-9.501008	-16.36378	16.98675	-11.0794
417.0811	0.4269195	-2.13526	-13.15982	3.219416	-1.896533	2.348149	-3.705596	-5.178519	-2.593791	4.806052	7.541451	-5.496662	-10.50699	3.923056	-4.324512
417.4184	-7.025281	-2.358954	-6.313568	2.799762	6.841655	8.847333	-5.511873	-17.82693	5.922131	4.374664	-3.183253	-5.530054	-7.544844	-5.063251	4.361588
417.7557	-12.82835	-1.82066	4.888858	0.6529126	17.23185	7.271968	3.149913	-8.745305	1.682992	-1.150027	1.590822	2.120187	0.6869504	-9.366425	5.681015
418.093	6.259758	-10.72717	18.65216	5.070685	11.40137	13.91522	1.976463	5.855767	7.422983	3.071718	1.738136	14.92393	1.183402	-1.099038	0.5929502
418.4303	12.69454	-0.7521909	9.169626	-2.873846	9.838414	10.5632	6.064313	21.42255	7.443416	3.09034	15.60932	16.59674	3.368594	2.755621	5.176542
418.7676	1.012477	4.980792	0.4170671	-9.506407	17.86376	9.979415	7.41524	14.37344	7.212994	2.035376	18.57627	6.997706	8.946157	8.887984	10.77717
419.1048	-10.30041	7.757243	-4.319779	-8.399155	13.88452	-0.3372332	1.122613	6.238666	2.577015	0.5697336	10.72745	-9.402758	9.336123	10.60197	11.21398
419.4421	-4.119983	-5.65497	5.784686	3.896353	-8.464335	3.360411	-8.840619	0.4833549	0.4305627	3.143923	-10.03445	-4.017694	-0.2824203	8.927542	6.927743
419.7794	-3.74839	-5.911534	8.285835	8.228772	-15.53498	1.969626	-0.442542	2.838953	1.211137	-1.664124	1.097401	7.004623	-6.018598	-5.421613	-0.985277
420.1166	-4.906984	-5.135321	14.50896	7.321193	-7.320785	-4.985824	7.819901	8.117887	-0.7873279	-5.143078	10.32646	8.255984	2.607278	-4.879872	1.093344
420.4538	-6.49966	-2.055397	15.3846	4.372807	-1.662715	-12.92043	11.42862	-0.3473206	-7.636225	-0.3521664	5.727497	-8.571031	-7.652896	1.290188	-7.914446
420.791	-6.634218	-7.730041	6.6556	8.897667	-9.866611	-9.641883	12.47987	-3.840348	-5.694906	-6.273675	-11.82822	-2.718132	-12.58313	13.5581	-2.709478
421.1282	-8.030555	-10.58901	1.96047	9.836496	-4.633134	-10.4628	9.347049	3.834842	-7.845121	-12.73401	-13.56637	12.42219	-13.9634	16.24644	-6.864887
421.4655	4.478168	-1.937691	-1.534384	9.945686	8.583334	-10.12662	6.472793	14.80791	-2.088693	-9.64869	-5.998958	24.51748	-4.292771	17.12048	14.55851
421.8026	8.939766	4.679309	1.399767	3.345112	12.53905	-7.733175	-2.88164	6.203396	-4.086979	-4.760351	0.6232027	20.18837	-5.092928	6.24258	4.398228
422.1398	13.6474	6.342319	-2.417673	6.980838	-2.157901	-1.783972	1.019365	12.35423	6.14821	-4.816479	4.910024	20.36404	1.180087	3.970321	-7.349745
422.477	-0.4996333	5.254796	-4.503004	-7.001752	-4.754712	-1.211577	-2.569888	21.30056	7.703098	-3.684195	11.06824	3.918836	-1.597282	2.820659	-10.22803
422.8141	-4.550296	6.880881	-5.322507	-9.287843	0.5050515	0.9748024	-6.418215	24.21948	6.207721	4.747964	10.12913	-7.475062	-0.8250095	10.58973	3.353691
423.1513	-14.07333	-0.7885431	-7.28034	-8.517682	3.187496	-3.265222	-3.723095	6.351996	-2.555734	5.768319	-1.755072	-13.39303	-2.852746	12.91489	14.85906
423.4884	-6.547697	7.242945	-3.016318	-3.10303	-7.195265	-3.027218	7.170226	10.33971	-1.66866	2.906473	-5.816369	-4.421448	-2.60131	11.64757	14.53618
423.8256	0.4869976	16.9529	-7.529641	-5.238229	-6.441671	0.5609428	15.5226	1.397195	5.210871	-4.881846	4.108504	-2.725078	-8.853181	-1.919913	14.22856
424.1627	6.242148	14.0024	-2.515886	1.393298	2.092014	6.023906	9.500482	9.108712	2.090407	-5.35273	7.104867	9.899628	-3.236821	0.1601859	-0.02348483
424.4998	-2.9501	4.104658	0.3767467	7.274435	6.535825	1.297384	8.612573	-1.09585	3.919222	3.323472	-4.486655	12.727	-2.266983	5.942363	-1.14693
424.8369	-14.47248	5.88892	-9.621305	8.137466	2.242376	-5.474226	12.18924	14.42065	10.38616	3.909684	8.066742	13.44041	-4.508566	13.10045	-1.350144
425.174	-12.42642	5.390892	-29.36746	1.42655	2.051907	-7.422833	7.861172	0.5696362	4.612176	2.31527	2.830397	4.692402	-11.36197	-2.166005	2.561686
425.5111	-8.810702	-2.21259	-29.37949	0.9013578	6.111066	-3.047334	4.762987	7.363266	0.3788195	-5.289721	8.969626	2.048733	-6.85735	-7.527106	2.658393
425.8481	-7.795038	-2.144673	-8.606309	-1.726541	3.96713	2.64201	0.3572499	-1.073941	-6.257484	-2.058527	-2.512949	-0.1508948	-8.79173	-14.27829	2.411412
426.1852	-5.152157	-6.050178	5.90466	-4.214718	-1.281354	-2.409555	6.68574	3.454439	-1.046481	-0.2354008	21.49577	7.398091	-3.221479	-3.038476	9.354524
426.5223	6.423657	-6.254977	2.060204	1.046929	-1.260363	-10.49496	4.567727	-0.3154001	-2.205372	-6.456884	10.63273	11.6753	-0.1820815	1.167107	14.90735
426.8593	10.05401	7.286386	-3.858304	10.8296	9.47203	-1.353424	9.583701	2.785038	10.52677	-6.456981	15.34377	13.29734	3.941453	14.21583	2.621052
427.1964	-2.004895	15.59608	-1.502701	14.86491	12.31435	7.271995	11.0686	15.2635	9.210724	-12.16011	3.232572	6.86339	-4.656972	13.06096	-10.23594
427.5334	-8.4259	17.42951	3.562806	1.639507	10.1747	7.329697	7.032275	16.96986	3.252428	-8.31394	5.614308	3.082461	1.474371	0.7522244	-5.597757
427.8704	-0.8011432	0.695316	6.699025	-7.556192	9.230419	1.377646	-1.391523	10.77273	-3.583153	-9.9726	-5.156893	-10.15557	0.7141831	-2.754122	-6.622445
428.2074	14.13802	8.604128	-0.5144449	-11.30436	8.318022	7.803506	-8.77734	0.354094	6.313703	-1.325294	2.578054	1.081209	-2.103063	8.304175	-7.887013
428.5444	3.834158	8.77099	2.765183	-7.351286	0.005662837	10.57344	-2.678452	6.939207	12.60061	5.211976	3.182074	7.168036	0.225133	22.99211	4.022116
428.8814	0.7553429	18.32836	2.531835	-4.4768	-1.008259	7.447266	5.012347	5.597949	20.59883	9.094224	7.10614	19.49883	0.2511022	26.81864	7.370355
429.2184	-2.865742	5.340826	-0.6430164	-8.929782	-1.70191	-2.499624	10.861	-7.700423	5.046978	-1.302406	2.929017	1.852166	2.219037	10.21779	-3.860146
429.5553	5.693389	14.42444	-9.09026	-3.454151	6.330024	-9.015668	9.937163	-5.471535	3.964074	-14.02077	10.25605	-0.8814807	-3.168151	-0.8186021	-4.262578
429.8922	-4.763483	11.87524	-11.37288	5.574221	0.1038993	-10.80382	5.794987	-1.348316	-3.984414	-6.993626	10.37731	0.2182961	-1.82423	-8.86008	-5.012666
430.2292	-1.123394	7.820948	-7.621076	14.47622	2.707314	-8.436384	2.591871	12.63829	-2.170032	-1.932847	13.4902	19.54971	-2.226248	7.134936	-1.095581
430.5661	-4.69092	-4.254784	-12.57214	9.006584	0.03997463	-7.151566	-2.403952	12.35952	-7.008698	-2.061905	7.580522	5.20563	6.531108	-4.3434	-1.55492
430.903	-0.63413	-5.703178	-0.5105609	6.020703	4.410159	0.5342401	0.163631	18.41361	-5.008124	1.977425	9.025174	-5.654609	8.410177	1.725545	1.226408
431.24	-21.65981	-15.94859	4.974755	-0.5000848	3.083272	-0.2198389	-4.597692	23.58386	-2.47054	-4.673788	8.681211	-2.461551	-0.8181594	3.484531	-11.37127
431.5769	-13.42134	-1.373328	6.828362	4.127735	4.85995	3.742613	6.81389	26.44334	7.124218	-10.32062	16.38928	24.27277	-1.168341	22.85476	-9.986825
431.9138	3.36093	12.39471	5.239743	12.92353	16.58004	6.299973	23.67581	24.55221	21.6322	-9.714671	13.38003	26.54829	7.15591	26.40052	-1.581818
432.2506	29.77493	28.85909	27.63482	34.90404	29.87825	19.66455	38.54166	29.29902	25.31525	12.86742	20.97934	33.53471	31.89504	36.80896	18.09998
432.5875	20.78659	36.74729	43.56867	34.12246	34.40747	24.20112	41.90736	43.01202	27.66836	18.82502	27.19442	41.74004	43.77593	40.18921	24.64686
432.9244	23.1997	45.11431	40.26889	29.6619	28.39131	26.54866	42.38468	42.70231	29.35171	24.76299	35.3126	44.72166	45.20081	45.58111	28.46182
433.2612	20.41294	26.24586	16.26242	17.29741	24.04961	13.99325	27.90616	25.71264	17.86796	15.80177	28.88684	27.35254	25.16377	42.33645	24.63295
433.5981	13.31177	16.51608	7.967081	24.51382	26.35049	4.668101	13.91713	19.23052	12.10337	13.64359	23.77723	31.20275	11.17163	30.71297	13.24536
433.9349	1.231853	13.44166	13.87982	17.59005	17.46777	0.4647211	9.082758	10.77393	19.89985	1.244271	22.59824	31.27479	-7.842742	20.02209	-0.2470321
434.2718	-10.10265	12.26105	24.08434	19.98155	14.39493	9.937044	16.44015	23.68933	28.77418	2.747738	17.46124	32.35115	-0.5628266	18.55647	2.316769
434.6086	-13.19899	4.59009	16.23161	14.15982	6.06224	6.505643	12.07732	12.59952	21.95782	-1.443929	9.17365	16.19911	-5.730192	15.38315	-0.8535197
434.9454	-10.96586	9.145662	-5.017189	5.223073	2.287656	-5.535122	12.97906	8.172267	1.606747	-4.700482	0.6108736	10.5581	7.603792	11.74896	-14.66688
435.2822	-17.0817	0.5376304	-23.77799	-9.422254	-15.01927	-21.62648	4.957463	-3.907559	-3.437126	-23.08399	2.55993	-12.99404	-3.17119	8.836014	-25.90576
435.6189	-19.43656	-4.442827	-33.36819	-18.55131	-16.58166	-26.3651	-12.01717	-0.8260732	-10.22819	-27.73842	5.714379	-8.310867	-0.3550393	5.284626	-24.87145
435.9557	-28.37909	-7.34574	-42.43472	-17.37462	-18.9304	-27.30206	-25.87345	-2.843231	-13.61754	-30.36762	4.212844	14.90552	-7.853859	-3.4598	-36.48899
436.2925	-17.04549	0.2058591	-40.26149	-6.07102	-10.99192	-28.76904	-15.87107	3.956599	-16.31167	-30.04921	2.842798	23.58081	2.115782	0.2906986	-32.48151
436.6292	-22.20956	-10.142	-28.51081	1.133752	-15.28249	-22.43954	-9.127333	8.576779	-2.062465	-37.52119	3.194095	12.48788	3.956056	3.072768	-30.30638
436.966	-15.52854	-15.01478	-9.038546	-2.921285	-4.408806	-22.13769	-3.649007	7.585788	5.281811	-27.19468	10.00926	3.456886	0.6523623	5.959795	-15.48324
437.3027	-13.66483	-12.72544	-10.16819	-13.29942	1.57368	-22.50439	-2.23677	-2.758347	3.530452	-22.7258	5.085928	11.52952	-6.036133	1.274552	-19.12264
437.6394	-10.24012	-4.584641	-16.00182	-7.535958	4.773134	-8.470033	4.972494	-3.481341	-8.10996	-15.03291	-4.091187	7.218518	-9.724252	4.154302	-2.479766
437.9761	-16.97343	-6.207718	-15.58566	-7.191219	-1.848099	1.625546	-0.3819136	6.977887	-9.521623	-21.70191	-8.529819	13.31094	-3.875588	8.327788	5.170794
438.3129	-15.47674	-8.649032	-1.40734	-10.40374	-13.31565	3.810565	0.6171263	18.80915	-11.84051	-6.418506	5.145475	4.840569	-1.220522	9.494565	14.44409
438.6495	-13.81634	-5.76242	7.310593	-10.70267	-14.29063	-4.827954	-5.888499	3.266433	-14.10618	-6.738401	11.95406	-4.193057	-1.917772	6.294659	6.733101
438.9862	-14.27253	9.363755	7.366167	-9.311696	-1.612702	-8.445544	-5.846737	-13.48062	-8.238867	0.4622438	3.38845	-8.2824	-1.528826	0.5917957	-0.4944537
439.3229	-16.01556	15.4618	-9.791582	-14.0096	7.683662	-5.797308	-9.67445	-13.45353	3.887286	-1.333066	-3.268147	-0.3631969	-9.987147	-1.630424	-1.884806
439.6596	-0.187604	8.208082	-18.75014	-6.729386	3.787334	7.414016	-3.544318	-0.9358166	18.75926	6.937706	3.047716	3.075997	-13.56097	2.469017	3.280299
439.9962	0.485493	4.168159	-14.19173	12.70907	4.781706	15.0679	1.881651	10.21747	12.4179	2.4076	11.20837	9.261371	-4.632356	25.20951	2.610324
440.3329	-1.281037	11.77116	-3.033775	22.04727	2.352376	4.651556	6.587529	7.596901	8.500005	-1.665302	12.21176	16.03763	9.710225	29.14907	0.3871612
440.6695	-13.45939	10.25149	3.600541	9.904948	2.279296	-8.91953	10.88694	15.64532	-8.527209	-0.1899526	16.37105	15.58766	6.682821	14.92602	-8.88919
441.0061	-8.509665	10.82577	4.262071	-2.467834	3.156318	-2.286576	11.67412	23.26799	-3.638998	6.932366	18.12945	17.22166	-1.649404	6.827681	0.6505502
441.3427	-3.719218	9.039784	-4.189996	-7.557488	17.64805	2.701833	13.66175	21.49734	-3.885556	9.415159	14.35619	18.59115	-3.035621	12.57563	1.879583
441.6794	1.894103	10.98168	-9.273349	-8.224892	12.90438	8.566893	1.683723	11.35711	4.117497	13.74773	3.756988	11.53335	-0.4248833	7.216081	1.885067
442.0159	-8.461244	5.92626	-0.3881767	-15.92026	7.165191	-2.581827	-1.675434	2.070929	4.286641	14.15422	-7.186307	2.812222	-10.12115	-4.149348	-9.412703
442.3525	-13.11781	11.55835	13.72184	-7.932656	3.805643	5.383535	2.240222	16.43432	9.006807	8.005975	2.269221	14.35626	-7.403134	8.709044	-13.2892
442.6891	-12.35627	4.007154	8.418707	3.987038	11.65907	-3.03447	12.77827	20.86287	9.17366	-0.717068	11.63257	22.361	2.647742	22.31139	-14.42988
443.0257	2.222181	7.443633	11.77252	10.26187	15.38671	-13.15922	14.90119	25.94064	-1.642708	-5.368915	11.19976	24.25121	18.52492	26.23923	-12.57903
443.3622	6.110929	8.439096	10.95242	7.119921	2.889132	-12.15672	10.47704	8.500422	-10.77985	-7.926844	-0.2315854	12.12551	-0.5255008	15.80844	-2.049141
443.6988	4.580148	13.29846	6.006659	7.983675	0.6018561	-0.219219	14.12628	19.62056	0.6052494	-6.086101	8.160736	-1.07187	0.5606737	14.16986	1.405137
444.0353	-2.211798	2.007809	-5.273107	3.285985	-5.641459	0.5513835	8.498904	20.3718	4.840444	3.078082	9.822051	-12.14972	4.8481	3.269515	11.22036
444.3718	4.640673	5.889737	-3.629323	-3.546145	9.328934	-17.99021	2.670185	28.96101	4.190794	3.086118	13.52732	1.589838	13.88666	5.430122	8.835933
444.7083	-0.5949519	7.667374	5.347771	1.286544	13.9155	-14.96635	-0.610416	22.57688	1.963394	-7.66752	11.42617	8.987358	-7.536695	6.61269	4.196106
445.0448	-12.95578	15.27052	3.375828	13.9213	18.6548	-3.740369	7.192392	22.12448	6.91542	-19.33741	10.78596	5.715533	-9.420939	12.68754	-5.032587
445.3813	-22.27847	4.014956	-0.369629	9.455832	3.857966	8.958092	4.332924	8.80374	-8.645466	-15.49611	3.396177	-0.6417552	-11.38117	-1.105916	-5.796833
445.7178	-18.59022	4.898749	-0.7174515	6.381224	6.081814	2.781482	-2.497885	-4.013949	-9.570667	-13.22367	3.747112	-3.537377	1.70513	3.942307	1.229606
446.0543	-11.53234	5.834282	6.00398	8.777267	5.53915	1.767063	5.412353	0.2347762	-4.457561	-15.54298	4.236588	8.744248	0.6850137	18.84338	-9.963938
446.3907	-4.688355	10.31583	10.93564	9.195063	6.934449	0.5634987	9.670119	1.217536	6.560718	-16.55409	-4.712596	23.15269	3.262626	19.94421	-14.41265
446.7272	-7.630545	3.155849	-4.277386	3.226283	4.785005	-8.493174	0.4305396	3.104028	3.978748	-14.29187	-9.982484	26.02604	-8.114082	4.170146	-11.29169
447.0636	-11.59331	4.93865	-10.98818	-0.1018395	12.86761	-10.14101	-13.17624	-1.591543	4.489546	-7.362453	-1.836751	18.31022	-4.584468	-7.098807	0.7616878
447.4001	-4.326673	0.4846374	-16.03855	2.225588	5.575561	-8.542366	-4.704994	13.80871	-7.541132	-14.55031	1.226598	7.861066	0.753229	9.746272	-4.329864
447.7365	4.88453	4.457194	-12.30372	6.419995	-0.1487541	-2.423183	5.30821	19.18073	-8.517481	-11.1782	4.159899	-3.508973	5.254981	11.85371	-4.87467
448.0729	3.348338	0.3896654	-15.02669	7.647464	-6.305381	-10.30864	10.35161	16.25764	-8.494974	-7.896396	3.53237	-5.715009	4.04132	2.836751	-3.409234
448.4093	1.977984	4.514555	-4.988797	1.336624	-3.519297	-6.5218	5.274349	17.17819	8.797129	-9.004106	11.49415	20.66665	5.131927	-2.942264	-10.47865
448.7457	-4.840071	5.49593	-4.741663	-6.807488	-13.71951	-2.897235	-3.530849	9.880527	7.199189	-3.852972	-1.624873	14.02399	-5.394759	1.134338	-9.099882
449.0821	-15.99195	3.413793	3.132227	2.234782	-6.509867	4.19148	2.37688	12.27591	4.260559	2.743579	-2.847028	-4.943401	-2.140014	5.390939	-4.117578
449.4184	-20.5691	-2.72712	-0.05088789	-0.5425815	-3.07644	-7.235367	10.56636	8.770452	-2.140356	8.755099	0.9927916	-22.69397	1.774913	-3.745038	-5.415753
449.7548	-13.62434	6.31862	7.119388	0.8930298	-0.3912263	-8.584928	14.44133	8.647786	3.949086	-1.441095	11.45276	-9.154065	9.435993	-9.067316	-8.295994
450.0912	-10.24701	14.90558	-5.551042	-1.233051	-5.341519	-11.83357	0.1699565	-3.380038	4.403497	1.99831	3.183582	-4.6101	-12.32362	-6.358396	-2.33129
450.4275	-9.989665	18.07953	-2.222589	0.3995216	-3.300941	-6.580266	-3.025845	-5.734231	8.41072	2.75468	2.120465	4.377733	-12.01012	9.010936	3.404186
450.7638	-8.831619	11.58566	-10.03783	2.165853	4.261277	-7.700428	-7.578153	-0.5006082	6.551302	-1.686627	9.286667	4.685753	-5.40345	14.28756	2.189768
451.1001	-5.431971	14.49502	1.787819	-2.292988	4.171624	2.770054	6.680855	9.632745	5.304203	4.208148	2.957806	12.48136	8.143752	20.18457	-0.8138002
451.4364	-6.265095	4.069157	-4.910913	-4.888343	-0.8687302	-0.3470938	9.0741	10.73583	5.482419	2.26952	-1.969541	11.91497	-2.698756	10.90213	2.472869
451.7727	-8.734055	13.63024	-9.343194	0.6564153	-12.41432	6.799057	10.44793	9.08927	8.795319	-2.606405	7.300545	19.21719	-5.288974	-1.289433	1.398143
452.109	-9.709737	-0.9782462	-16.87618	5.949722	-1.833177	4.021996	3.554211	2.958638	3.066831	-6.921228	20.12995	15.7517	-13.43847	-9.744242	-1.183098
