Wavelength [nm]	Intensity1	Intensity2	Intensity3	Intensity4	Intensity5	Intensity6	Intensity7	Intensity8	Intensity9	Intensity10	Intensity11	Intensity12	Intensity13	Intensity14	Intensity15
198.6712	-16.30613	-9.938963	-2.114338	-0.08122968	-1.191558	5.188543	5.261444	4.323843	-1.66661	4.899097	0.02670374	-11.52782	-6.177383	3.612369	-0.1630028
199.0141	-15.70375	-7.862414	3.11174	9.102624	5.017225	-0.3311337	7.021886	17.67123	2.450457	5.971869	-2.934905	-9.14207	-4.719575	-0.9472132	-2.889905
199.3569	-3.625009	-6.354104	4.116125	7.053428	2.642742	-2.930834	-4.528885	9.978709	-2.540543	1.921154	-6.955783	-1.534339	1.267887	4.640749	-8.80886
199.6997	-8.488998	0.5914426	8.755828	-0.5259991	-1.734019	-1.961054	-6.908872	-5.441855	-2.735129	-0.07102854	-2.918026	-1.87832	5.762237	1.539451	-3.080917
200.0424	-14.69872	6.275238	-2.620908	-5.533138	-7.229911	-0.8670573	-8.67264	-7.440136	-13.67902	-6.529047	-6.203381	6.155159	7.179443	4.716645	-0.372713
200.3852	-10.76724	14.51525	-1.25038	-5.327252	-9.88166	-4.211961	-0.5255789	-0.5220184	-6.975024	-7.279687	4.763083	3.510556	-2.367247	0.7738333	-4.154922
200.728	-6.232888	5.045521	-0.2248043	6.812363	-2.464051	-7.308223	-3.266883	-6.758287	-0.4031606	-9.69377	10.14739	0.7173087	-8.004502	-1.579038	-10.18742
201.0708	-9.90214	-0.04461558	16.48084	0.06177242	-1.977729	7.215317	-0.08486623	-3.636106	-0.7091867	0.2281693	9.839003	4.710272	-7.581905	2.325551	-10.16099
201.4135	-12.3397	-2.686511	7.315202	-7.426362	-12.93928	12.55582	-0.4896187	-1.718968	5.013011	-2.845026	5.470123	7.623475	-10.73134	-8.951189	-9.187265
201.7563	-2.722726	10.31147	0.789049	2.063797	-19.81823	-1.463518	7.619294	11.07448	3.488114	-1.877525	19.75052	14.73945	-7.815555	1.177217	-5.513476
202.0991	1.980413	4.369908	-3.783548	4.07046	-22.12818	-18.48048	5.234182	7.502149	-8.735297	-3.009223	14.74103	5.70156	-12.31307	1.380847	-1.948257
202.4418	4.136533	7.309656	1.391025	3.21478	-18.40034	-18.26293	3.946934	11.43747	-10.85222	1.990365	7.92281	1.932901	-3.620351	19.40275	7.503164
202.7845	-0.688613	-2.887551	-0.3848912	-9.984153	-12.52365	-6.941813	-6.060261	2.15778	-12.86884	-1.934123	-4.573128	-10.06969	5.101984	12.55063	6.294762
203.1273	-6.329493	-3.227582	-3.725003	-8.780515	-0.1998257	1.88152	-3.037334	-3.976298	-6.267856	-3.534144	5.20469	-0.2310465	8.797346	18.63711	3.474199
203.47	-12.77024	-1.661016	-4.812361	-5.880636	0.2380012	4.294222	-6.522302	-13.3007	-8.989793	-1.07963	11.7264	-3.233751	5.883081	10.5769	-1.960065
203.8127	-5.225412	7.391011	5.179263	13.91469	-4.270112	0.2229869	7.120504	0.6688244	4.619944	-4.810549	13.8346	2.189971	-4.415209	3.616152	-2.282649
204.1554	12.05374	9.848099	8.551147	16.03858	-7.282489	0.6768824	1.013865	3.573093	7.194654	-11.70047	2.104198	1.349532	-5.212737	1.271395	-4.424184
204.4981	9.428481	5.599985	-4.301344	2.366479	4.618509	1.551023	10.68328	2.037812	7.213632	-14.60809	-0.8638827	4.632631	-10.52003	9.266983	-0.8468626
204.8408	-8.384817	-5.810718	-14.83021	-4.415108	7.377926	-14.28975	0.44208	6.076169	-2.015944	-7.320152	5.929141	3.166625	1.895154	15.08987	-3.665499
205.1835	-18.00186	-12.68815	-1.18	2.664107	3.199745	-19.51187	3.114198	14.56937	-4.542845	-2.701618	9.760674	6.524577	3.390411	15.17002	1.1991
205.5261	-13.65911	-5.205674	15.89093	10.79461	-13.35044	-11.18393	-0.2177716	5.780798	-4.045798	-1.683289	-2.296594	9.346702	0.6992193	-0.6211864	7.691568
205.8688	-11.0272	4.679444	18.94177	14.74681	-5.790524	4.690289	1.734756	-4.981065	-2.107867	2.849855	-4.425296	20.03371	-9.16711	-2.715846	17.35065
206.2115	-18.64769	2.089863	2.2917	11.62369	5.976077	4.641981	-1.887486	-4.134568	0.806636	-4.568341	7.468787	29.87014	-6.410207	5.909578	0.8989784
206.5541	-21.37742	-3.602978	-1.065352	1.369937	14.34225	3.699556	-0.2270889	9.915488	9.280699	4.600511	6.800966	22.80769	2.686734	23.41423	-8.947933
206.8967	-23.25241	-1.308963	-0.9420492	-5.348384	10.88738	-6.700041	-0.7228476	12.91107	8.475248	3.865752	0.2741981	9.490369	5.456443	10.41339	-9.739566
207.2394	-14.25142	2.903188	4.716829	-0.4839341	-6.247792	-7.198075	-4.731315	-3.101001	3.342873	9.349172	-0.3646656	3.41264	3.644916	-11.82909	-5.841452
207.582	-10.714	-1.006437	-1.727883	7.240371	-10.69048	-16.28109	-6.231991	-10.47803	-3.390582	-0.05905729	6.872966	4.006811	9.512873	-12.07005	-4.431529
207.9246	-6.489618	-6.290554	2.116529	8.347552	-9.387569	-14.74	-3.485718	-3.222858	-3.12437	11.7551	3.749797	-1.653607	11.48403	2.259673	4.971261
208.2673	-1.72648	-11.65663	14.40292	-9.050642	5.973119	-9.794009	-2.546622	-3.750672	-5.498248	3.999367	-0.5052389	-0.6054129	0.2420572	16.96983	4.872663
208.6099	1.739774	-3.083147	5.496528	-19.21145	11.93094	8.713096	0.4511313	-4.900014	-4.035896	-2.523557	6.594055	0.5372128	-6.204029	20.3933	-5.978649
208.9525	-7.283819	4.650323	-14.10107	-10.01754	12.98278	8.764371	-2.842803	3.905518	-4.001766	-8.950663	3.713331	7.231925	1.800618	26.24607	-6.290022
209.2951	-10.59101	12.65681	-17.03946	6.254292	-0.9783521	0.7539875	2.127658	10.66575	-1.609961	0.9170249	0.2435197	11.07838	8.928225	16.39231	5.026004
209.6376	-11.28855	10.73885	5.707594	-6.509029	-16.33753	-3.226023	2.678037	3.630239	-2.372184	1.145844	-9.998645	6.218513	10.32445	10.98786	6.62171
209.9802	-13.35422	2.96842	-1.381581	-6.645792	-11.56826	-6.559436	10.83125	-2.676386	-0.940004	-3.174209	4.243405	-4.009285	17.59237	-3.075458	6.427886
210.3228	-8.051699	3.11923	-15.80424	2.738128	3.529701	-3.119505	8.572132	-6.569675	-5.609421	-13.94082	6.690824	-9.056701	8.244925	-2.148382	5.59133
210.6653	4.606843	2.222536	-7.344132	9.847339	11.81425	1.280036	13.26034	-8.894173	-6.983742	-14.95962	12.22863	3.844158	0.3755231	-5.755311	11.71039
211.0079	-1.461225	-1.285959	5.777534	1.498008	-0.01111229	5.096634	-0.004616267	-2.513362	-9.876019	-14.79104	1.887455	6.653512	-2.788221	0.1089052	-2.743443
211.3504	-18.43679	-1.907713	2.309442	3.686701	-6.513417	0.08310426	7.484574	5.174025	2.290167	-10.01979	-0.6520249	17.52779	4.309772	8.708076	-8.119124
211.693	-12.20343	5.634448	-9.132639	3.853598	-0.6171758	-2.3519	9.409332	6.378984	12.41502	-9.832786	-15.02462	18.59835	-5.338274	14.39773	-6.729581
212.0355	-1.276244	2.772446	-7.535111	7.212813	9.018429	7.258656	7.20737	-2.068576	18.33187	-13.11275	-1.572188	6.257346	-3.699461	11.08837	3.746904
212.3781	-2.187594	-2.921059	-5.606354	5.41048	2.069655	4.113595	-0.4535183	-1.539233	9.177545	-13.44272	4.919052	-11.03472	2.173719	-2.272233	-3.636295
212.7206	-0.9181032	-2.003025	6.684299	0.980414	-3.897027	7.33227	-0.8167062	5.890947	10.77636	-4.83609	6.309931	1.986398	5.155437	0.2058422	-7.407131
213.0631	4.212743	6.472319	6.164876	-6.652321	-6.561596	-0.02784518	1.256503	7.369035	11.00401	-2.976353	-3.531095	10.43473	-1.666533	0.7631997	-1.637207
213.4056	14.90972	11.09356	6.933901	-6.401254	-1.400738	11.84856	-4.310917	4.68468	1.621322	-7.866778	4.575096	2.03995	-0.4479412	7.433197	4.981031
213.7481	18.73241	8.092676	-0.5517162	-9.235701	1.106097	2.918861	-10.01899	3.95445	-0.6816818	2.272949	2.614453	-5.434766	-3.541936	7.779116	13.58948
214.0906	18.531	-0.4840832	7.867722	-11.29731	5.927696	8.690972	-18.09343	1.770312	12.14721	13.622	0.9011164	1.280493	-4.371557	14.27375	10.26994
214.433	3.815271	1.280465	12.30338	1.49035	11.58369	0.8140298	-16.11907	1.22804	14.79637	9.486607	8.776178	9.648413	-3.441339	6.679507	-5.257474
214.7755	-1.875851	21.14037	16.27072	9.969159	10.54943	0.2483498	-1.143902	15.68556	6.020116	-2.474003	16.69199	23.5837	4.296223	1.615486	-14.64851
215.118	-10.72572	19.39709	6.159865	-0.2283021	9.888979	-8.04183	3.925492	12.501	-2.064023	-4.028488	10.79543	20.41598	0.5219986	5.374722	-7.972332
215.4604	-6.59706	-0.7209604	1.662549	-0.657895	4.661922	-0.8871347	-3.825889	6.844982	5.858768	-1.430879	10.38676	11.5519	3.751732	22.58207	-0.773059
215.8029	-3.891078	-20.60945	-6.653085	0.140915	2.636409	-1.526497	-21.53084	-11.51408	1.762989	-2.599445	13.99437	-3.440795	2.064144	12.89928	-5.728031
216.1453	3.033409	-6.840969	-5.862169	6.560165	-5.680564	2.041809	-16.9345	-2.953151	-2.723622	-3.908113	11.73806	-1.271316	6.015191	-3.127032	-1.033345
216.4878	-4.610534	4.817303	-12.00896	3.02597	0.2838141	-1.223701	-1.300444	-2.473526	-3.788738	-12.29763	-4.059611	-7.870445	0.1934016	-13.32703	-3.677127
216.8302	-6.639243	8.156478	0.5055019	8.480661	7.345471	3.21038	12.95056	12.68205	2.487256	-11.35692	-0.3153079	-2.865937	1.537042	-0.8554312	-7.56635
217.1726	-16.22584	3.471004	-5.315599	-0.108524	0.3373893	-4.628708	8.220613	12.0337	2.298763	-16.56711	7.474439	1.458556	-5.07418	5.32765	-13.22992
217.515	-11.17817	5.913428	5.206436	8.389658	-8.368956	-2.106209	-6.931119	5.781686	6.637391	-3.78844	12.5319	3.881334	-2.972732	1.382396	-2.832788
217.8574	-7.657191	6.063341	-2.304993	12.42951	-8.971756	-6.869532	-14.9423	-5.59748	10.14722	-2.491765	1.006911	-1.94587	-10.36651	-9.71907	-10.84341
218.1998	-1.232954	-0.1331578	-3.10497	7.213024	-1.748831	-2.954337	-9.532155	6.005477	7.184602	-5.000143	-4.379826	-1.09391	-7.539661	-6.362607	-14.13021
218.5422	1.470543	-5.225835	-6.054917	-3.002064	-1.316508	4.495052	-4.723371	6.71972	-1.316521	-12.84302	-12.6481	2.487603	2.295896	-0.8502125	-1.795123
218.8846	12.60243	-3.919276	-0.7331616	10.65696	2.917418	6.299555	1.947165	7.48541	0.01186055	-3.429528	-15.61482	4.105541	5.488705	2.990764	10.18533
219.227	8.941512	-6.700079	-2.35397	10.11126	-8.003326	5.032204	4.86143	-2.04282	-2.551807	-3.260643	-15.93998	0.1691939	-11.22282	3.379426	-2.978526
219.5694	8.106364	-9.2667	-0.04031591	10.22	-15.02778	0.4407074	8.115394	10.80654	1.829191	-6.23813	-1.092787	0.5433856	-15.13007	8.62913	-9.05569
219.9117	-0.1493425	-4.710548	2.52853	4.535171	-11.85349	7.402501	-1.884957	2.78526	3.870793	-14.04557	2.647672	4.180419	-15.16137	6.708008	-2.511472
220.2541	-5.553384	5.239239	6.633627	7.293593	5.657043	5.702581	3.309774	4.02972	5.585081	-9.538275	-2.27479	9.233116	-19.72172	5.293453	8.21196
220.5964	-15.33918	2.721564	-0.2136529	-6.808639	-2.597331	1.314479	1.92252	0.7463706	0.8652926	-7.363449	-11.43869	7.5585	-19.82092	1.386142	2.525985
220.9387	-9.371269	2.869372	3.546137	-5.929378	1.13157	-2.460495	0.7508569	7.976609	7.888417	2.015521	-8.556482	-1.335129	3.678419	2.800468	3.936431
221.2811	-7.165119	-1.549992	-0.325994	-6.550355	6.495554	-4.436437	-0.02458283	5.799481	7.78611	2.447577	-7.965228	-4.146656	17.48258	0.7832502	0.3320706
221.6234	-9.367645	3.908599	6.054797	-1.136458	13.90382	-3.480159	8.272703	9.002855	10.87565	3.820419	-1.106607	-3.427646	18.23899	1.457156	3.26013
221.9657	-8.245093	-2.570462	-1.890645	0.4896378	1.115244	-10.15237	9.345825	-0.5987979	2.274705	-1.629297	2.371723	-8.11722	2.336086	-4.651377	0.4395287
222.308	4.818192	0.6488968	-0.5819796	11.79161	-2.396163	-2.836751	1.578778	2.814061	10.72906	-12.5481	3.078269	-2.419124	-3.089264	-6.985326	1.862906
222.6503	10.76439	5.327596	8.102689	6.412591	-6.251395	14.53657	3.077857	6.997929	3.489428	-11.01757	0.0681837	1.533655	-1.149995	-10.29058	-8.169239
222.9926	5.649571	13.4254	15.91437	6.814544	-11.84437	7.880332	5.01034	23.20141	2.442205	3.203008	-1.992075	3.64806	10.04088	-3.138161	-11.41212
223.3349	-5.138143	7.618188	4.821423	12.20122	-5.782023	-10.76865	11.88209	21.68107	2.146074	7.638548	4.921851	2.599447	4.249162	8.809923	-19.60928
223.6772	-12.02651	0.8408027	-4.820929	10.31163	9.997438	-17.92832	10.85693	23.70584	11.28853	1.054461	10.75947	17.11652	-1.789212	12.79872	-4.534979
224.0194	-9.646056	-4.243848	-7.948265	2.951015	10.74016	0.8577973	3.487584	12.98652	-5.99016	-2.940479	9.944367	17.26965	-14.21017	3.339519	-5.38534
224.3617	-9.381239	3.87583	-1.621493	-6.183332	5.64431	1.46266	1.700729	4.678296	-22.85638	4.632355	5.218225	14.06466	-10.43946	1.517825	-3.18364
224.7039	-8.803116	14.70536	-1.932882	2.036554	0.7109494	1.700957	-2.210703	-3.796234	-12.10903	3.955352	0.406997	-1.665449	3.313188	-3.19631	-11.0389
225.0462	-6.660517	16.25569	-0.5937182	-2.35168	5.521284	-0.9812836	7.678049	0.0541366	12.34056	5.924153	6.057434	0.1694655	15.97873	0.2057505	4.814294
225.3884	2.336269	8.734772	-2.883575	1.354699	-9.615191	7.236434	0.8288662	3.333388	11.09077	-9.115902	11.40059	-0.266648	3.138069	-1.498135	9.873433
225.7307	-1.293888	3.934707	5.928746	-3.514536	-9.528276	10.12874	5.211454	1.177489	-7.55493	-9.147557	14.48074	8.638885	-11.18202	8.316012	11.30907
226.0729	-14.00659	-2.271387	5.358322	0.4380313	-11.84975	-0.7357173	-2.517516	-4.201333	-18.38184	-18.50174	2.888369	4.968964	-14.73811	-0.5175119	8.706989
226.4151	-20.6337	-1.298115	3.004025	-0.3400798	-6.255026	-12.18094	3.484637	-5.555894	-8.775156	-0.8686442	3.418136	7.600173	-11.28248	-4.187992	11.61714
226.7573	-14.88647	1.139511	-8.243367	2.38881	-13.54434	-10.2022	2.492693	0.8345013	-5.879621	4.74169	3.545781	-1.135139	-5.796	-14.83726	-0.6991721
227.0995	-6.277101	5.733335	-6.631637	-4.493672	-14.88398	-8.434579	5.776311	8.244436	2.102791	20.02439	7.689776	-7.749693	4.89386	-7.617199	-2.638083
227.4417	-7.532165	3.431953	-6.848571	-0.4217787	-12.8922	-18.41184	0.1391048	18.72686	-3.897099	10.0456	11.8635	-3.405492	3.483372	-8.039241	-1.173248
227.7839	-12.01151	14.85833	-2.627567	3.746052	2.509406	-14.91583	8.33702	25.52677	-1.656097	11.72768	16.73036	12.74254	-1.515662	-3.435616	5.616635
228.1261	-4.386852	14.95996	-7.693218	4.95687	5.295736	-11.15521	8.160679	15.1742	-6.253143	7.093736	16.85646	17.68445	2.969215	2.175469	1.947613
228.4682	-4.016825	16.86757	-11.36007	3.746455	4.361341	-8.886859	19.31057	8.175211	6.196173	4.472484	17.71828	14.56958	3.247523	12.59595	0.3201689
228.8104	-2.278987	4.65727	-13.01963	1.440451	1.424526	-13.55817	5.795518	0.1583639	8.708959	-5.087143	18.42085	12.43534	-1.518522	20.28181	-4.667035
229.1525	-6.969679	5.628936	-9.656372	-1.268116	2.870426	4.531945	-4.780729	3.547002	4.424477	-4.403944	12.65606	17.93262	9.102262	20.85775	-2.178362
229.4947	-3.678195	-0.06809976	-17.64027	-6.353489	-6.717004	6.144578	-5.990177	6.730898	-7.857777	-1.275954	3.787354	15.3288	4.867001	8.107494	1.335415
229.8368	-0.889665	7.33994	-15.36087	5.048928	-5.912521	3.78733	8.601076	15.01456	-14.1326	8.322308	-6.489736	9.522309	-7.267279	-8.579485	6.823698
230.179	-1.536848	7.893308	-2.67107	7.921492	-8.469821	-7.09325	9.974998	13.50758	-5.806113	4.103047	-4.886984	7.311594	-20.81659	3.450521	3.121134
