"GDD, fs^2","TOD, fs^3","Simulated Angular Frequency Width, /s"
-405.26315789473693,36315.789473684206,321034910343385.94
-405.26315789473693,41157.89473684211,320272603473087.06
-405.26315789473693,46000.0,318115895751255.56
-331.57894736842104,-46000.0,320114412472059.5
-331.57894736842104,-41157.89473684211,321480170311453.25
-331.57894736842104,-36315.789473684206,323016259053428.8
-331.57894736842104,-31473.684210526317,324053248307202.9
-331.57894736842104,-26631.578947368416,325305738628927.4
-331.57894736842104,-21789.473684210527,325868353612553.6
-331.57894736842104,-16947.36842105263,326563360680753.44
-331.57894736842104,-12105.263157894737,327483743103461.5
-331.57894736842104,-7263.157894736841,328000373521752.75
-331.57894736842104,-2421.0526315789452,328248817376390.56
-331.57894736842104,2421.0526315789452,328333905150571.2
-331.57894736842104,7263.157894736845,328271531336252.1
-331.57894736842104,12105.263157894737,328000419820698.7
-331.57894736842104,16947.368421052637,327360463096824.9
-331.57894736842104,21789.473684210527,326448362990212.4
-331.57894736842104,26631.578947368427,327335138935283.06
-331.57894736842104,31473.684210526317,325363911480963.3
-331.57894736842104,36315.789473684206,323623197535379.1
-331.57894736842104,41157.89473684211,322878886408845.56
-331.57894736842104,46000.0,320738747262453.6
-257.8947368421053,-46000.0,321817685617339.2
-257.8947368421053,-41157.89473684211,323188534223108.5
-257.8947368421053,-36315.789473684206,324883212397326.8
-257.8947368421053,-31473.684210526317,325688980270510.8
-257.8947368421053,-26631.578947368416,327298920249589.8
-257.8947368421053,-21789.473684210527,329207156255520.75
-257.8947368421053,-16947.36842105263,328341585300849.2
-257.8947368421053,-12105.263157894737,329079267147985.1
-257.8947368421053,-7263.157894736841,329727884995285.4
-257.8947368421053,-2421.0526315789452,330075335359391.1
-257.8947368421053,2421.0526315789452,330179086522252.44
-257.8947368421053,7263.157894736845,330051393254553.6
-257.8947368421053,12105.263157894737,329632782066185.44
-257.8947368421053,16947.368421052637,328967727507736.6
-257.8947368421053,21789.473684210527,329039284248730.56
-257.8947368421053,26631.578947368427,328236773205784.25
-257.8947368421053,31473.684210526317,327042362054582.94
-257.8947368421053,36315.789473684206,326374728612750.3
-257.8947368421053,41157.89473684211,324839219460161.2
-257.8947368421053,46000.0,323403215193438.7
-184.21052631578942,-46000.0,323133955533168.4
-184.21052631578942,-41157.89473684211,324995246844637.7
-184.21052631578942,-36315.789473684206,326227661845111.6
-184.21052631578942,-31473.684210526317,328936557396739.75
-184.21052631578942,-26631.578947368416,328105361464360.94
-184.21052631578942,-21789.473684210527,329516109587388.44
-184.21052631578942,-16947.36842105263,330221497067458.2
-184.21052631578942,-12105.263157894737,331390807977014.8
-184.21052631578942,-7263.157894736841,330890140812912.44
-184.21052631578942,-2421.0526315789452,330959278785948.94
-184.21052631578942,2421.0526315789452,331042868150041.0
-184.21052631578942,7263.157894736845,331098282185535.44
-184.21052631578942,12105.263157894737,331524111197889.75
-184.21052631578942,16947.368421052637,330852185408939.06
-184.21052631578942,21789.473684210527,330378409208579.0
-184.21052631578942,26631.578947368427,329212002202581.7
-184.21052631578942,31473.684210526317,328976479055687.1
-184.21052631578942,36315.789473684206,327602622667068.4
-184.21052631578942,41157.89473684211,325772526664975.06
-184.21052631578942,46000.0,324742962409157.8
-110.52631578947366,-46000.0,324034702527567.25
-110.52631578947366,-41157.89473684211,325504979862408.0
-110.52631578947366,-36315.789473684206,328486312434104.9
-110.52631578947366,-31473.684210526317,327955762674523.06
-110.52631578947366,-26631.578947368416,329468167588246.2
-110.52631578947366,-21789.473684210527,330826987335437.6
-110.52631578947366,-16947.36842105263,330493872652838.94
-110.52631578947366,-12105.263157894737,331318681715510.6
-110.52631578947366,-7263.157894736841,331949011086313.0
-110.52631578947366,-2421.0526315789452,332280188918866.6
-110.52631578947366,2421.0526315789452,332382864120320.44
-110.52631578947366,7263.157894736845,332259631878711.25
-110.52631578947366,12105.263157894737,331840371436334.0
-110.52631578947366,16947.368421052637,331171822326934.06
-110.52631578947366,21789.473684210527,331368631425658.44
-110.52631578947366,26631.578947368427,330467364572212.0
-110.52631578947366,31473.684210526317,329197320683948.5
-110.52631578947366,36315.789473684206,329043080481852.0
-110.52631578947366,41157.89473684211,326982466027690.2
-110.52631578947366,46000.0,326283217844218.94
-36.84210526315788,-46000.0,323920461307855.2
-36.84210526315788,-41157.89473684211,325989411044925.9
-36.84210526315788,-36315.789473684206,326915899534200.75
-36.84210526315788,-31473.684210526317,328595700674810.7
-36.84210526315788,-26631.578947368416,329643532409323.6
-36.84210526315788,-21789.473684210527,330043914692194.94
-36.84210526315788,-16947.36842105263,331077992854922.5
-36.84210526315788,-12105.263157894737,331919560211539.6
-36.84210526315788,-7263.157894736841,332365359551393.7
-36.84210526315788,-2421.0526315789452,332602670723064.44
-36.84210526315788,2421.0526315789452,332704485645723.7
-36.84210526315788,7263.157894736845,332668555341335.4
-36.84210526315788,12105.263157894737,332419463013304.7
-36.84210526315788,16947.368421052637,331765593898846.6
-36.84210526315788,21789.473684210527,330895570754513.4
-36.84210526315788,26631.578947368427,330666263129161.75
-36.84210526315788,31473.684210526317,329756760574423.8
-36.84210526315788,36315.789473684206,328156965207489.56
-36.84210526315788,41157.89473684211,327339052869442.2
-36.84210526315788,46000.0,325269197872877.44
36.842105263157976,-46000.0,323590580495965.06
36.842105263157976,-41157.89473684211,325664986306709.44
36.842105263157976,-36315.789473684206,326629674112552.06
36.842105263157976,-31473.684210526317,328282068281448.25
36.842105263157976,-26631.578947368416,329359779176087.75
36.842105263157976,-21789.473684210527,329786462552832.44
36.842105263157976,-16947.36842105263,330765694345323.2
36.842105263157976,-12105.263157894737,331638974702423.5
36.842105263157976,-7263.157894736841,332117105035917.06
36.842105263157976,-2421.0526315789452,332369406343874.4
36.842105263157976,2421.0526315789452,332472014631698.3
36.842105263157976,7263.157894736845,332420225444221.75
36.842105263157976,12105.263157894737,332120647225165.6
36.842105263157976,16947.368421052637,331403163385411.9
36.842105263157976,21789.473684210527,330675447640359.06
36.842105263157976,26631.578947368427,330371128633877.8
36.842105263157976,31473.684210526317,329351896586058.44
36.842105263157976,36315.789473684206,328004333990074.4
36.842105263157976,41157.89473684211,326920138436118.06
36.842105263157976,46000.0,325118323352259.4
110.52631578947374,-46000.0,323003029700506.8
110.52631578947374,-41157.89473684211,324474190685933.2
110.52631578947374,-36315.789473684206,326121688291542.25
110.52631578947374,-31473.684210526317,326967431350429.5
110.52631578947374,-26631.578947368416,328591417112304.6
110.52631578947374,-21789.473684210527,330737357073602.2
110.52631578947374,-16947.36842105263,329713879928061.56
110.52631578947374,-12105.263157894737,330363763365775.25
110.52631578947374,-7263.157894736841,331005349920575.44
110.52631578947374,-2421.0526315789452,331363674304333.3
110.52631578947374,2421.0526315789452,331450922628296.75
110.52631578947374,7263.157894736845,331258461647359.06
110.52631578947374,12105.263157894737,330789829427078.25
110.52631578947374,16947.368421052637,330467969360708.2
110.52631578947374,21789.473684210527,330236161030129.1
110.52631578947374,26631.578947368427,329502034948543.6
110.52631578947374,31473.684210526317,327907474009296.3
110.52631578947374,36315.789473684206,327258504470924.1
110.52631578947374,41157.89473684211,325386447477309.75
110.52631578947374,46000.0,324151271686237.44
184.2105263157895,-46000.0,321322868395972.5
184.2105263157895,-41157.89473684211,323542430611133.0
184.2105263157895,-36315.789473684206,324487432764850.2
184.2105263157895,-31473.684210526317,325908112213266.44
184.2105263157895,-26631.578947368416,326494642781084.9
184.2105263157895,-21789.473684210527,327891504472276.7
184.2105263157895,-16947.36842105263,328823559788004.44
184.2105263157895,-12105.263157894737,329340454857399.1
184.2105263157895,-7263.157894736841,330683886416045.2
184.2105263157895,-2421.0526315789452,330409205174414.44
184.2105263157895,2421.0526315789452,330593942634687.8
184.2105263157895,7263.157894736845,331357996017404.6
184.2105263157895,12105.263157894737,329796419129038.56
184.2105263157895,16947.368421052637,329410800379960.1
184.2105263157895,21789.473684210527,328442193033518.5
184.2105263157895,26631.578947368427,327480221000821.94
184.2105263157895,31473.684210526317,326857742580073.2
184.2105263157895,36315.789473684206,325112493687579.8
184.2105263157895,41157.89473684211,324017381458968.25
184.2105263157895,46000.0,321776914130144.94
257.8947368421053,-46000.0,319193971617449.94
257.8947368421053,-41157.89473684211,320540999643716.94
257.8947368421053,-36315.789473684206,322436301983693.56
257.8947368421053,-31473.684210526317,323196079708716.94
257.8947368421053,-26631.578947368416,324894287955520.56
257.8947368421053,-21789.473684210527,325859689202481.0
257.8947368421053,-16947.36842105263,326713619908118.8
257.8947368421053,-12105.263157894737,326692044949015.06
257.8947368421053,-7263.157894736841,327166944718595.44
257.8947368421053,-2421.0526315789452,327487760686223.1
257.8947368421053,2421.0526315789452,327537841054989.6
257.8947368421053,7263.157894736845,327340095462050.7
257.8947368421053,12105.263157894737,327145361271532.6
257.8947368421053,16947.368421052637,328133556314977.8
257.8947368421053,21789.473684210527,326478479711376.8
257.8947368421053,26631.578947368427,325274931082263.4
257.8947368421053,31473.684210526317,324257594566759.1
257.8947368421053,36315.789473684206,323105844084450.0
257.8947368421053,41157.89473684211,320898764005781.4
257.8947368421053,46000.0,319631285786172.5
331.5789473684212,-46000.0,316696980712960.8
331.5789473684212,-41157.89473684211,317876262170734.56
331.5789473684212,-36315.789473684206,320409744358910.1
331.5789473684212,-31473.684210526317,320452661283853.1
331.5789473684212,-26631.578947368416,322074916261759.2
331.5789473684212,-21789.473684210527,324102814348716.1
331.5789473684212,-16947.36842105263,323255614561478.3
331.5789473684212,-12105.263157894737,323889549461745.25
331.5789473684212,-7263.157894736841,324498509919562.3
331.5789473684212,-2421.0526315789452,324815553842676.3
331.5789473684212,2421.0526315789452,324831747117001.4
331.5789473684212,7263.157894736845,324541768920271.4
331.5789473684212,12105.263157894737,324025036205410.4
331.5789473684212,16947.368421052637,324001974166119.25
331.5789473684212,21789.473684210527,323313706425957.44
331.5789473684212,26631.578947368427,322269685999237.06
331.5789473684212,31473.684210526317,320581898214838.94
331.5789473684212,36315.789473684206,319724541260712.3
331.5789473684212,41157.89473684211,317397401152707.25
331.5789473684212,46000.0,316054257622084.56
405.263157894737,-46000.0,313580931121038.44
405.263157894737,-41157.89473684211,313978341360788.7
405.263157894737,-36315.789473684206,315722258369247.06
405.263157894737,-31473.684210526317,316577076561863.1
405.263157894737,-26631.578947368416,318326245080598.94
405.263157894737,-21789.473684210527,319256839752305.06
405.263157894737,-16947.36842105263,319919754508907.5
405.263157894737,-12105.263157894737,320076201045452.6
405.263157894737,-7263.157894736841,320551280992342.1
405.263157894737,-2421.0526315789452,320821513826904.9
405.263157894737,2421.0526315789452,320800204638391.94
405.263157894737,7263.157894736845,320521490460952.44
405.263157894737,12105.263157894737,320277267746738.56
405.263157894737,16947.368421052637,321370796962610.4
405.263157894737,21789.473684210527,319325659013026.44
405.263157894737,26631.578947368427,317904033168700.94
405.263157894737,31473.684210526317,316853515057730.94
405.263157894737,36315.789473684206,315385855026373.1
405.263157894737,41157.89473684211,312970485232171.1
405.263157894737,46000.0,311445585307542.25
478.9473684210528,-46000.0,307748625639026.56
478.9473684210528,-41157.89473684211,308906194228671.1
478.9473684210528,-36315.789473684206,311128704671278.06
478.9473684210528,-31473.684210526317,312899521933372.2
478.9473684210528,-26631.578947368416,313159972905347.94
478.9473684210528,-21789.473684210527,314633838432504.44
478.9473684210528,-16947.36842105263,315449841097760.56
478.9473684210528,-12105.263157894737,315976173217017.0
478.9473684210528,-7263.157894736841,316972098444377.06
478.9473684210528,-2421.0526315789452,316812623459478.3
478.9473684210528,2421.0526315789452,317005912328274.6
478.9473684210528,7263.157894736845,317841507391124.75
478.9473684210528,12105.263157894737,315822585695791.6
478.9473684210528,16947.368421052637,315157092834033.6
478.9473684210528,21789.473684210527,313832306191763.56
478.9473684210528,26631.578947368427,312736584859259.4
478.9473684210528,31473.684210526317,311660164437817.3
478.9473684210528,36315.789473684206,309420165451114.0
478.9473684210528,41157.89473684211,307978079741633.1
478.9473684210528,46000.0,305201037865783.75
552.6315789473686,-46000.0,301425446966310.06
552.6315789473686,-41157.89473684211,303888661500448.56
552.6315789473686,-36315.789473684206,304900242469662.9
552.6315789473686,-31473.684210526317,306745398406171.7
552.6315789473686,-26631.578947368416,308006660937609.6
552.6315789473686,-21789.473684210527,308777810834304.25
552.6315789473686,-16947.36842105263,309149712625741.8
552.6315789473686,-12105.263157894737,309946759928595.8
552.6315789473686,-7263.157894736841,310456879076797.75
552.6315789473686,-2421.0526315789452,310631937586122.75
552.6315789473686,2421.0526315789452,310491913107074.0
552.6315789473686,7263.157894736845,310013189171328.5
552.6315789473686,12105.263157894737,309220714883829.44
552.6315789473686,16947.368421052637,308683159352495.4
552.6315789473686,21789.473684210527,307982529305451.5
552.6315789473686,26631.578947368427,306692160346317.25
552.6315789473686,31473.684210526317,304555093699345.7
552.6315789473686,36315.789473684206,303391566479310.75
552.6315789473686,41157.89473684211,300782777774352.7
552.6315789473686,46000.0,298944937493138.0
626.3157894736843,-46000.0,295348687559819.06
626.3157894736843,-41157.89473684211,296995703675431.8
626.3157894736843,-36315.789473684206,298576457352158.7
626.3157894736843,-31473.684210526317,300107627638862.75
626.3157894736843,-26631.578947368416,300771050764020.0
626.3157894736843,-21789.473684210527,301811262753328.44
626.3157894736843,-16947.36842105263,302899423070825.0
626.3157894736843,-12105.263157894737,303494092217684.3
626.3157894736843,-7263.157894736841,303766784555615.2
626.3157894736843,-2421.0526315789452,303821308302029.0
626.3157894736843,2421.0526315789452,303668654085234.7
626.3157894736843,7263.157894736845,303282127507154.2
626.3157894736843,12105.263157894737,302546573040341.8
626.3157894736843,16947.368421052637,301297062950350.75
626.3157894736843,21789.473684210527,300087338098640.25
626.3157894736843,26631.578947368427,299193840749601.4
626.3157894736843,31473.684210526317,297384927043790.0
626.3157894736843,36315.789473684206,295341164038658.7
626.3157894736843,41157.89473684211,293420532083241.06
626.3157894736843,46000.0,290626990256736.06
700.0000000000001,-46000.0,287653245107936.56
700.0000000000001,-41157.89473684211,288762170308472.44
700.0000000000001,-36315.789473684206,290957471000917.06
700.0000000000001,-31473.684210526317,293265246934950.25
