SPECTRUM DATA FILE
SpectrumCount:	7
PixelCount:	2500
UserName:	Atto
SampleName:	
LightSource:	
Comments:	
DeviceName:	Qmini
DeviceManufacturer:	RGB Photonics
DeviceSerialNo:	20020

Name:	press0_2	press0_4	press0_6	press0_8	press1_0	press1_2	press1_4
Date:	2022-02-16T16:39:57.0793301+00:00	2022-02-16T16:41:53.4875983+00:00	2022-02-16T16:42:37.8891153+00:00	2022-02-16T16:43:58.5908464+00:00	2022-02-16T16:44:44.0927301+00:00	2022-02-16T16:47:09.5960090+00:00	2022-02-16T16:48:10.2987359+00:00
ExposureTime:	0.1	0.1	0.1	0.1	0.1	0.1	0.1
TemporalAvg:	10	10	10	10	10	10	10
IntensityUnit:	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue
CCDLoadLevel:	0.2710881	0.222379	0.1448925	0.08582424	0.06430244	0.06372198	0.05398405
Temperature:	24.6405	24.53796	24.53796	24.6405	24.53796	24.6405	24.53796
DiagramColor:	200	16711680	49152	16711935	42495	12632064	3368611
ProcessingSteps:	783	783	783	783	783	783	783

Wavelength [nm]	Intensity1	Intensity2	Intensity3	Intensity4	Intensity5	Intensity6	Intensity7
381.2706	0.8690917	-4.865134	-5.733621	43.28352	76.37064	69.07018	83.78194
381.6089	3.491683	-9.031399	5.823124	51.10393	68.71607	85.86967	86.34077
381.9472	3.528037	-3.147761	3.43583	47.27981	59.11589	75.97514	99.05179
382.2856	14.66186	0.9994954	8.589746	58.42042	57.63663	94.44145	106.5762
382.6238	3.585663	0.02605541	4.452279	56.95731	67.71135	86.91708	106.8888
382.9622	-14.38152	10.05358	4.285684	50.14185	70.77114	78.44533	109.5721
383.3004	-19.26176	16.89427	-9.809848	35.81652	66.94398	53.88459	112.1044
383.6387	-4.115198	11.42169	-12.18069	46.69754	67.50176	74.71098	116.5213
383.977	0.1073962	-1.00074	-5.486413	52.56536	75.24171	102.6945	115.8538
384.3152	3.299263	-7.039227	5.136893	59.06192	73.23607	106.6968	125.3291
384.6535	4.522386	1.47146	-2.157968	57.40619	68.93296	94.81214	126.6169
384.9917	-0.2035078	-4.20555	-1.709696	69.11233	74.36178	94.66797	134.0602
385.33	-14.17265	-1.558266	3.357916	65.11926	74.51009	104.0987	128.3445
385.6682	-6.695084	2.448153	8.386111	59.11432	76.73879	109.0561	121.4638
386.0064	-1.86775	16.07467	-2.09304	60.67324	78.67429	110.2703	120.87
386.3446	-5.944559	18.78557	-2.080604	62.63815	81.4896	120.2435	130.6473
386.6828	-14.32137	15.52555	-7.624011	59.21811	91.30174	115.5522	136.5616
387.021	-9.560954	13.40487	-1.912121	48.72676	106.4043	114.6727	129.3628
387.3592	-10.17021	7.848268	-1.226492	60.17846	109.6824	115.8664	125.5395
387.6973	-14.05162	17.30427	-4.30222	61.40928	105.3298	129.5302	137.3907
388.0355	-15.35424	14.99364	-12.56712	72.80381	107.6696	130.5712	141.0462
388.3736	-5.407797	12.08418	-4.636545	81.36509	110.9785	140.8517	140.9741
388.7118	1.729938	7.757802	1.061211	104.6381	108.4969	155.0796	144.3625
389.0499	7.527904	10.08497	5.598836	112.1331	110.0192	157.4561	162.0265
389.388	14.34019	-0.5918848	5.27212	118.7511	114.0108	153.2216	162.8457
389.7261	19.56036	-2.192845	1.511469	112.8094	126.7817	155.7717	154.0665
390.0642	10.60231	-5.095555	-12.4877	101.5784	121.8952	167.2461	151.1657
390.4023	5.383873	0.3518074	-0.328475	109.7882	126.5	172.1032	161.0267
390.7404	-0.4938905	7.197633	1.137226	106.7733	131.3537	163.5052	185.3384
391.0785	-3.779294	28.90859	-3.172701	97.99545	149.303	158.0956	195.6624
391.4165	0.7849538	19.70342	-16.10118	94.66724	149.2934	161.5704	193.9704
391.7546	9.083811	5.904794	-2.798658	114.3468	146.6285	177.9791	183.2111
392.0926	5.194489	-5.717305	4.74238	132.0934	147.7714	181.2995	184.2705
392.4306	-4.729513	-5.908514	5.335937	145.3002	159.0066	180.3039	177.2559
392.7687	-16.65774	-0.08169287	-4.221663	129.8551	169.5254	164.6162	177.2031
393.1067	-11.39936	14.75971	-1.297783	120.9434	174.603	171.6146	178.6721
393.4447	-12.42704	24.72738	2.728925	128.4623	169.6146	183.1421	180.0309
393.7827	-8.85122	14.26347	12.12441	145.1439	168.0451	189.3319	183.9964
394.1207	-21.49429	5.65534	11.73635	142.7924	169.891	179.806	192.6673
394.4586	-4.078257	3.583649	-0.1967012	139.0466	172.4976	176.793	188.1323
394.7966	2.616822	-0.7038552	-13.9483	132.749	165.9055	181.3296	187.637
395.1346	13.24414	-2.149094	-8.928329	140.5338	160.3958	183.4575	203.053
395.4725	0.8882513	-3.332313	1.351946	149.8025	157.8663	185.2653	209.313
395.8105	-7.178283	-1.381165	2.34558	151.0619	157.6765	187.9905	193.3301
396.1484	-16.49717	-4.357647	2.419605	145.7774	165.5968	187.8382	184.7468
396.4863	-10.41353	-1.382512	8.990723	147.4523	160.2849	182.9553	191.8913
396.8242	0.4895829	-0.5536256	2.594146	146.0617	158.4294	198.0728	188.6352
397.1621	8.400484	11.12116	-6.015149	149.8538	168.9282	201.8372	194.219
397.5	5.114697	23.55698	-2.525191	155.5918	178.3311	203.8685	201.7667
397.8379	10.58116	20.40109	13.51868	154.4258	176.4074	202.3045	203.8498
398.1757	6.240613	3.347294	20.43077	155.0497	179.0418	213.9392	188.0499
398.5136	5.247096	-5.367832	13.86548	160.8654	191.7555	209.8277	191.2656
398.8514	-2.163238	-2.195765	7.327704	169.3669	191.9616	220.6111	205.5517
399.1893	-3.008183	4.210785	6.951219	164.0319	206.1563	220.5859	221.8359
399.5271	-1.894292	6.34879	2.367373	170.999	226.38	229.0428	228.8965
399.8649	-3.9615	-2.363756	0.2940344	175.069	231.183	231.4224	228.9397
400.2028	-7.311107	0.2922795	-3.003	171.6756	218.3963	246.5855	225.1836
400.5406	-18.32901	-2.013691	1.603339	170.0593	229.1079	246.2052	235.1493
400.8784	-1.067742	16.10816	-2.26688	186.9675	250.5243	251.6029	258.0198
401.2161	11.70599	12.15488	-8.551887	208.7149	254.756	255.8792	276.6483
401.5539	6.438558	6.886776	-6.999417	207.3541	255.7258	279.1789	293.2688
401.8917	-0.09582359	-5.33351	9.032334	213.7096	265.2872	304.9019	293.5446
402.2294	6.488037	9.495366	16.7213	221.6072	266.5326	316.5053	298.4131
402.5672	15.15429	27.65379	6.522692	214.5327	280.9024	304.1304	307.6933
402.9049	4.029371	23.02677	-1.509118	198.9008	298.6942	300.1495	332.6299
403.2426	-3.307631	13.53125	5.179695	211.5018	307.3618	322.9566	347.9944
403.5804	2.649507	12.16425	9.556348	225.3078	293.2451	340.797	352.6334
403.9181	9.081535	11.58516	9.195891	230.8246	296.5259	334.5358	360.3021
404.2558	1.889346	2.878574	2.732607	214.5095	293.3534	331.6768	369.9089
404.5934	-7.988905	-3.537299	11.49192	226.219	301.5732	331.2722	368.7007
404.9311	5.84055	-3.913669	15.59877	235.5326	318.7513	343.5319	354.6202
405.2688	6.04158	5.622818	2.028799	242.7608	343.838	338.8724	364.5529
405.6064	-1.151161	12.70655	-6.098496	241.1162	334.6331	350.6308	375.4466
405.9441	-2.336661	11.46605	-0.1469111	249.4403	331.1577	350.063	381.1003
406.2817	11.66914	-9.637692	3.983104	247.7757	330.9513	350.8841	383.1173
406.6194	6.000932	-12.15824	3.420264	244.2368	342.7321	349.585	392.5347
406.957	-7.490319	-18.36036	11.68202	243.3775	334.9272	353.0939	389.4684
407.2946	-10.29363	-5.032594	18.61917	250.0139	347.2767	357.2849	394.2087
407.6322	-14.95629	23.53915	-7.622591	223.522	351.4209	341.9891	404.2126
407.9698	-14.65043	38.68902	-17.22128	211.1429	361.419	353.5749	416.3793
408.3074	-2.974758	22.32749	-10.19451	208.6995	363.3372	373.5501	416.8477
408.645	5.263366	4.070431	8.884725	242.3658	386.4344	399.91	427.1808
408.9825	-2.98797	-0.2543789	1.466455	256.3776	392.9344	401.3115	434.2532
409.3201	-15.12968	13.4062	8.818815	255.0952	399.5095	399.8605	455.2287
409.6576	-10.90261	18.39994	9.777977	260.9112	401.9024	410.5956	474.3347
409.9951	-11.7534	13.28381	9.185925	276.3494	413.2678	423.8601	482.1224
410.3326	-11.89816	-6.702831	-2.098421	297.4845	412.7622	422.027	476.6101
410.6702	-12.74324	2.433639	9.416613	300.3595	415.718	435.8719	479.568
411.0077	-11.25841	3.68597	20.79751	303.0558	424.5637	473.4247	503.1566
411.3452	4.880177	1.099061	32.3404	307.5105	441.9391	506.9601	526.9171
411.6826	10.82157	-10.13815	14.89999	321.8494	460.1979	525.7437	532.1084
412.0201	15.17419	-2.059611	-0.5883468	328.5944	470.3912	532.4599	537.2984
412.3576	5.193555	1.001118	-5.02919	316.6122	475.5509	543.7303	552.1242
412.695	1.663176	4.310408	6.862129	321.5897	489.8522	557.4734	589.3625
413.0325	-3.71353	10.24969	8.600801	325.676	506.0785	607.8472	604.0508
413.3699	-1.89381	8.468281	16.95414	333.3591	505.5645	630.8599	619.1181
413.7074	0.07852769	6.224557	9.181832	340.8513	511.7588	622.9871	626.9609
414.0448	-1.832601	1.707451	7.29846	372.0768	520.3903	627.958	635.9486
414.3822	-4.927042	7.579526	1.822274	397.9442	530.7211	667.6026	661.556
414.7196	-0.5362679	2.102531	13.55487	407.0295	545.5823	696.4584	683.9214
415.0569	13.2245	8.298437	14.29738	410.2127	569.4279	718.6816	703.4307
415.3943	16.23064	2.615307	16.73859	419.1539	584.5365	757.41	714.3686
415.7317	4.197168	5.575283	14.20049	437.8037	585.5366	797.8433	755.6955
416.0691	7.32824	9.874413	16.10629	455.9644	589.7169	796.1147	767.2455
416.4064	10.15619	26.8562	9.937724	454.8241	591.0541	788.746	766.4526
416.7437	8.153721	27.41279	19.85569	463.3911	588.6232	796.061	762.5083
417.0811	0.4982153	13.23594	19.19678	467.3534	604.4017	833.6119	784.5325
417.4184	14.18344	6.583031	20.96271	474.1967	627.3558	852.4783	800.9006
417.7557	12.48004	1.243156	12.99721	461.1541	629.5337	865.3066	818.6218
418.093	3.429796	7.966052	15.67778	460.9109	610.2839	859.0775	813.482
418.4303	-9.686568	8.706959	7.595559	466.4963	612.9175	845.6685	806.8229
418.7676	-9.419879	11.29016	7.394221	479.6843	623.5712	851.8622	803.3842
419.1048	-4.399993	-2.220027	14.58348	501.1326	626.5589	862.8127	827.5643
419.4421	6.00023	-11.37504	22.96525	497.0939	619.7878	861.4355	808.056
419.7794	1.316819	-12.78238	22.24585	482.0844	616.2473	843.9858	801.6355
420.1166	-4.613695	-8.438578	14.56711	464.9919	618.5698	858.5439	799.293
420.4538	5.059794	-3.217961	12.02503	483.4477	627.6561	874.69	819.8999
420.791	13.57174	4.360283	22.30263	492.8134	636.8239	875.8994	797.7519
421.1282	7.840532	10.07663	28.24132	498.6714	643.0334	868.5612	791.7479
421.4655	1.182507	9.503428	26.02865	499.5334	629.6276	874.0399	790.389
421.8026	3.356787	5.454508	18.02556	504.6837	614.0867	884.985	807.5206
422.1398	4.240261	1.935361	13.98402	503.5452	602.3713	895.2633	800.4952
422.477	-2.994398	7.378815	13.42244	499.7438	611.1044	895.4861	801.3268
422.8141	-8.287088	16.60577	19.88002	517.66	615.6618	889.1594	795.4154
423.1513	-5.617572	10.17412	17.20362	533.8083	616.3174	899.5956	805.0411
423.4884	6.706614	10.00721	16.70974	528.9499	607.3769	899.1555	799.1616
423.8256	10.12193	3.495497	18.16366	512.327	613.2227	880.3065	809.2376
424.1627	10.39842	9.542136	22.2424	514.4767	629.4913	879.9872	808.1896
424.4998	8.254519	-1.825961	18.82196	538.8576	640.2142	915.8288	812.9493
424.8369	-2.766613	10.73496	23.72851	528.0466	634.9656	920.8574	833.8701
425.174	-8.071884	2.377576	23.73668	526.368	622.8893	909.2456	873.3738
425.5111	-1.028024	13.24813	20.15317	523.4243	629.8942	914.361	883.4919
425.8481	8.178253	15.69764	6.002728	533.3502	644.5126	936.7129	869.0074
426.1852	6.321219	21.03225	6.314403	535.993	655.0602	936.4731	873.8619
426.5223	1.683701	14.58278	5.978416	547.9037	651.4102	939.8763	901.386
426.8593	4.298175	5.182141	24.11083	544.8572	658.4909	942.4807	916.2194
427.1964	-0.8777891	4.516366	18.3952	531.9028	656.7706	967.9479	915.3036
427.5334	7.311557	1.388963	21.54874	543.3622	663.8314	982.5157	921.2579
427.8704	10.31096	5.622647	17.87177	564.8093	662.459	995.1169	923.4941
428.2074	15.07779	6.327853	26.13495	565.6295	662.9335	987.856	937.3713
428.5444	2.614357	11.53407	18.84019	558.5793	676.1722	976.8452	968.2886
428.8814	-2.998716	7.238588	23.5552	569.8204	696.7478	982.3142	991.2238
429.2184	-1.702094	0.7989259	26.95696	598.1273	713.7046	1005.243	1005.857
429.5553	8.781541	7.429534	19.42004	595.9468	725.5195	1017.528	1015.493
429.8922	10.17377	11.27834	15.55709	597.6364	725.4941	1024.31	1038.486
430.2292	-0.8776857	16.73991	25.36308	593.3141	720.5756	1020.522	1033.501
430.5661	-11.78647	20.52496	32.98787	605.0824	731.6985	1034.366	1045.427
430.903	3.612333	12.92686	25.46732	608.0522	731.7029	1032.82	1046.082
431.24	10.76795	8.197129	17.70512	605.8824	736.0242	1030.568	1056.945
431.5769	5.371709	17.00014	22.96612	577.3843	746.007	1012.072	1049.636
431.9138	-1.536395	29.09513	42.3403	580.174	778.5515	1031.215	1057.703
432.2506	18.76269	42.87039	59.07041	603.6542	775.2173	1051.139	1060.776
432.5875	42.05354	57.29966	72.63657	617.8627	786.089	1084.377	1079.88
432.9244	39.00709	56.80916	72.9051	614.4657	782.4343	1091.528	1094.456
433.2612	30.83857	28.02864	65.48979	618.6118	798.2776	1095.756	1102.366
433.5981	20.35209	21.54717	47.59253	599.4563	798.1494	1075.698	1072.539
433.9349	18.29604	18.62043	31.4059	568.5682	801.0793	1069.017	1055.44
434.2718	11.30079	16.19942	23.1151	556.197	785.1711	1044.013	1069.791
434.6086	8.516485	14.43768	25.3385	571.9761	787.2556	1042.323	1084.537
434.9454	-0.2841604	19.16236	24.55438	574.2044	784.05	1034.197	1061.712
435.2822	-24.33524	8.949516	8.095899	548.4833	775.1323	1023.175	1031.088
435.6189	-44.73009	-8.235684	-8.979469	531.1735	761.9995	1000.404	1020.824
435.9557	-53.30565	-1.254109	-11.7678	512.6172	755.9916	991.3992	1026.558
436.2925	-39.62804	7.35464	-11.93534	518.9344	761.6224	988.8609	1029.536
436.6292	-26.98896	10.82682	-5.383883	508.9902	770.5565	987.358	1046.087
436.966	-10.84806	-1.745513	9.001359	528.5467	774.3637	1020.179	1052.016
437.3027	-0.6156699	-10.837	21.71432	550.7315	774.6757	1045.456	1065.836
437.6394	2.571989	-6.270875	27.08579	580.9561	773.0801	1056.776	1065.787
437.9761	-15.26308	3.111683	22.55746	574.1048	789.6149	1042.846	1084.731
438.3129	-10.82244	6.546071	19.37382	586.3178	786.6652	1059.533	1084.323
438.6495	-3.051849	3.058009	22.52796	595.8113	805.3992	1064.944	1082.854
438.9862	7.482573	-1.095092	32.87186	596.6433	808.8953	1078.747	1080.593
439.3229	-1.857189	-6.887804	30.56717	600.3926	823.5589	1093.161	1091.601
439.6596	8.901988	-8.775563	28.27151	613.7188	813.0027	1110.411	1103.257
439.9962	-1.478856	3.644375	23.11593	589.3711	823.8121	1096.165	1092.884
440.3329	-5.675479	14.31495	30.48013	574.1983	848.1336	1104.388	1081.03
440.6695	-13.71195	21.63534	29.99125	586.563	868.6292	1113.955	1095.677
441.0061	-5.99232	20.9772	24.98952	609.1021	865.7344	1121.178	1119.54
441.3427	-8.57762	16.93827	18.04578	619.2037	867.902	1133.041	1132.929
441.6794	4.562906	14.73983	33.74421	626.0347	883.0474	1177.269	1135.714
442.0159	13.05472	4.63037	48.14124	632.5309	890.0199	1201.994	1145.327
442.3525	12.73278	22.50957	47.5183	630.1252	882.736	1191.071	1135.04
442.6891	4.892403	28.67048	43.2145	634.1592	875.0062	1198.557	1150.813
443.0257	-8.04246	27.67395	42.17423	634.4475	881.3667	1213.22	1146.119
443.3622	3.048378	4.386633	49.96305	649.7107	899.3362	1233.299	1150.376
443.6988	5.250446	9.662935	52.8397	654.4965	915.2142	1232.563	1142.923
444.0353	2.941818	0.8958073	55.29783	665.3714	919.3099	1251.858	1153.728
444.3718	-17.31932	10.98747	43.86629	667.6273	926.1149	1236.582	1138.443
444.7083	-16.49036	19.00366	39.17188	675.2295	930.817	1246.918	1152.165
445.0448	-4.246818	24.54262	38.59811	690.8772	941.3692	1264.768	1161.026
445.3813	7.148061	4.974499	49.53606	706.5234	942.5491	1295.494	1172.773
445.7178	12.26937	1.071921	51.39214	723.5238	938.6614	1302.238	1168.593
446.0543	-9.84219	11.24119	41.7575	719.1578	945.3175	1297.578	1181.897
446.3907	-6.556705	20.94328	38.99434	725.6992	936.7631	1281.951	1171.779
446.7272	-6.064147	28.69981	53.06365	726.9263	930.5153	1290.224	1159.561
447.0636	-4.676038	18.03589	63.87374	739.4028	934.5736	1310.801	1145.027
447.4001	-13.66233	10.39714	59.99937	741.335	958.4791	1316.671	1168.867
447.7365	1.00198	1.80716	53.53479	734.6518	935.7175	1287.326	1187.864
448.0729	13.74574	4.946008	52.69155	730.5785	922.0215	1277.227	1180.614
448.4093	10.24506	4.872006	45.66488	733.8659	934.5431	1270.107	1151.877
448.7457	8.723423	2.535629	39.98346	739.8413	951.3885	1264.608	1130.001
449.0821	1.893968	-2.40024	39.73747	755.8813	941.2541	1255.37	1116.422
449.4184	-4.443581	0.8633288	32.29767	760.285	919.2919	1240.839	1110.803
449.7548	-5.011627	5.311348	39.76786	757.6704	896.4034	1241.166	1111.722
450.0912	0.7893652	-0.03130195	47.52825	744.1966	888.6631	1231.33	1111.993
450.4275	7.001601	1.85362	49.27766	735.3541	902.8449	1229.535	1113.402
450.7638	5.87259	14.4317	39.86522	727.0488	912.8339	1219.262	1110.867
451.1001	14.32897	19.07475	44.45378	716.7351	899.447	1229.047	1093.777
451.4364	10.86606	4.708398	51.94304	731.9995	875.662	1239.436	1098.017
451.7727	16.48991	-0.6245583	49.60216	722.2371	865.7973	1219.579	1121.732
452.109	13.7467	7.453975	36.64329	712.4988	856.769	1180.331	1139.02
452.4453	9.27933	15.4448	31.94055	700.5883	856.9263	1159.455	1126.119
452.7816	-2.771487	9.564231	39.4868	718.3238	862.8698	1177.541	1120.314
453.1178	-9.087228	0.6872077	56.84109	729.3359	866.8146	1194.346	1122.696
453.4541	-13.1954	8.114326	60.33442	731.9186	861.2661	1165.81	1132.365
453.7903	-16.05511	16.34838	51.41885	729.3424	854.0245	1153.509	1153.234
454.1266	-12.64242	17.48047	43.55331	719.5291	860.5326	1160.074	1168.31
454.4628	-2.947359	10.10731	38.49246	726.0768	878.5048	1185.325	1159.101
454.799	6.602684	1.338591	41.71735	740.4127	888.5085	1198.42	1151.114
455.1352	6.653625	3.120246	47.84216	755.7512	882.1645	1219.859	1160.703
455.4714	10.5179	2.239492	50.01543	758.9728	868.0244	1230.864	1182.476
455.8076	9.92321	15.4825	44.51296	737.5297	874.4019	1174.391	1188.58
456.1437	2.209267	5.089152	48.60396	740.1193	880.7099	1168.416	1208.097
456.4799	-1.795523	4.55137	54.00832	754.9908	905.8646	1195.052	1217.794
456.816	4.144424	-8.542839	58.99604	798.3087	913.9802	1235.073	1218.156
457.1522	6.370739	5.960933	52.08895	783.9493	901.1966	1213.485	1236.056
457.4883	3.564928	10.00151	49.42646	771.1796	895.1773	1242.507	1262.612
457.8244	-1.731513	18.22731	46.61827	761.774	900.2332	1302.36	1272.259
458.1605	-4.419922	12.63425	61.03835	781.2859	911.4598	1309.746	1274.42
458.4966	6.288511	15.23909	58.28731	771.5468	904.3058	1283.346	1279.141
458.8327	17.11625	7.747522	54.10516	775.0246	926.7007	1284.757	1281.807
459.1688	16.30749	14.33962	57.19934	795.354	936.4916	1327.978	1276.729
459.5048	10.54382	19.62177	60.76831	818.7288	940.6777	1365.558	1297.009
459.8409	4.987191	17.68446	53.19896	816.9006	933.3734	1386.366	1293.368
460.1769	-3.490636	7.425683	51.66669	822.2695	944.9917	1370.841	1288.379
460.5129	-1.28689	14.41116	58.89528	825.7684	958.6141	1351.886	1294.98
460.849	11.6846	20.21537	59.12065	840.2833	981.1268	1345.52	1306.553
461.185	13.62148	14.97593	50.55646	839.8764	981.7437	1336.845	1291.754
461.521	6.39651	10.52736	50.66577	855.1314	978.8388	1324.28	1273.827
461.857	5.227673	3.608965	63.69051	840.7045	964.9742	1337.535	1264.19
462.193	5.759272	3.849694	70.19135	834.3414	984.4305	1341.143	1283.273
462.5289	-3.054025	4.753899	69.04622	826.7263	999.1469	1320.288	1268.479
462.8649	-10.333	5.439983	73.93027	834.1871	1003.577	1308.92	1266.113
463.2008	-2.033734	6.22219	78.55935	827.7649	983.0026	1292.288	1233.328
463.5368	5.648607	-1.01167	78.16152	824.9825	985.142	1286.776	1230.033
463.8727	8.12798	0.2035487	65.78262	812.5707	997.2897	1276.847	1219.241
464.2086	-9.848718	-6.456641	55.43386	804.3988	997.2673	1240.652	1236.992
464.5446	-15.15119	3.430893	54.57778	795.709	990.7512	1204.467	1223.06
464.8805	-6.717944	2.708659	54.75774	804.1052	979.9373	1198.84	1209.222
465.2163	4.211518	10.93513	63.49746	810.3914	983.311	1188.908	1203.661
465.5522	-2.495849	0.692211	67.23685	813.478	979.8286	1146.128	1221.608
465.8881	2.913377	6.200126	67.84724	799.7989	972.9965	1130.915	1219.347
466.2239	2.628878	5.885194	58.66152	800.5996	956.7974	1123.387	1224.017
466.5598	-7.275779	8.804211	63.12495	795.0793	965.7016	1108.956	1218.531
466.8956	-19.15215	-5.113712	64.57243	778.038	964.0866	1116.305	1207.246
467.2314	-10.78372	-5.724212	60.01865	757.2575	957.6135	1123.234	1211.354
467.5673	1.372524	-1.323282	63.86331	751.9847	950.5367	1106.973	1243.963
467.9031	4.651569	13.62723	66.55278	737.1555	947.5197	1064.625	1240.47
468.2389	1.08459	10.88329	62.41295	722.2514	936.1538	1074.03	1224.075
468.5746	1.758738	10.22286	59.53267	710.2151	926.4691	1074.732	1234.157
468.9104	-3.714228	16.63459	59.11105	696.7279	943.866	1065.62	1258.215
469.2462	-3.540788	22.4389	58.73183	692.3289	937.5544	1062.08	1257.486
469.582	-10.92163	14.72216	55.36712	688.416	932.2375	1061.92	1280.495
469.9177	4.968633	5.516088	61.45885	704.1206	925.6581	1052.624	1290.634
470.2534	-3.881725	3.805788	61.73216	717.8234	955.2075	1055.95	1282.921
470.5891	2.124136	11.54938	60.19736	717.0699	937.4402	1082.319	1259.382
470.9249	1.892912	13.05438	57.61688	702.6459	919.2261	1079.216	1260
471.2606	3.390733	13.17336	63.83143	700.1391	904.3464	1077.047	1267.393
471.5963	-10.57315	17.11512	68.2635	688.7305	923.0805	1101.395	1293.188
471.9319	-12.15347	21.77034	72.97343	671.397	939.1967	1118.985	1292.087
472.2676	-5.505221	11.63949	74.04362	664.6559	968.0649	1122.683	1290.724
472.6033	-0.2386525	9.007853	74.27272	678.1456	962.6123	1137	1303.393
472.9389	7.166408	10.6926	71.52193	688.4533	962.5341	1143.358	1339.706
473.2746	14.48271	8.147594	74.15556	694.8407	944.1823	1125.181	1354.578
473.6102	10.80212	-1.453453	70.86622	696.0782	948.4465	1124.836	1361.916
473.9458	5.995088	6.157257	66.49886	690.657	957.5108	1133.926	1355.958
474.2814	-1.255421	19.91646	56.45083	682.9728	975.4821	1136.414	1366.575
474.617	1.028348	17.05027	64.40858	691.0641	981.0927	1145.817	1386.344
474.9526	-4.508117	8.032053	67.18466	694.6381	988.941	1175.761	1421.581
475.2882	3.83346	0.5532064	76.10686	692.9083	993.5762	1166.897	1441.968
475.6237	-0.9479301	4.492371	70.2205	689.0754	979.4464	1131.157	1446.548
475.9593	-4.298806	13.94212	76.51462	699.9589	982.5641	1114.497	1454.221
476.2949	-8.842352	15.83739	77.87898	692.6281	1003.413	1111.247	1479.733
476.6304	14.98737	0.6969853	83.74102	693.7249	1018.888	1133.261	1496.338
476.9659	17.78068	-11.04732	82.30541	709.04	1037.967	1142.102	1513.326
477.3014	2.63805	-2.142675	89.47231	704.6603	1044.721	1145.968	1537.391
477.6369	-16.46242	8.970451	80.54978	712.1358	1051.968	1126.13	1573.726
477.9724	-21.0344	13.81745	76.81211	717.0488	1046.846	1109.869	1581.657
478.3079	-9.68928	11.44436	79.33782	739.1611	1060.278	1109.429	1599.986
478.6434	-4.753178	14.68432	96.00454	750.3673	1063.591	1104.898	1617.351
478.9789	5.675643	17.58641	93.8297	777.6174	1070.398	1106.744	1624.241
479.3143	9.242025	16.56252	99.90331	779.4454	1071.4	1083.385	1622.184
479.6497	12.29636	5.406461	97.25045	766.7779	1075.359	1095.23	1623.839
479.9852	2.461433	11.19851	101.2682	756.4193	1068.855	1077.182	1638.873
480.3206	-3.820335	14.07597	95.79414	775.9303	1073.975	1068.262	1661.006
480.656	-4.347072	22.05402	100.0845	787.4521	1073.421	1048.49	1653.984
480.9914	4.67886	24.41698	99.91713	786.6298	1081.898	1070.13	1635.285
481.3268	18.51843	23.97915	109.7449	788.2797	1070.855	1060.578	1618.269
481.6622	18.316	15.92424	112.6991	789.4855	1067.221	1056.041	1641.502
481.9975	19.76235	15.04824	115.3569	779.1897	1043.683	1051.366	1638.704
482.3329	12.88921	18.88004	109.0669	782.8398	1032.555	1098.858	1619.446
482.6682	3.404219	18.8803	110.9443	801.2679	1023.462	1102.012	1595.485
483.0036	-2.979472	15.42196	106.8856	784.5876	1020.417	1095.972	1598.591
483.3389	8.771805	17.87124	108.1681	786.6796	1009.714	1081.598	1591.781
483.6742	18.24353	22.69221	110.5881	791.0837	993.6752	1096.92	1573.427
484.0095	15.09412	17.47835	120.5505	788.2173	976.5293	1096.548	1551.309
484.3448	6.213035	7.968058	119.6267	757.7352	978.2504	1122.641	1523.978
484.6801	-4.243051	9.338433	115.7216	748.3369	970.8856	1126.32	1487.914
485.0154	-1.759596	13.05439	111.2615	745.0102	946.9989	1122.671	1478
485.3506	-4.894608	21.07188	104.1165	742.9306	912.3079	1095.711	1455.111
485.6859	-4.902159	19.41837	99.80105	745.3809	899.8937	1109.729	1420.398
486.0211	-4.388229	13.9811	106.2298	754.9952	892.705	1103.049	1391.296
486.3564	1.736665	2.84887	103.3016	764.6383	884.4378	1120.95	1408.18
486.6916	-15.88317	18.37334	94.60391	743.0313	880.8077	1094.667	1415.195
487.0268	-31.2149	23.02943	93.98801	738.0128	885.3014	1086.703	1412.545
487.362	-13.25101	29.17313	99.19512	745.2076	886.4356	1090.459	1387.056
487.6972	8.899199	21.6736	92.65237	743.4856	875.1086	1149.18	1362.633
488.0323	6.86626	17.16931	90.17149	736.985	860.8669	1150.387	1334.77
488.3675	-1.36165	2.575256	97.21491	759.5929	861.8801	1148.505	1318.909
488.7027	2.501032	3.911859	105.6237	778.6188	859.7689	1124.373	1317.855
489.0378	-7.276601	8.702829	97.39268	775.7994	857.7818	1140.961	1338.567
489.373	-11.28526	10.52554	95.23981	788.5825	832.6182	1146.75	1341.259
489.7081	-14.09709	3.326682	94.92615	783.3062	822.1462	1158.542	1338.098
490.0432	-14.42563	8.72618	110.3044	769.7029	813.8997	1132.45	1330.163
490.3783	-12.07227	8.036001	113.9904	783.7109	819.6622	1127.751	1345.924
490.7134	-3.254099	15.38034	108.1496	807.1109	813.7422	1113.493	1332.506
491.0485	-8.458898	16.1885	102.524	803.165	821.3467	1112.016	1331.851
491.3835	-12.4741	24.93521	109.9669	782.1132	825.4997	1116.782	1319.937
491.7186	-2.937762	4.06044	106.6819	789.1049	835.1818	1149.835	1335.115
