"Wavelength, nm",Intensity
136.44237175216523,3.9633191485478325e-26
136.53333333333333,4.078994568680505e-26
136.62441627751835,4.4477651815967457e-26
136.71562082777035,5.670144125660123e-26
136.80694722778892,6.397770837585041e-26
136.89839572192514,7.717255386662452e-26
136.98996655518394,9.689466121522673e-26
137.08165997322624,9.850301474172487e-26
137.17347622237108,1.933187245617992e-25
137.26541554959786,2.172956303175919e-24
137.35747820254863,1.1635960964542287e-23
137.4496644295302,9.535234756276483e-23
137.54197447951645,5.431520076392372e-22
137.63440860215053,2.0818342114983433e-21
137.72696704774717,6.738369287353076e-21
137.81965006729476,1.993169089616108e-20
137.9124579124579,5.662828321557285e-20
138.0053908355795,1.662456389440054e-19
138.09844908968307,4.654726130167642e-19
138.19163292847506,1.08765520442584e-18
138.28494260634707,2.075800137995015e-18
138.37837837837836,3.418361439634331e-18
138.47194050033806,4.964603919604707e-18
138.5656292286874,6.571931776511425e-18
138.65944482058225,8.885036560909875e-18
138.75338753387533,1.2935340685354862e-17
138.84745762711862,1.8592086306797505e-17
138.94165535956583,2.5024537146015004e-17
139.03598099117448,3.274721332800006e-17
139.1304347826087,4.290044437236271e-17
139.22501699524133,5.408293099243147e-17
139.31972789115645,6.12440081809941e-17
139.4145677331518,6.128923938019489e-17
139.50953678474113,5.57971304707947e-17
139.60463531015677,4.6137077059114766e-17
139.69986357435198,3.446767429913411e-17
139.79522184300342,2.376040749892156e-17
139.89071038251367,1.5421947494039558e-17
139.98632946001365,1.0928191398970976e-17
140.08207934336525,1.342622895870126e-17
140.17796030116358,2.976494426982149e-17
140.27397260273972,6.751572230002828e-17
140.37011651816314,1.180555655102388e-16
140.46639231824417,1.5063524189020755e-16
140.56280027453673,1.2797376876306102e-16
140.65934065934067,6.563074130923249e-17
140.75601374570448,6.147756886204579e-17
140.85281980742778,2.4976116857584715e-16
140.949759119064,6.674684841620495e-16
141.04683195592284,1.240467320229782e-15
141.14403859407307,2.0890105546741917e-15
141.24137931034483,3.8399315072514246e-15
141.33885438233264,7.864180013128776e-15
141.4364640883978,1.668515639438414e-14
141.53420870767104,3.385800678241858e-14
141.6320885200553,6.252921253862365e-14
141.73010380622836,1.0543863782831024e-13
141.8282548476454,1.6875368792496472e-13
141.92654192654192,2.6884836398924946e-13
142.0249653259362,4.3630446565149676e-13
