Wavelength [nm]	Intensity1	Intensity2	Intensity3	Intensity4	Intensity5	Intensity6	Intensity7	Intensity8	Intensity9	Intensity10	Intensity11	Intensity12	Intensity13	Intensity14
202.4418	0.9957947	5.302233	-10.5329	-6.309345	14.74089	5.160409	-13.57118	4.33643	-1.728502	-7.781211	-5.498775	15.11299	7.918273	-3.696074
202.7845	8.900622	2.671803	-0.03406889	-5.478235	15.92702	-7.4922	-21.12126	-14.04601	1.237419	-5.452698	6.575753	1.044078	-5.305665	-11.6992
203.1273	0.1014137	-1.578727	-3.545552	1.254603	12.74867	4.073758	-16.0371	2.890452	4.801197	-3.833224	12.62815	-0.5540498	8.045906	6.937549
203.47	-0.8855244	-4.513647	-3.201661	-3.549804	-6.212742	3.124848	-8.447183	6.827442	9.35861	4.851166	5.026465	-12.42515	7.182184	-1.700984
203.8127	0.2893171	5.567663	-9.184343	-5.768945	-17.98834	8.566854	-6.035224	8.939367	1.263261	10.30982	16.83278	-11.91219	7.461738	-7.082233
204.1554	8.233759	2.338562	-9.514625	-8.590861	-9.65106	7.751871	-6.159293	-0.008927716	0.5439104	-0.03993385	18.23886	-12.98639	0.9409624	-13.95454
204.4981	1.717158	-3.31021	-4.817054	5.532929	1.169787	2.472159	0.9340326	3.196827	0.496015	-8.02084	9.755836	-13.82006	2.837707	2.827216
204.8408	-0.7924353	-3.437357	-2.020232	8.465411	9.19465	-12.42142	4.333582	-3.554425	3.065301	-11.67015	-12.49639	0.9696501	12.76823	10.03505
205.1835	1.513595	5.030439	1.407764	4.118324	11.70625	-11.0432	-3.801179	-1.710874	5.818074	-6.463604	-17.09564	9.528916	20.67126	8.717359
205.5261	12.72284	15.55031	-3.933855	-2.764748	10.20149	-2.268807	-5.638266	-8.472965	4.542572	7.065868	-12.19269	4.232	17.03418	1.455191
205.8688	8.049579	11.75447	-0.4828449	-0.8348661	4.21355	6.227173	-2.697179	-4.811359	3.874204	11.95733	-6.900918	-2.082792	4.994368	2.447197
206.2115	-0.3173765	7.976037	2.23026	0.1420984	2.384353	11.90295	-8.08585	-5.63671	-1.444221	5.141802	-15.33294	2.796103	7.128253	17.41445
206.5541	1.548555	-7.121195	8.699827	3.414743	5.311438	11.53631	-14.22528	7.421845	-5.938308	-5.7376	-15.80398	0.7022962	8.73589	9.841799
206.8967	2.369582	-5.546923	-1.3258	-0.7587361	2.907157	3.006428	-16.23158	7.362811	-13.21145	-4.089458	-13.00958	3.501409	4.688901	0.02308406
207.2394	4.813572	-7.37349	7.950051	-7.525212	3.09272	-10.03128	-7.461395	15.62563	-7.714064	-1.189767	6.451384	5.015115	1.13004	-4.162694
207.582	3.237077	-2.813619	7.651727	-11.75664	6.718958	-6.351028	-12.26312	9.720891	-0.9552311	0.3132712	5.422847	8.560249	2.318604	5.039876
207.9246	4.763635	-0.2191183	8.498348	-7.721071	9.706764	3.496549	-14.10121	3.763796	1.69915	3.884104	7.326415	8.728435	3.929981	8.570029
208.2673	3.260874	13.17594	-11.98758	-0.5345358	11.04844	3.538943	-13.1904	-11.16087	0.04326741	6.480524	5.814316	8.049219	6.482047	1.499739
208.6099	1.460403	18.31072	-11.01935	3.200908	11.38437	0.2491781	-14.5008	6.577977	4.14932	-0.04833322	7.688323	0.3621409	11.426	-0.1050714
208.9525	-0.1052977	2.799894	-4.585201	5.870923	16.3723	6.861756	-17.6176	19.39022	7.500025	-8.022392	-6.581137	-3.674095	16.52473	1.771926
209.2951	-6.969092	-8.306285	0.6533494	4.780925	14.0949	21.78857	-9.327017	11.86781	16.29729	-7.946783	-10.33086	2.996207	25.50039	7.390934
209.6376	-8.43846	-12.91408	-12.12826	10.70517	7.93306	16.85411	-5.068422	2.361447	7.524968	2.172722	-9.057092	7.78765	28.32348	13.58768
209.9802	-11.32733	-2.342791	-13.31329	12.71186	3.81075	4.651966	-9.476071	5.153331	-0.8165141	10.09234	-7.409513	3.500286	20.41635	7.515165
210.3228	-8.633181	7.743956	0.9893831	4.809195	4.485654	-2.340986	-21.14598	8.367579	-7.665749	-0.2136074	-12.82398	-5.00129	12.68673	9.110232
210.6653	-3.627352	7.434166	7.249846	-2.801562	1.088484	0.04384835	-14.52282	-3.136711	-7.471809	-17.48883	-6.43931	3.137851	3.933484	4.85791
211.0079	-4.603706	-2.277341	-5.795072	-6.468782	2.604451	4.396117	-8.88628	4.293325	-11.89496	-19.73088	-11.45713	14.73915	0.8561732	0.4660527
211.3504	-11.62853	-7.118832	-16.93533	2.108708	12.74946	1.018376	-5.84694	6.576389	-0.504782	-5.385654	-17.24435	19.09731	8.742876	1.234067
211.693	-13.11194	-6.876945	-10.10912	4.510084	19.5857	3.143816	-0.6939049	10.96882	-0.6912941	-9.443438	-26.69643	8.256546	15.2257	9.031894
212.0355	-9.94949	-6.88755	5.71054	9.391383	12.56344	3.035231	1.000529	11.38153	2.237026	-0.2055608	-11.07887	1.709276	9.458803	11.34768
212.3781	-12.46741	-5.023405	22.21805	-1.017979	-2.461418	2.527934	-4.891191	8.828998	3.263577	10.82297	-1.379473	-8.803394	-6.750951	-4.673907
212.7206	-11.45461	0.001523035	12.8614	-5.831594	-1.093043	1.403729	-10.4089	-1.079118	3.871765	10.09831	-4.646935	-4.129837	2.50713	-4.728497
213.0631	-9.659758	-2.177388	-0.4254574	-5.343021	5.795443	6.293167	-8.792311	2.014925	-9.906127	-2.195644	-11.18107	8.388206	9.418817	-3.043152
213.4056	-14.03372	2.584056	-9.577428	4.985431	6.391617	14.19875	-9.132195	0.6673643	-4.232136	-5.594003	-2.222021	9.26122	4.936581	-0.5484353
213.7481	-10.66649	6.364327	-3.405483	11.81261	2.837668	14.69446	-17.18062	-14.6025	-6.075977	-0.424749	4.301158	0.09238331	-7.674442	-8.535561
214.0906	1.718966	6.701437	-1.216161	19.89293	7.499259	13.76543	-2.167421	-10.30684	-7.638196	1.010786	-4.52557	-7.517829	2.038507	-3.426931
214.433	-0.094615	1.25249	3.156497	21.21503	6.954357	9.181105	-1.325689	6.613774	-10.17059	8.233646	-6.236495	5.02355	18.19261	-5.321126
214.7755	-2.354134	3.507772	-0.8780927	16.55869	2.847286	14.12774	1.084341	18.31697	2.257217	7.920975	-3.948507	15.24454	28.98537	4.888024
215.118	-1.798005	11.046	-10.53402	-0.0433928	-0.1726796	4.994666	-12.0674	1.847647	-3.419233	6.65534	-5.784724	11.44	20.55675	10.93426
215.4604	-2.39306	4.123895	-9.434367	-1.451272	-3.499611	8.418609	-2.590316	-3.447896	-4.295911	6.572571	-4.18802	10.08064	9.516793	11.48471
215.8029	-8.43687	-3.740256	-7.67076	5.608447	-7.858716	-2.223724	0.8411223	-13.68885	-7.283791	-9.154963	6.353494	-1.8596	-3.680026	6.064365
216.1453	-7.573966	-3.213308	3.772276	10.03751	-4.343813	3.929681	2.540054	-3.636567	6.408563	-11.48941	1.158124	-1.18966	-0.7981831	7.022583
216.4878	-4.971216	11.58744	3.46902	8.566586	-0.09559257	-1.883107	8.127541	-6.650099	6.948291	-4.742838	-0.3984188	-14.14497	1.491585	3.972058
216.8302	0.9733527	12.8418	-5.010217	2.760107	12.85132	13.86625	4.732555	-0.09911438	7.038746	4.808852	-2.363091	-8.843407	14.25519	3.6847
217.1726	-0.2079883	8.212629	-27.40174	-5.642733	20.01409	10.11311	-1.658816	-10.66401	-5.509685	-11.48512	1.170982	0.2776987	11.77852	8.609536
217.515	-2.380345	11.78823	-12.43731	-11.58711	10.46328	15.55008	-10.69333	-9.049794	-10.66642	-6.860791	1.281782	7.461376	-0.5676859	10.60735
217.8574	1.443616	9.044805	-1.963178	-6.081921	-10.60492	-0.9626691	-5.286891	-20.95461	-11.71731	0.2034492	6.598495	1.188382	-2.663802	-1.638818
218.1998	7.853965	6.583788	3.82075	3.337164	-21.76903	1.112833	-10.17628	-3.495063	-11.63039	3.234562	-2.703762	0.6661801	1.696426	-6.059053
218.5422	2.526141	-5.648535	-10.35266	0.629376	-7.782169	-4.579832	-21.79427	8.587525	-14.04926	-17.13539	-10.43749	8.944225	6.4927	-13.16997
218.8846	1.167239	-2.24303	0.4448885	-3.051584	6.743654	7.209995	-16.84252	17.48863	-5.811734	-17.08615	-10.77817	10.7983	5.177867	-5.613033
219.227	1.851796	-5.333721	4.333436	-12.22602	-0.9252642	8.279381	-20.22917	-1.821301	9.55348	-9.004949	-9.801726	3.274076	13.18058	1.465771
219.5694	2.808786	-0.3666995	11.13047	-0.2431851	-18.2888	12.43433	-7.293699	-0.4052261	5.748173	4.409578	-5.592801	7.387096	19.16656	7.671454
219.9117	-0.1434141	-3.681894	-1.890351	11.40859	-11.9896	-4.599562	-7.268332	10.93997	-6.019702	-4.474692	-8.170522	5.486031	15.7515	0.09806519
220.2541	-8.309408	-6.051145	0.6292995	13.37472	9.00454	-2.186078	-0.4198864	23.23862	-8.625624	-2.143273	-9.347815	6.731597	7.056402	-6.63284
220.5964	-12.64702	-4.169767	6.255463	1.194609	8.624484	6.250356	-11.16332	12.9032	1.373361	-4.42458	-13.14554	4.903351	5.128101	1.683576
220.9387	-7.605031	5.471577	9.904114	-4.831615	13.47237	22.31946	-12.0809	5.147289	6.089673	-7.655871	-13.68748	8.915601	13.92027	19.19716
221.2811	-3.223509	15.1612	-4.785018	-3.08709	9.326229	15.30616	-11.02194	1.58203	-1.840953	-14.10993	-17.06413	2.203418	19.33896	16.4333
221.6234	-9.172448	8.874729	-7.006923	-6.18517	12.83065	13.49609	0.03885886	2.422386	-6.605554	-12.0904	-18.68336	0.2018452	16.78527	13.92446
221.9657	-3.536489	-1.549053	-2.680852	-4.443716	2.822237	6.922732	8.012116	5.044497	-6.538372	-6.945887	-21.56665	13.35057	6.925136	3.494339
222.308	4.407711	-7.326009	-6.353255	4.916265	9.184209	4.515959	-1.985034	7.643055	-2.89684	-1.609306	-24.59857	24.82884	10.82329	6.606292
222.6503	3.004372	-3.804136	-14.21844	14.18948	9.202523	9.259078	-6.785797	6.054407	-2.815596	5.871576	-10.49348	17.11723	10.96535	-8.555151
222.9926	-1.472853	3.431877	-6.360667	6.25503	7.480755	17.33935	-8.000098	11.92065	-5.696021	4.632905	-5.439138	2.485741	9.859344	-0.8160955
223.3349	-3.135517	6.411072	-16.26457	-0.1816188	9.397038	21.99851	-6.733712	21.08703	-11.7084	-4.523655	-14.59267	11.22131	13.11646	0.695825
223.6772	-10.29162	0.8035765	-24.12585	2.224472	10.86925	9.724876	-7.329989	23.44789	-18.08232	-16.05617	-19.80144	17.14677	27.11955	10.80207
224.0194	-15.87193	-6.220442	-23.34733	1.673773	20.24456	1.063198	-2.764027	13.73615	-14.74519	-16.32544	-10.5402	4.904736	14.80442	3.987298
224.3617	-4.205765	-3.160468	-1.882946	2.279223	12.88287	-2.117568	4.425803	13.08403	-6.534141	-4.337774	10.40488	0.1079006	7.298049	7.117601
224.7039	3.104352	3.228968	5.836478	-1.75579	14.87503	0.3415444	-9.154544	16.43691	-0.6311536	7.156512	13.42778	9.161061	17.62097	3.854193
225.0462	-3.70397	0.9912405	8.232632	3.790061	19.31677	19.16553	-5.79369	11.0178	-0.7446523	4.37581	5.494882	18.81118	29.08122	12.24657
225.3884	-5.205388	-1.475117	-2.781509	-3.893153	24.79922	20.78581	-6.457414	11.3521	0.5450032	2.320931	-6.201833	5.53071	14.50063	2.747888
225.7307	-12.8499	-1.849172	-13.7188	-1.709622	22.4067	22.76262	4.425546	2.998407	9.895522	6.509969	-5.389178	3.684317	11.26401	-6.202289
226.0729	-13.79243	-0.5962933	-16.61971	-0.9212548	0.477484	7.102769	-7.060559	3.443078	3.996923	5.766928	-3.645469	4.409562	7.296093	-12.23441
226.4151	-1.013089	3.128278	-10.99635	1.338068	-1.790888	9.934706	-1.830759	-5.471528	-3.027694	-7.950737	-7.422423	7.930581	4.615831	-4.276373
226.7573	13.37963	4.621755	-0.08874746	-7.048882	-4.375747	1.130903	2.000723	-4.787177	-13.18664	-18.75788	-15.73072	3.993218	8.748626	-10.05499
227.0995	7.96476	13.64958	11.79519	-8.780921	4.000364	9.629361	11.91016	-12.70857	-4.601988	-14.3782	-9.194571	-2.603811	25.47743	-5.440601
227.4417	-6.304511	12.50349	12.8335	0.9516969	-5.488427	8.013402	5.258759	-2.494125	-8.644773	-12.47159	-3.233968	-2.975849	28.85504	5.187503
227.7839	-2.600151	12.67858	11.13674	5.146495	1.247208	14.18206	-2.148981	16.78989	1.14726	-10.72645	-1.980469	0.9911326	28.71045	13.3526
228.1261	-10.27563	3.329545	-2.922056	-5.389901	19.12593	11.47839	-12.04661	17.73376	1.325433	-11.48469	-6.680614	7.593758	34.19527	6.186698
228.4682	-6.86836	4.20615	-2.051267	-6.059761	30.60967	19.29247	-13.8626	9.327235	4.745154	0.9739391	-4.668145	16.99707	41.75548	14.56041
228.8104	-3.615397	-4.977866	-4.960567	-7.377042	19.90647	14.77594	-9.144977	4.485183	-5.073255	-0.4521971	-16.12491	15.72022	30.20907	6.419764
229.1525	6.908544	-10.06893	2.026963	-1.100401	6.1778	10.45046	1.121023	13.44923	3.586923	-3.367785	-21.61753	13.88074	24.56751	-4.085011
229.4947	-4.523041	-12.66658	0.9645131	-0.3447056	4.107327	8.109242	0.4771602	9.908694	2.024894	-7.662041	-13.35819	6.690695	14.74978	-11.39665
229.8368	0.944127	-2.893286	2.805432	3.151218	13.35673	11.03555	0.6897368	13.84888	2.175205	12.13638	4.777198	1.751291	14.58218	6.307364
230.179	3.982535	0.6781533	4.013947	-0.8248814	18.12979	13.00768	9.653879	6.496623	1.776462	4.359491	5.85758	-1.984304	2.195497	11.09863
230.5211	7.350312	7.51075	6.853554	7.768519	12.78129	10.45898	10.37944	8.097217	5.52863	-1.767761	2.512565	11.45204	4.038539	7.475054
230.8632	-3.268489	6.465394	6.931924	15.72767	-3.293884	12.25704	-4.066999	-5.354067	-3.28022	-12.16318	-1.17109	15.59576	6.940563	0.6423579
231.2053	-5.339508	3.24016	4.410191	3.531564	2.623168	12.49338	-12.05108	0.4922091	-7.859603	-6.616539	-3.80082	8.045959	12.55055	1.933004
231.5474	3.7665	5.972027	13.62727	-3.977249	15.62164	18.30881	-0.005018442	5.788096	9.255045	3.717322	-6.794678	-7.251316	12.22158	4.349785
231.8895	4.374053	5.431634	17.08963	3.850196	19.58557	26.1062	2.902312	27.02519	16.38509	15.39294	-1.702924	3.486401	15.89612	18.02682
232.2316	-0.01562945	1.480061	14.08103	10.22963	8.111323	14.27054	-4.492159	24.9605	2.229509	9.458659	4.029073	7.204793	13.98874	9.60747
232.5737	-0.8155758	-9.600495	5.557283	15.5951	1.795137	6.205215	-1.330212	14.1955	-7.01544	-2.67428	5.019753	13.34981	9.905619	1.186135
232.9157	18.26094	-7.676015	-0.2753547	8.870017	-0.3399174	2.933577	-2.961234	9.197675	-0.8725362	-1.466835	-1.593828	4.320222	2.10539	-10.30152
233.2578	15.41225	1.427949	1.857956	8.246429	-2.748413	11.16782	-10.22185	5.54116	0.1318238	0.07089639	3.21349	10.22097	2.281621	-0.3610354
233.5999	0.6010485	-1.651217	10.97198	0.9306946	-0.6037832	9.595232	-16.73734	3.158401	-12.76514	-5.668981	-1.645747	-3.928578	1.466947	-2.343849
