Wavelength [nm]	Intensity1	Intensity2	Intensity3	Intensity4	Intensity5	Intensity6	Intensity7	Intensity8	Intensity9	Intensity10	Intensity11	Intensity12	Intensity13	Intensity14
409.6576	326.0527	342.8282	355.8731	321.899	288.1341	193.673	63.76922	16.90808	22.01324	-2.248672	5.523894	26.34199	13.276	-8.698261
409.9951	335.2424	355.9373	342.2415	331.0847	293.157	200.514	70.19746	19.41801	17.943	-4.043455	-2.566625	13.44934	20.8926	-1.254815
410.3326	325.037	368.2316	353.2298	330.622	294.2801	206.3443	69.83918	17.83051	17.55169	6.111143	-2.257862	-3.265428	17.73289	2.772199
410.6702	324.7767	364.938	364.5005	330.6198	292.8139	197.3631	68.96178	29.34354	25.17503	8.048685	6.076872	7.543969	27.24975	4.339742
411.0077	334.4164	370.9409	393.1891	332.148	297.8356	198.5128	62.26861	27.23914	15.36311	7.469603	12.06781	13.70638	13.69206	3.638253
411.3452	352.519	374.5461	388.2146	330.269	292.9337	197.6541	72.09653	30.25467	2.987881	3.986224	6.732334	10.05664	14.97643	0.4293424
411.6826	362.8975	381.9686	390.3496	338.8292	300.2441	196.6977	79.23468	27.28312	-2.584169	2.436626	9.150043	-4.350029	-4.968301	-4.00448
412.0201	369.0383	390.421	385.0382	344.5481	294.1136	198.2902	80.95639	31.69149	9.184177	13.61459	16.40695	0.2424281	2.362867	-0.4589256
412.3576	356.7326	393.6497	389.3764	366.6307	298.6393	218.4428	80.24103	38.78423	10.30909	25.44085	6.300376	8.22466	6.654363	10.16126
412.695	365.05	391.3875	385.7551	382.5482	315.1761	223.075	84.74631	50.03506	12.44388	29.93524	-4.265721	17.09403	25.54512	7.939037
413.0325	373.4272	398.2286	388.6113	386.7823	334.6956	220.8854	73.38389	48.06234	15.45708	9.175121	-6.968565	13.80966	18.12513	2.668796
413.3699	382.2123	407.6494	393.3624	377.1145	335.3961	219.3717	71.78168	45.5717	26.53556	-0.9104394	-0.5800619	17.69446	20.04476	3.666076
413.7074	375.11	417.872	394.5194	374.0348	330.9573	231.1505	78.89473	31.88465	17.55311	-4.985334	-6.487995	18.59774	19.53975	9.930358
414.0448	379.2699	419.8463	404.1679	382.6748	335.8394	231.0992	96.08914	25.35843	7.209929	-2.269987	1.348832	22.61973	25.52788	13.83307
414.3822	388.1594	438.5558	416.2918	396.3664	349.0291	225.5684	94.33181	24.98734	7.758999	-1.658741	12.60868	12.27174	21.03672	18.51748
414.7196	394.673	444.0359	424.1206	412.4318	369.276	233.4399	94.14375	32.98357	21.26035	7.31266	15.76125	7.519784	27.72003	13.3675
415.0569	405.834	454.748	428.1563	425.4158	363.2765	241.0674	83.89034	24.83619	14.16527	10.63981	5.86149	-4.760321	22.57061	-5.320732
415.3943	420.0346	461.2033	434.953	423.3936	357.397	243.7034	101.205	13.02109	4.787828	1.096643	7.95374	-2.542472	16.99255	-2.485586
415.7317	433.1355	464.5865	446.4475	418.7541	362.218	241.484	109.8353	16.42729	-2.638478	1.901307	13.11162	2.155081	15.32707	4.56092
416.0691	422.0856	473.8087	448.5523	409.9904	371.75	241.2505	112.5164	25.12971	3.577098	10.67636	14.5186	13.89833	8.263601	20.55185
416.4064	417.1493	480.0088	444.547	413.8826	365.3496	253.3192	105.179	32.72742	2.83267	8.206908	-3.776151	11.57839	10.69166	24.32585
416.7437	424.7031	489.0935	450.8084	420.5885	368.601	267.219	122.4572	37.70841	6.160869	3.79822	-10.16296	8.157494	18.74867	22.71539
417.0811	432.7882	473.7072	467.6721	438.9069	378.8496	279.0442	122.7862	38.91951	11.67026	7.865503	-2.001191	12.97979	24.16785	7.220331
417.4184	446.4123	482.7321	481.0598	441.6949	378.7372	279.1187	125.2313	38.97108	24.87179	8.609311	18.17573	18.53852	14.76844	3.834684
417.7557	452.2397	491.0112	478.6076	445.8659	375.9464	275.9851	114.7326	34.24613	23.53652	2.398755	10.66663	14.8634	8.06719	4.057397
418.093	448.8659	487.9169	484.526	440.2594	370.9992	267.0954	112.4815	34.61324	16.73735	6.18306	15.01898	2.556331	8.382524	5.835832
418.4303	432.6154	478.7337	470.7967	450.643	377.5352	266.8886	98.82072	33.14905	10.03731	13.23727	5.653471	5.63963	11.30373	9.908545
418.7676	428.9131	472.6538	462.0635	453.656	383.0278	274.6638	112.7928	43.73243	11.47646	22.10327	2.313862	13.82889	16.34817	8.721065
419.1048	434.4829	474.7131	470.6725	455.7614	386.0933	285.369	118.1272	42.85112	2.36145	15.11793	-6.989493	11.61448	12.26369	8.740774
419.4421	431.6127	468.8466	491.5257	433.0638	380.0771	277.7977	129.9488	30.20837	15.44588	12.33211	9.088423	12.58293	10.93348	7.386163
419.7794	433.268	490.2684	483.5781	450.5706	391.2458	267.1809	121.4449	16.27097	21.37672	15.78546	4.204154	12.97857	13.41262	15.18358
420.1166	444.8587	485.3817	476.0144	459.9306	385.6764	266.6554	119.8217	22.81614	22.72859	23.02098	4.112092	16.03749	7.134767	15.97011
420.4538	448.0103	473.2632	476.1463	466.8797	374.4491	268.1528	108.9251	32.41171	13.35785	19.97968	12.54956	5.154786	1.063513	16.67807
420.791	442.7256	467.3861	491.6885	446.701	375.9548	269.953	109.7541	40.76115	22.74009	17.2225	18.87681	6.207913	-6.145658	3.519598
421.1282	438.0954	487.083	478.3297	452.6177	395.9102	269.6621	100.1835	43.11403	22.25959	16.86867	6.240621	5.820221	11.30031	7.038271
421.4655	444.9034	492.0213	473.7001	451.2016	397.553	280.1451	105.3449	43.75948	19.48012	17.20896	5.487761	14.87527	19.18451	17.56402
421.8026	435.8143	493.5081	464.8522	469.6937	387.5619	283.6194	102.6528	39.18225	13.62385	23.95469	-0.7664601	20.86791	37.19235	16.54334
422.1398	428.2843	488.5213	479.0625	474.4392	386.1257	283.0862	104.0935	32.58226	23.27658	24.9736	-6.309604	19.94064	31.11658	5.542261
422.477	435.0951	487.0357	489.2956	475.1572	384.7779	282.1845	102.4611	26.46362	19.17553	8.819464	-14.46683	8.374468	22.71064	8.389113
422.8141	437.8837	483.0226	513.3205	462.4175	391.1123	278.0245	120.6492	24.15666	14.93261	0.9554461	1.256694	3.891907	23.10543	19.08387
423.1513	444.1543	482.2889	514.2102	460.9427	390.06	280.5689	118.5701	30.09372	5.334416	2.831652	5.690361	-0.3904546	26.45897	8.766048
423.4884	447.2389	482.9364	502.6231	462.1109	384.2836	275.8565	118.7698	38.00364	8.672187	18.83253	12.63655	7.485054	21.08957	-3.279014
423.8256	450.9713	489.7371	503.2955	463.4478	384.7336	274.2932	118.1508	34.51717	14.3953	11.80957	13.06586	12.52906	2.120801	-10.95603
424.1627	454.3361	496.9541	507.392	457.4976	397.7632	286.7502	122.0578	27.52942	13.5515	13.93366	4.240292	23.77671	0.07588694	-3.428512
424.4998	480.8032	499.1284	513.9622	460.7953	410.8909	290.4398	117.9515	26.10386	14.44348	8.73099	1.958323	12.10167	2.850167	-9.45464
424.8369	485.3911	504.9475	496.8246	478.0697	420.3518	293.2577	126.9979	40.50185	16.32318	2.401142	-4.252047	19.88594	21.92922	6.233243
425.174	483.3836	513.3539	508.0338	493.9443	426.1289	294.6392	131.6599	41.49871	18.10608	-11.68985	5.96671	22.05272	25.4895	9.179641
425.5111	479.0226	528.1254	522.2321	495.1908	418.279	293.1761	130.9267	45.67598	11.33347	-4.008371	13.46275	30.51624	26.13256	10.55991
425.8481	497.3755	535.9628	544.3195	497.0337	416.3639	286.3138	140.3564	39.68472	13.931	15.28045	19.215	17.46926	24.90276	-0.3795117
426.1852	489.569	537.1296	550.5093	499.5062	427.2032	290.0078	153.929	37.29176	15.75808	22.77869	13.2281	15.61444	24.85237	5.882782
426.5223	493.6377	543.0383	565.0403	519.525	437.01	306.4519	146.641	37.30764	8.820679	5.697452	4.167846	17.26719	13.88171	6.402913
426.8593	498.6492	557.3618	564.8188	527.6197	438.6291	311.2093	130.468	52.38488	10.36466	-4.195054	3.933627	22.31928	11.29651	8.359177
427.1964	509.0109	559.494	561.7027	538.6465	448.5011	308.0272	130.4057	54.36408	16.92122	-1.930831	1.453037	16.79351	12.738	5.241231
427.5334	514.3463	547.0777	566.2402	528.8152	454.772	304.3373	140.8135	37.98489	26.12049	4.101901	4.707442	13.27793	14.76392	8.632656
427.8704	509.2135	551.7355	574.2358	535.374	460.8674	324.1076	139.7957	39.3126	25.62931	2.810666	10.62427	9.099652	10.91432	13.85967
428.2074	507.6552	567.0457	571.4564	549.3848	463.3092	339.3958	134.0937	46.53362	27.09286	11.67638	10.65547	18.62673	16.84018	20.5696
428.5444	505.9398	587.4228	592.207	563.0365	471.4028	343.3308	141.6719	56.02504	15.10345	11.73678	5.030966	18.51228	16.48548	19.17967
428.8814	528.5897	600.7015	610.6541	553.05	477.5863	341.8531	159.9983	51.69291	9.870717	7.9601	-12.08212	13.64821	20.1674	19.9928
429.2184	548.0745	596.9764	617.9694	545.3613	478.7115	343.4236	165.2101	48.61184	13.54312	13.50011	-6.839589	-1.174678	11.38912	20.46561
429.5553	562.5598	592.7367	598.8994	553.9417	483.8624	348.8846	157.2274	49.97896	25.13082	18.65994	4.721506	12.92234	8.436248	10.18789
429.8922	547.5444	584.7005	601.6955	568.5601	485.9353	352.8571	162.2845	51.68974	20.26293	12.51504	14.09185	8.338309	16.57078	11.5099
430.2292	544.2729	598.6418	599.9348	575.8105	507.0293	372.2028	164.0617	66.01431	18.471	-0.3424873	8.081922	15.20839	30.29285	18.40537
430.5661	563.9263	599.9582	626.8839	583.3634	503.1297	375.034	157.1131	57.28545	20.15212	0.2429253	10.72479	12.08036	22.71721	13.58426
430.903	565.9223	603.6069	636.7231	592.5416	506.6307	372.5272	155.715	55.11225	13.54549	4.570601	24.75735	22.27528	15.08051	8.832241
431.24	565.8506	602.6419	625.9802	598.5538	511.3541	356.3685	178.0482	50.73336	-3.925825	11.20756	15.90959	17.40929	24.99358	9.264853
431.5769	550.7455	612.4642	601.4161	589.6024	531.1035	367.9362	174.819	62.93721	18.37919	11.07349	-3.257088	26.23346	48.06104	11.69234
431.9138	570.6035	626.9175	626.8292	594.4836	525.6662	387.3987	167.7316	68.60914	34.95583	13.24991	-5.846955	24.86272	45.65842	10.18105
432.2506	588.8096	634.4139	664.3279	624.7018	526.8726	411.5545	177.72	79.51279	42.72414	26.72826	28.42613	39.50644	39.80071	27.77353
432.5875	609.7847	646.713	676.2806	642.6345	535.8335	417.9322	195.248	90.14984	37.9991	31.85242	47.19915	50.84041	39.95929	44.63111
432.9244	601.8608	633.8749	670.1567	634.4456	549.5284	411.5424	189.4868	93.70157	56.25346	46.57117	43.43985	52.34814	52.73112	59.04533
433.2612	593.6074	628.9364	656.947	596.7593	528.1526	395.6408	182.6511	78.9925	46.61087	41.46273	22.17865	32.96388	43.39513	43.1462
433.5981	586.0882	616.362	634.3467	590.517	514.4334	388.8529	175.9348	68.2403	34.66272	30.33501	11.67348	31.77697	32.07023	30.75161
433.9349	569.5873	608.5359	631.4409	598.1656	509.6925	374.6671	171.6277	58.23628	24.95984	7.161977	3.652952	35.44669	33.67503	19.50598
434.2718	573.903	605.8821	637.7247	617.8558	525.4266	373.968	173.2587	71.13925	26.95132	6.479275	14.8369	45.29776	40.76508	24.44794
434.6086	580.0923	620.288	639.6539	609.5258	524.755	373.3447	172.377	66.42382	28.05951	-3.506235	11.12929	36.25962	26.4105	11.68013
434.9454	566.3903	619.2615	614.7092	596.0718	519.1301	371.1369	167.1881	58.49413	16.82447	2.299792	-8.227742	30.09399	14.92482	10.47788
435.2822	549.039	598.4919	604.843	577.0381	517.4031	362.5575	155.8762	35.09011	9.576871	-1.302668	-29.68687	21.48865	15.66379	5.152528
435.6189	544.1382	575.8361	596.918	575.709	504.6136	355.4747	143.9211	37.21552	4.414153	-9.917344	-31.2507	11.82357	7.016989	8.189249
435.9557	553.2001	569.6937	600.754	579.5261	496.4309	348.4898	133.9597	39.65722	6.089821	-20.3988	-34.20862	8.149298	9.896375	-1.849125
436.2925	539.4866	576.0706	590.0544	571.0307	494.0961	349.0693	137.2734	48.76685	9.779222	-9.93316	-33.361	16.75454	12.61162	-3.252699
436.6292	550.1699	589.8818	594.6026	558.8539	492.5923	364.8438	154.4438	45.75233	5.162815	-11.86361	-36.82776	22.28592	22.66514	-4.640735
436.966	557.0842	593.1741	604.4743	562.2248	500.5512	368.3664	167.638	46.37239	4.961212	-5.58577	-27.99132	11.43074	3.914297	8.355158
437.3027	563.9665	592.2123	623.1566	572.1277	506.8241	363.235	181.6778	47.36923	4.65629	1.158776	-17.89349	14.28351	-6.504653	6.582059
437.6394	540.6848	595.377	615.7516	578.2437	498.1372	365.3347	180.7328	55.07495	21.72822	13.65869	8.19448	18.71609	-12.96311	6.634491
437.9761	555.2907	595.318	615.9573	588.0015	480.4225	370.2947	184.079	51.93684	12.81102	-3.517787	1.629558	24.6813	5.791327	11.81961
438.3129	573.478	605.4976	616.7018	586.5487	492.3945	367.5636	178.4997	45.18295	17.05547	-4.714429	4.856424	23.79178	12.59395	9.617968
438.6495	588.1771	612.1938	635.5399	593.4621	507.8509	370.2344	175.691	39.959	14.99482	-10.28825	8.160925	17.94991	8.724296	-0.9737424
438.9862	588.4174	617.076	643.1351	605.0247	509.4019	373.6014	164.2763	46.16586	19.60597	5.455838	20.04414	13.36171	10.28198	-0.4216863
439.3229	594.0468	618.9728	646.9158	610.2755	518.5665	378.1758	156.764	46.05043	7.491293	9.594556	12.95761	10.96829	23.77473	4.274646
439.6596	600.0307	631.6237	646.9179	610.6083	531.2084	379.5739	168.3371	51.33934	4.261806	20.22949	7.884796	14.33261	26.98923	-0.8363833
439.9962	581.5696	638.5061	661.4028	622.6839	538.9795	385.2911	178.8829	56.08645	11.56684	15.76193	-1.304137	23.07773	32.12822	1.102378
440.3329	571.261	644.0095	675.7548	627.157	537.9583	387.3624	180.9359	56.08426	27.46468	17.10789	-4.371924	32.60502	39.53214	9.641501
440.6695	582.9178	656.051	669.8029	632.6332	544.5593	393.0217	175.399	52.14863	26.50654	21.37106	-5.411637	33.95691	36.6256	5.856965
441.0061	610.4838	655.5188	652.069	647.5615	547.4496	403.1632	185.9423	50.15017	29.86067	19.47285	-7.563028	34.24709	22.73881	6.24384
441.3427	631.3437	650.9942	664.6634	660.9334	545.6447	405.5224	189.1786	58.74511	32.78738	8.966947	-7.046693	23.7713	16.6748	8.019035
441.6794	634.0892	669.2866	690.8584	648.6268	548.7926	399.1225	196.2924	63.44013	37.2322	10.85477	10.8403	9.928365	18.07228	7.329601
442.0159	648.0029	690.8522	710.5114	651.465	564.5444	394.4218	193.994	69.40376	21.97198	20.70028	17.83345	1.652287	13.71692	-4.212755
442.3525	642.5831	682.3898	698.2843	660.6801	587.8384	399.9509	185.4248	61.76434	27.25894	15.37787	2.902584	16.1546	20.75878	6.314003
442.6891	656.2402	676.4506	712.2496	668.5438	591.2412	411.8486	183.377	52.43468	17.7106	1.039332	-5.79659	12.29858	8.391644	8.716258
443.0257	665.4493	673.9775	715.5801	672.7468	591.1068	427.0008	202.8785	56.12504	20.36069	0.5657564	-2.170325	19.09746	13.87029	21.59803
443.3622	694.1129	692.4921	721.6436	687.0449	577.7756	434.4214	225.2274	64.48019	16.31988	1.052639	6.046641	12.84989	15.02627	8.197966
443.6988	689.0038	714.8967	721.7424	707.0308	593.0026	432.2168	222.3597	67.25493	21.75943	2.183383	9.424925	15.87274	28.46967	6.180051
444.0353	674.3213	719.9117	754.0994	717.0154	601.3227	430.0202	214.2802	58.30218	16.7346	1.174332	12.6148	4.643426	15.95572	0.4332543
444.3718	665.7007	701.8563	748.1435	718.0148	607.759	451.538	211.4626	62.43021	17.08697	6.059712	3.834807	21.46856	23.17779	19.84444
444.7083	691.6179	703.1651	749.2398	714.8593	605.4892	461.6912	226.0634	69.90759	30.18903	4.332964	2.616483	27.97027	18.51435	16.74673
445.0448	714.3629	721.7253	763.9922	713.6508	609.32	451.4224	219.3849	88.02828	39.67818	6.775529	18.53826	24.01795	18.55193	7.535089
445.3813	721.1161	739.506	796.7825	729.8793	614.9311	433.0956	207.9151	83.58109	35.79892	9.096791	20.29064	2.972294	6.23584	-3.281808
445.7178	715.7023	746.3852	791.9595	756.9932	624.4966	423.6837	217.1799	78.84347	20.0689	16.79508	14.23476	0.1140075	7.03565	5.229022
446.0543	722.6249	741.4288	788.7905	780.0421	652.3002	443.0155	234.4113	81.86623	18.75446	12.88637	-7.669272	12.70304	21.4907	10.51157
446.3907	734.7282	740.9056	792.521	782.8219	663.2662	470.989	232.2461	81.56788	29.54954	8.105739	-0.1302364	21.68503	31.82907	27.62846
446.7272	732.3793	739.5477	813.5103	777.012	652.7637	486.3525	226.6387	69.84219	26.04934	-3.180654	7.930649	14.91748	26.26117	24.0912
447.0636	733.9942	752.2729	817.1845	774.1249	645.0759	470.4344	234.2655	69.11752	22.69597	-0.6096634	13.77852	12.93021	9.234098	20.65717
447.4001	743.5121	759.95	820.5032	787.5674	662.6897	467.4081	236.3727	80.88967	15.18781	-0.9780898	-1.709602	18.88648	17.07392	8.022668
447.7365	750.0392	762.1992	821.6748	780.0364	671.3503	473.5972	227.3052	77.65046	23.39952	6.379862	-7.979251	29.28969	24.88039	14.20176
448.0729	755.4662	746.7689	822.0253	771.2405	655.0756	484.3339	230.7084	71.5854	14.45667	3.948841	2.665587	25.82077	26.66309	6.990326
448.4093	757.4979	751.6211	820.6329	758.3953	645.0745	482.3917	231.9898	71.02631	13.0221	5.019258	9.453509	23.57874	15.89768	10.68724
448.7457	760.9671	766.3156	831.4498	760.2725	646.3177	467.8792	234.3287	67.79459	7.973082	10.2882	21.20119	8.908228	3.264198	7.013885
449.0821	757.1608	757.255	821.3883	755.6405	638.991	456.7692	242.9175	55.41247	17.73128	15.29965	14.57169	11.17193	7.474298	10.7472
449.4184	757.5562	766.0084	819.4131	773.9797	645.9154	462.9083	254.2962	63.37914	18.53763	11.47134	7.304822	2.750439	3.273142	3.504527
449.7548	746.0676	776.6066	824.774	779.7985	660.8308	477.2318	246.843	70.61934	20.55075	10.13314	9.713264	8.983474	10.40072	8.860059
450.0912	759.2997	782.4219	838.287	782.5446	660.2748	477.0278	229.44	85.61433	11.16615	6.770143	21.16174	18.52679	3.322655	5.597582
450.4275	753.3138	770.6681	829.5691	761.0309	640.7142	482.6636	226.8598	78.39014	10.88655	7.230607	12.29065	29.33911	19.99102	18.5279
450.7638	748.7395	764.1244	832.7908	745.6457	629.7604	476.985	235.0018	73.57433	11.46309	11.70869	-1.015791	14.23276	18.79235	10.10633
451.1001	744.8217	753.6221	823.4056	728.9782	648.0476	477.4289	242.2646	66.71385	23.58062	14.49407	-2.280861	9.795074	29.9358	9.246656
451.4364	758.6768	759.0074	817.1877	743.8367	657.729	472.4825	241.1796	72.23956	23.34851	8.639613	4.997521	7.636433	22.80852	6.91503
451.7727	759.5586	764.8538	814.4979	745.3126	654.8068	481.864	234.174	83.38567	22.94084	13.57305	-3.342796	19.33867	31.21357	17.89172
452.109	765.9203	770.498	828.5787	749.6641	640.8341	485.4901	232.8996	75.58355	22.18249	18.05301	5.342951	17.02652	16.96547	11.28924
452.4453	773.3663	769.8671	821.4979	750.0621	647.5731	491.3914	224.6673	71.98927	27.72735	8.969559	6.819662	29.36872	19.3796	11.58132
452.7816	753.1804	782.692	811.1565	758.7079	640.6952	491.3141	229.5741	65.5498	26.18395	0.3906285	9.146846	17.56988	12.74743	9.613332
453.1178	746.8386	763.4561	800.5259	740.7245	632.7883	484.8764	230.0208	79.80371	20.65415	8.016076	-2.47744	23.94553	15.37958	5.149557
453.4541	743.7704	750.0132	801.7484	743.4901	647.1516	490.0327	236.6833	90.2873	19.62	11.69313	-11.92979	12.09413	19.09058	3.865507
453.7903	759.9062	746.7944	808.4279	758.5137	667.4938	500.9005	235.9997	105.2131	33.75835	3.947031	-13.91198	21.9595	37.22483	13.36208
454.1266	759.6964	761.5488	824.7244	769.5541	670.7974	517.8015	239.3103	97.74874	36.48511	-13.98946	-6.393123	23.70345	38.68272	12.06495
454.4628	771.2891	765.7001	848.1058	757.7528	659.6909	509.5038	242.1978	87.0714	28.70653	-4.640096	4.23698	25.96776	32.07573	6.09797
454.799	779.6356	767.3569	846.4119	767.2726	651.7049	501.4196	247.1482	70.21709	18.44647	9.160574	0.7973973	13.28245	14.71281	0.2618235
455.1352	799.3653	775.1193	850.0828	768.0939	661.4293	504.5396	254.0064	71.22813	23.17817	13.13481	5.502352	6.670942	15.7687	-2.198535
455.4714	807.0106	788.8649	867.1603	759.3738	656.3896	515.2147	246.5847	67.80305	17.66453	3.933299	3.351954	2.262496	15.34547	1.263686
455.8076	803.0559	797.616	866.6981	758.5032	666.8464	529.4568	248.7467	85.63013	7.83227	3.213371	7.327612	9.624599	26.01808	14.85064
456.1437	799.9885	807.2137	864.0436	799.4089	679.6759	522.5204	259.4349	93.09195	8.830998	-1.356804	13.3889	9.692875	19.24666	10.94288
456.4799	824.6417	806.0659	855.5992	807.4562	712.1506	523.3346	268.0156	96.73096	21.50126	-0.629986	17.70091	10.55432	25.00432	12.53353
456.816	835.7842	801.7012	883.6417	820.008	715.3858	514.7136	262.2509	73.79724	23.1422	3.045153	7.979963	9.407754	12.63767	9.912764
457.1522	829.1032	780.0858	893.7229	801.2813	705.816	538.004	258.8457	76.63566	19.73417	4.387249	2.29683	20.96758	20.13942	18.79386
457.4883	816.3085	794.4568	916.368	821.3922	704.9263	543.147	257.2316	88.3965	18.4712	-7.226957	-10.82882	20.30704	32.28565	7.214677
457.8244	827.6678	846.6783	916.8488	830.5547	713.7408	552.2673	261.3673	92.72308	27.41877	-0.1473802	-9.079152	15.83801	31.95926	10.74181
458.1605	855.8513	877.736	936.303	850.1858	731.6014	562.2943	267.4306	69.06009	23.12122	4.781972	2.157101	17.36959	16.733	8.069379
458.4966	877.8044	875.1595	928.8924	847.2892	733.9764	562.4114	286.7464	79.06937	37.31739	4.00902	7.994184	31.45003	27.15956	32.26723
458.8327	890.887	876.0751	940.687	855.3354	736.6979	567.047	299.8871	99.59173	42.83936	-1.377673	1.325886	26.75298	30.45729	21.87008
459.1688	894.2614	895.4639	953.5903	874.5565	741.6568	571.6007	308.3754	111.5725	38.56902	10.64672	6.127036	31.13016	24.99991	16.99271
459.5048	915.0867	903.1078	986.5817	881.8596	748.9446	581.1614	305.5741	96.19493	19.31387	9.127311	9.291205	18.2647	12.0873	9.127296
459.8409	908.9616	901.4451	995.9617	882.7198	757.6956	567.1125	296.3477	89.43935	19.69265	0.08904305	9.184733	18.69463	19.43002	19.91464
460.1769	922.4645	918.9731	1017.166	878.3709	755.6579	582.3935	295.1299	94.7021	20.86141	-9.493099	3.854674	8.897899	19.04322	8.918616
460.5129	939.6136	932.571	1019.386	891.1272	759.0244	597.4116	296.3917	102.5459	23.44173	-1.346651	-1.221663	12.43173	19.43413	5.027593
460.849	965.0057	944.8611	1028.005	906.9523	764.3833	616.6772	309.5753	106.3322	30.07283	-4.879791	-7.855192	5.699625	12.10255	4.19996
461.185	961.6403	940.6704	1025.378	914.1322	790.9052	611.4203	310.3373	105.025	26.87573	11.12997	-5.074289	1.125155	4.170908	14.96188
461.521	984.4357	948.426	1037.985	922.5782	798.8277	611.5174	318.3662	111.1789	32.8943	12.32954	0.5831695	0.8881106	13.93238	24.57034
461.857	1001.771	968.9975	1047.692	929.207	797.7076	598.9808	323.7423	105.6148	33.46994	16.37966	7.084205	-0.1275335	16.63602	21.32051
462.193	1011.169	986.8697	1048	938.5706	803.0259	618.0245	324.4746	103.1185	31.52403	6.363319	10.93002	11.94887	19.1167	6.670943
462.5289	1020.209	997.3437	1031.259	927.1445	815.6158	626.2119	325.0922	102.0926	23.47395	7.981933	14.23213	16.53474	3.942918	7.961324
462.8649	1030.88	995.6043	1043.855	943.8701	831.3367	618.7644	330.5978	104.3796	33.36195	3.596422	16.37061	12.705	-0.2477233	5.494907
463.2008	1023.005	1011.121	1072.902	964.0177	833.2819	618.1216	352.8257	106.0486	38.61032	3.254592	28.55359	6.656844	3.692832	4.068031
463.5368	1009.616	1012.669	1097.49	997.7145	825.9664	639.3841	357.9357	111.5862	30.46393	1.900375	16.33946	11.08002	6.424421	-1.556726
463.8727	997.0762	1004.898	1093.101	993.6968	815.9385	646.7042	346.8821	116.5795	27.87188	1.878773	11.16034	16.45169	5.155815	8.486217
464.2086	999.0933	993.4746	1092.189	999.1309	829.1682	645.1232	335.9841	113.2854	22.1325	-0.4343648	-3.501587	24.64667	13.76282	11.97451
464.5446	1005.356	1005.867	1095.027	985.4532	835.2283	646.8639	342.5542	110.1902	35.19529	11.1544	-1.965528	21.3388	23.38057	11.95949
464.8805	1021.878	1002.905	1102.946	972.6015	838.7289	653.4376	351.834	108.221	40.88342	16.71395	2.313921	6.297727	16.00403	6.772003
465.2163	1019.623	1005.362	1107.079	947.0768	844.6705	645.8493	351.098	110.348	47.09734	19.97368	15.89616	-2.232067	10.09808	6.21116
465.5522	1029.079	1015.163	1104.418	957.4126	860.1959	643.337	343.9798	111.6467	34.07082	6.251379	11.5535	11.04108	14.10552	14.90787
465.8881	1028.597	1023.19	1093.389	976.0178	853.4034	650.0748	343.774	110.6544	29.97823	4.786	5.783741	24.48017	28.06033	10.25066
466.2239	1037.829	1003.404	1091.809	984.2936	838.0401	660.4936	342.8128	113.4059	27.14894	2.68856	6.143656	17.04823	26.65849	11.68661
466.5598	1033.667	998.6434	1086.936	965.8314	825.7032	644.9064	334.993	110.8036	32.12862	14.69457	13.57254	16.18845	23.44421	16.81098
466.8956	1032.673	997.492	1103.711	961.0291	842.1273	626.8186	327.4578	105.9158	35.0728	16.14098	16.19627	16.67952	10.14498	22.56177
467.2314	1027.332	1006.143	1091.459	952.8882	830.9102	622.8544	343.3357	94.77656	30.74271	19.48075	26.48422	13.55571	12.03124	11.11162
467.5673	1057.547	1019.553	1091.81	970.7001	805.1211	629.259	343.4434	97.45686	24.0549	10.212	19.28753	1.322399	9.784678	1.779714
467.9031	1061.299	1026.353	1069.859	960.1495	780.7317	609.2299	329.2468	113.1932	23.80629	8.921726	7.491659	-0.9110999	15.93433	5.522157
468.2389	1054.964	1019.595	1083.848	956.5632	804.9205	608.6919	317.921	114.1596	32.42375	-1.539049	-2.956746	3.943357	22.88453	5.508396
468.5746	1046.006	1009.964	1079.374	946.7552	835.7587	614.2969	339.9095	105.2429	36.82954	3.073415	-1.004259	17.26472	28.74598	7.111123
468.9104	1056.728	1007.33	1082.051	972.0063	865.1946	632.9861	338.2591	103.2243	39.44204	-1.041649	-11.1056	20.90817	31.06375	9.795368
469.2462	1035.245	995.999	1075.493	975.3057	842.2137	626.5638	335.0379	108.3831	36.16729	0.8555555	-11.09674	22.40848	26.45901	19.05302
469.582	1031.693	1010.852	1067.039	952.7437	833.5055	625.8104	333.8091	110.827	32.11541	4.655792	-10.9747	11.28116	16.58972	18.89863
469.9177	1024.194	1011.77	1072.289	937.3057	825.442	626.2673	339.1927	123.7155	33.16632	9.882998	-1.020845	19.24184	13.11452	15.28381
470.2534	1025.122	1019.522	1095.905	939.733	817.9291	642.0313	337.7045	129.3718	38.45803	7.210516	-2.655605	9.840566	13.7886	9.874488
470.5891	1021.823	1004.809	1110.372	935.1207	810.2545	645.5192	344.2464	126.366	33.94685	4.67307	8.296917	10.75451	9.946883	7.802828
470.9249	1059.25	1009.43	1089.702	930.9874	824.6425	632.1812	349.3824	116.5934	30.25771	1.160906	3.476594	-1.670256	-5.38443	3.975223
471.2606	1070.519	1014.207	1077.546	935.5134	828.6607	630.3276	345.6803	121.1376	29.57957	2.916407	10.3179	5.661282	-1.03382	7.11156
471.5963	1067.462	1028.458	1098.276	961.4355	817.1058	648.5347	352.4446	116.5215	32.63799	3.119673	0.3676121	9.651383	17.98699	0.08193983
