iteration,target,energy,pressure,radius,flength,grating_pair_displacement
0,2.2098570918478603e-11,0.0002376599021161583,2.0567764855590998,0.00011604015086770088,7.231212485077365,-0.00024994281259132757
1,4.429323313228088e-12,9.155236764595901e-05,2.493065730945695,0.00029246753030151063,1.943976092638942,-7.721963647847613e-05
2,1.5430039286578016e-08,0.00023863753148148264,4.716902556126168,6.232441693906678e-05,6.883673053927919,-0.0001477738751342413
3,5.877507587431193e-09,0.00035171037958028103,1.30858765630998,0.00013914567008819546,4.231317543434557,2.9344914222875838e-05
4,7.332802172760289e-10,0.0004103350559039915,3.8585304843922312,0.00044437511853321726,9.685789599622035,-9.328791092037857e-05
5,2.748114610794212e-11,0.00045257299857673133,1.4446165383883085,0.0004451641265432359,0.9419376925608013,-0.00023047260838355882
6,3.0869188624909673e-12,9.425607522487254e-05,3.123223616575339,0.000361344701277713,4.268965487550016,0.00022894476507525095
7,3.222675686795383e-12,0.00019198203395272832,0.7444918413301662,0.00038756494172523535,6.896359184047678,0.00016731283594868644
8,4.478209722183492e-06,0.0004949874900079226,4.3064704974458765,9.64517029599389e-05,7.50683997836041,-0.00010977800396779741
9,2.7335316366115914e-08,0.0002515520867791573,1.989522064268931,0.00010851285745322495,9.095095480621646,-0.00010319292581316026
10,1.0883427984579178e-12,5.871513104163369e-05,1.8868255662996853,0.0002712079216761522,6.82047177610492,-0.0001441859419999705
11,1.1110606101325441e-12,7.401314530268617e-05,3.382591580493173,0.00036489126200941904,5.783764294370929,-0.00017663571254709491
12,1.205312394522183e-09,9.605049297252163e-05,2.5735082252142902,7.247905652573922e-05,4.199154279413726,9.720007886387255e-05
13,1.32909958203907e-09,0.0002911533826619802,5.024027772677558,0.00031394976822589685,6.671566987675909,7.444556029154257e-06
14,2.211802916870254e-09,0.00045653086187954757,4.390147753838,0.0002289545766434901,1.4609995710477517,-0.00018036182637462073
15,1.3249830086804451e-11,0.00012440938870261975,4.128751916489039,0.00037669909340770316,9.282334945920736,-7.611707012724673e-05
16,9.278455785766056e-09,0.0004474877410426144,2.2719103399376324,0.00017146755129426172,6.2743548498505275,0.00012547121701366858
17,1.114936412488389e-09,0.0004531487981882301,3.7250997199212303,0.00032976307409410483,4.338102779725819,0.00023242002357419278
18,6.638537353638828e-11,0.00010163568782901884,3.332160018468549,0.00023366156124257653,9.499943661200005,-2.5043933260029733e-05
19,3.463576760349348e-12,0.00015666214110936246,0.6732609108839545,0.00032771521112932574,9.043457253566313,3.6839743336142955e-05
20,1.7506861567120563e-11,0.00019699020579744326,2.310586291211549,0.00045884081791390963,5.317875212350332,0.00019297104965538723
21,2.343180468020092e-11,0.0003305120521063112,3.8519437589281886,0.0004987952827031662,0.2566303041809072,0.00021471861687188064
22,1.0117088777063818e-09,0.00012755322875539785,3.879299906083339,7.970007772492812e-05,1.4576439213258898,0.00021629773151858177
23,3.82994075845671e-06,0.0003899583736711099,3.9472443848635397,0.00010592193288747412,7.563374265766339,0.0002115122677732417
24,3.2536475736724753e-13,5.8946060227908016e-05,1.797495132326072,0.0004370125769072996,0.3594887700894208,-0.0002358467559896027
25,7.946236771399027e-10,0.00029247397895374377,1.2336807158539895,0.00017563265555501276,5.572937588989082,0.00017101544617980285
26,5.517731002424202e-11,0.00031359167215622955,0.7461504769029967,0.00041028470270627735,9.698997908364777,3.0515109627854973e-05
27,3.4226358059625355e-11,0.0001548384232284592,4.649563368064561,0.0003862047392317331,8.090341436625915,-5.606967796791413e-05
28,3.763762545089662e-09,0.0003003081052956885,1.2206067655222066,7.004834534514277e-05,1.4509067340407817,-0.00022004115524389419
29,2.119612489010833e-09,9.837235809774181e-05,3.245892457090138,5.5650191071602134e-05,2.3345224522177617,0.00010649449019133831
30,1.191736651563507e-11,8.238842586026906e-05,1.599214744133776,0.00016354658505664553,9.676035667002694,3.405023095997108e-05
31,3.556880976696138e-10,0.00038472163433379185,5.141492349588003,0.00043107296067051586,2.0347518629822563,4.067946363662888e-05
32,7.437505104695096e-10,0.00015793149161641377,4.489891755921826,0.00012055612759073793,4.988320171260426,5.997785919068985e-05
33,2.044936666567345e-12,5.8359290979834284e-05,3.4612421128383866,0.0003059831466889166,0.7932192228203011,-6.8274445314840996e-06
34,2.398886315928397e-10,0.00019281308419497232,2.4162522175208028,0.00029792669860305356,9.887299928683245,3.987260962289848e-05
35,1.104709623567101e-09,0.00038540049390792594,0.9664669350594001,0.00021653788906134783,6.725405645186528,-0.00011754022116859531
36,9.105222907927744e-10,0.00033337287815970404,0.9673985438560111,0.00016714179436034342,2.180722698156912,0.0001263777768694069
37,2.2213316332385435e-10,0.0004121395536845055,3.0839768281516498,0.0004661635866797078,2.0149993979709446,6.973044043997008e-05
38,9.600606640769625e-12,0.00016848354671919995,4.2274624964898,0.00045851713362658584,0.7530147977718354,0.00011753298164433472
39,1.8992835116755603e-10,0.0004693874311385768,3.5095160093476583,0.0004770573443094274,0.23812057245841045,-0.00013281895693928973
40,4.857980019861297e-09,0.00047757925366118586,3.6240358853320798,0.0002255034713635608,5.610866563132048,0.00020780317488313727
41,1.3761449734887636e-10,0.0002686958001936094,4.938958191383816,0.00046343004603512274,6.082673780907735,2.477396075428127e-05
42,2.2268217576233115e-09,0.00022769402581559968,1.2436423798111245,0.00011078562112102908,9.636299031563047,-0.00016302216665976783
43,3.638226942252486e-08,0.0002775479745546035,4.481273476808784,5.675854133395507e-05,0.31309557221455997,0.00022398510560884052
44,3.770851077527701e-11,0.00012928831500877487,4.39984699762481,0.00020513149370748204,3.387429386231686,-0.00018450157759454156
45,5.1893590441722e-10,0.0004730483670500152,4.562673137712065,0.00045742654341889217,5.861940381476092,0.00018941599220592204
46,3.2066883754396086e-10,0.0002569461196175631,1.9800210950117618,0.00027061408517896747,5.508833478601695,0.00014930179557601968
47,1.6749972792735916e-10,0.0003195996384406453,2.6635847323312976,0.00041331223799817866,0.2537794279532737,4.674070409831858e-05
48,2.8590379435512642e-11,0.00019186016139291782,1.5101271315188887,0.00040456815522147695,8.939598214398998,3.892860764226775e-05
49,3.534773926509793e-11,0.00032541402967022027,3.797298024932285,0.00046337080008988665,0.6337017935301542,-3.990315999943388e-05
50,4.855959298750474e-10,0.0002176276236931488,4.197747527176294,0.0002852797414757517,7.347782891262802,9.793363051165772e-05
51,4.2335172589858323e-10,0.00018495438478792177,4.093065078839542,0.00026338891340146637,4.638780927744782,4.306887734316486e-05
52,3.5791739423033043e-10,0.00038128046147481686,3.776766069133111,0.00034334445446328014,6.935557331325378,-0.00020206777450722124
53,5.565075562930958e-10,0.00022481489310922998,3.369786841432092,0.00014872393094115304,9.264946839168026,0.00017438359010317218
54,2.0996478248805603e-12,8.640478288809964e-05,3.8381152716172364,0.00039020635461662706,8.514680855968184,0.0001506406623738474
55,1.1697462426345708e-11,0.00015523033677987408,0.6871835566618624,0.000387008124612077,1.4600515796568565,0.00019198075638112024
56,6.711612373208608e-11,0.00029769978095743615,2.6297606073180404,0.0004212720115644524,2.219109593623462,0.00024133338820987553
57,3.6352769226148898e-09,0.00034760318561689353,3.5350362161220716,0.0002330645317216413,5.092049105651274,-0.0001194637612678009
58,2.126435014583561e-12,0.0001133792267409587,2.7343716734072654,0.0003697220657187687,2.7417058635168634,0.0001753255550753887
59,1.2798938660749104e-10,0.00026101198022645064,3.9202707387167757,0.0002608186260255397,0.4727711164309497,-0.00018488788400656885
60,8.796400148795984e-10,0.0002230691492495239,1.2774128360418646,7.780059996270093e-05,5.369761184835196,-0.00023465137737567772
61,1.025610351469819e-09,0.00017071704349259036,5.17675001692391,0.00019129350070165994,5.449960055554472,-2.3048454907235565e-05
62,3.841704683408637e-12,0.0001258926783054428,2.92363169285524,0.0003725845643076897,7.526382943561867,-0.0001570828927387923
63,7.707028821167337e-09,0.00034959543213315865,3.3031909930088443,0.00019561918521511274,5.300157128289744,-3.932993162721632e-05
64,1.9212008436747796e-10,0.00028872683554936624,4.528373521400975,0.00037879990948605014,5.809175391009772,0.00019101639089975193
65,7.556892502919742e-11,0.00022104464363864078,4.367636125046787,0.0004431126048226862,7.526291677177385,6.944365266088734e-05
66,1.21061061906045e-07,0.0004366273756638201,5.064063221367403,0.00010580960380478673,0.5177362426650869,-3.925529537968076e-05
67,1.1775212037521897e-11,0.00011648122977680502,0.9023740396824229,0.00017985560862532926,5.989910205705051,8.574651057721494e-05
68,4.051842476012947e-12,0.00012358901720085818,0.9218237372024737,0.00021878982980995854,6.020429714914197,-0.00022633525560008605
69,7.185853926288581e-10,0.00030044104966879775,5.02504648145301,0.00018914065957692633,9.003577663874303,-0.00024468863222364427
70,3.143396324493546e-13,7.114245554677367e-05,2.4477360914438084,0.0004976542755046168,2.5098748003072076,-1.818744787267389e-05
71,4.8222837183409244e-11,0.0002356709312187662,3.9388868392319103,0.0004263571523785187,7.605210428537897,0.00021559023825666547
72,5.325722436523576e-09,0.0003621593239625304,3.9525919892597856,0.00015293861394557464,7.570611633606464,-0.00013754840688427378
73,4.774854382294686e-12,0.00012763482976781571,3.899164821686971,0.0004899913841066506,1.1713718043470047,0.0001256288575766968
74,2.146675857210481e-08,0.0004909985783813131,4.220793558091563,0.00016319470716353083,7.318696562340495,-2.4844087072965315e-05
75,2.4078530220729016e-10,0.00039432898833596607,2.372381885933795,0.00042513620007850775,3.313782356796583,8.793432538747235e-05
76,5.422946340855375e-09,0.0002972150470300218,1.3728204700618218,0.00010547005722313262,0.9970054480374101,9.610891541261823e-05
77,7.692636810085755e-09,0.00043296681241470654,1.6382235669010772,0.0001564354805832164,4.818401435172987,0.00013484450437038548
78,1.011846924945371e-09,0.0004040419852082881,2.3315952021302317,0.0003456685317449637,1.0086989932277148,0.00011645729795764753
79,8.238746336253644e-11,0.0004652892815232732,1.0209893299355746,0.0003991846470753665,9.382652949137674,-0.0002407128107747122
80,2.1442472633563243e-10,0.0004925530510521021,2.3303202075385228,0.00048093939091301447,0.9711088450225235,-0.0002222077002644181
81,2.6024774545050738e-12,0.00010301973877407628,4.792727782181438,0.00036250343269591986,8.614490654179708,-0.00013301392951974738
82,2.436338153069149e-09,0.0004843709440263436,3.3327912613539175,0.0003189379265510954,0.38485862690716277,3.686513271868139e-05
83,5.845603419013165e-11,0.00042708702240146907,1.2418178954439818,0.00033821240760444044,7.231523150797171,-0.0002443215303963773
84,9.206067980581715e-11,6.603770314788102e-05,1.412284712365063,9.354309742170564e-05,9.444812272641922,0.00011840602605037344
85,7.164610639065267e-10,0.00028247849763898136,4.478775365855304,0.00021858398178856763,5.805540042225724,0.00024221073261799196
86,7.1454672857055064e-09,0.0004006053869177909,4.784319887210752,0.0001967332132701667,5.340387941780445,0.0001594180692509607
87,5.667586464431922e-10,0.00039089534144063975,3.272259751947164,0.00035596551618838606,4.550654326600925,0.00017256063454663257
88,2.5110003605226875e-10,0.00026046656239419723,1.3216881405556546,0.0002683207197475934,5.6014573970473664,9.720090670687004e-05
89,1.6187878300950007e-13,0.0001230635486490701,2.9859807644443093,0.00041439401333836975,0.5965681107968689,6.889731485757816e-05
90,2.691535080926075e-09,0.0004799165545442494,4.414784727498646,0.0003959039779573728,7.704441976149023,5.012112635605526e-06
