"Wavelength, nm",Intensity
136.44237175216523,6.055572757499463e-18
136.53333333333333,7.784848721893854e-18
136.62441627751835,1.0518096066097463e-17
136.71562082777035,1.3424792364123574e-17
136.80694722778892,1.8701021353814975e-17
136.89839572192514,2.5906074971622057e-17
136.98996655518394,3.487559669012149e-17
137.08165997322624,5.655361588387662e-17
137.17347622237108,2.364640179006297e-16
137.26541554959786,1.0980335248467537e-15
137.35747820254863,4.400351734755872e-14
137.4496644295302,4.223069230072051e-13
137.54197447951645,1.8660502935550133e-12
137.63440860215053,1.07682924261343e-11
137.72696704774717,2.3743016621208533e-11
137.81965006729476,9.083912545527485e-12
137.9124579124579,7.724444015301315e-12
138.0053908355795,2.7398756384386166e-10
138.09844908968307,1.7660891125033947e-09
138.19163292847506,2.9273070904935745e-09
138.28494260634707,5.129120285058917e-09
138.37837837837836,3.236486991106518e-08
138.47194050033806,1.0724435535616069e-07
138.5656292286874,2.164781622193959e-07
138.65944482058225,3.140636165535409e-07
138.75338753387533,4.0996264636216833e-07
138.84745762711862,1.1742415023575704e-06
138.94165535956583,2.400543064290495e-06
139.03598099117448,2.303712191852674e-06
139.1304347826087,1.0841159910108867e-06
139.22501699524133,1.6679792242738423e-07
139.31972789115645,6.386938838235387e-08
139.4145677331518,6.779857842714489e-07
139.50953678474113,1.0475355419427426e-06
139.60463531015677,6.218760458101192e-07
139.69986357435198,3.261128468086808e-07
139.79522184300342,2.5136079874302914e-07
139.89071038251367,1.7992136255250374e-07
139.98632946001365,1.6100227975433775e-07
140.08207934336525,2.0205610117706384e-07
140.17796030116358,4.020210173318252e-07
140.27397260273972,6.781501178192754e-07
140.37011651816314,7.07120132607577e-07
140.46639231824417,5.869764624413138e-07
140.56280027453673,6.958141903145969e-07
140.65934065934067,1.7381804471758585e-06
140.75601374570448,4.541616272962805e-06
140.85281980742778,8.025741781844562e-06
140.949759119064,1.1905847807470067e-05
141.04683195592284,2.0120178082420752e-05
141.14403859407307,3.2884256451188355e-05
141.24137931034483,4.3524102443496705e-05
141.33885438233264,5.948835177244039e-05
141.4364640883978,0.0001012511938238138
141.53420870767104,0.00015853326403408088
141.6320885200553,0.00017059460212222392
141.73010380622836,0.000150216399645396
141.8282548476454,0.00023100645628774778
141.92654192654192,0.0004032731524049592
142.0249653259362,0.0005101316472999968
142.1235253296322,0.0006282331655225599
142.22222222222223,0.0009323884325275271
142.32105628908963,0.001173897164897107
142.42002781641168,0.0011115536284672797
142.51913709116212,0.001107557106790698
142.6183844011142,0.0014803605836722353
142.7177700348432,0.0022946318177482455
142.81729428172943,0.003144200962645337
142.91695743196092,0.0028533443710981967
143.0167597765363,0.0015824011299927136
143.11670160726763,0.000852754277615226
143.21678321678323,0.0009466696407085503
