SPECTRUM DATA FILE
SpectrumCount:	11
PixelCount:	2500
UserName:	Atto
SampleName:	
LightSource:	
Comments:	
DeviceName:	Qmini
DeviceManufacturer:	RGB Photonics
DeviceSerialNo:	20020

Name:	pow1_24	pow1_1	pow1_0	pow0_9	pow0_8	pow0_7	pow0_6	pow0_5	pow0_4	pow0_3	pow1_2
Date:	2022-02-16T15:59:59.9267058+00:00	2022-02-16T16:02:25.4351774+00:00	2022-02-16T16:03:57.0377985+00:00	2022-02-16T16:06:19.8417797+00:00	2022-02-16T16:08:22.2451256+00:00	2022-02-16T16:10:29.3486375+00:00	2022-02-16T16:12:12.4520741+00:00	2022-02-16T16:14:06.5548465+00:00	2022-02-16T16:16:13.2576706+00:00	2022-02-16T16:17:47.4606495+00:00	2022-02-16T16:19:54.1635794+00:00
ExposureTime:	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
TemporalAvg:	10	10	10	10	10	10	10	10	10	10	10
IntensityUnit:	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue
CCDLoadLevel:	0.0872149	0.1110666	0.1229433	0.09682628	0.06592862	0.07021003	0.07415643	0.06700621	0.08959481	0.09693237	0.08867021
Temperature:	23.82187	24.12839	24.23068	24.43546	24.43546	24.6405	24.53796	24.53796	24.53796	24.6405	24.6405
DiagramColor:	200	16711680	49152	16711935	42495	12632064	3368611	53970	65280	255	12898745
ProcessingSteps:	783	783	783	783	783	783	783	783	783	783	783

Wavelength [nm]	Intensity1	Intensity2	Intensity3	Intensity4	Intensity5	Intensity6	Intensity7	Intensity8	Intensity9	Intensity10	Intensity11
575.8044	2669.217	2154.447	1738.473	1261.886	456.8544	163.4187	15.01388	1.99087	-5.765687	4.739345	2439.604
576.1367	2615.687	2118.362	1740.477	1254.111	446.785	152.5657	26.52357	-3.420606	-3.397673	17.48638	2403.148
576.4689	2569.407	2170.308	1719.756	1228.121	472.6889	135.9402	29.4881	-8.878874	-6.809145	12.15604	2415.855
576.8011	2582.129	2188.121	1687.661	1205.715	503.05	148.4805	30.57176	-9.047068	2.345958	9.040761	2426.809
577.1334	2627.408	2148.997	1669.269	1229.966	484.0002	163.3869	30.62931	-3.357644	-9.338635	8.123795	2419.249
577.4656	2612.998	2126.059	1690.119	1264.994	469.2515	170.3872	31.01428	-5.426127	-6.461936	15.83553	2400.708
577.7977	2582.482	2170.931	1696.898	1269.949	478.6658	163.0701	27.926	-5.319157	-8.974214	10.17959	2480.973
578.1299	2595.933	2177.35	1682.328	1267.141	499.4109	167.9841	39.18868	3.92459	-7.220587	6.705001	2504.667
578.4621	2640.247	2142.701	1675.057	1299.408	489.6071	162.907	41.93497	10.52081	-17.54577	3.880798	2507.073
578.7943	2668.172	2087.502	1671.943	1322.708	499.7994	167.4631	33.33762	10.62087	-13.72602	9.391349	2507.884
579.1264	2677.163	2112.794	1708.702	1298.76	491.5054	183.6555	27.7209	9.411877	-16.20295	19.63182	2582.192
579.4585	2661.779	2152.069	1708.722	1277.079	497.9148	198.6341	34.3093	8.233962	-9.73563	14.79405	2510.617
579.7906	2628.877	2203.226	1679.591	1275.297	489.6311	188.6361	43.6006	4.135024	-12.23983	16.40712	2455.496
580.1227	2569.721	2217.129	1670.357	1300.409	515.5513	168.965	51.81588	4.58159	-10.1113	13.05487	2398.589
580.4548	2583.656	2196.78	1767.896	1323.192	525.0132	173.0689	46.74722	5.004561	-14.72012	15.22145	2415.431
580.7869	2601.034	2155.97	1835.758	1345.108	550.5045	178.22	40.13448	2.406055	-4.568853	-1.122593	2410.552
581.119	2610.962	2171.514	1806.674	1348.639	553.4355	178.9441	34.86005	-0.3482329	2.004056	0.7598845	2473.981
581.451	2613.649	2229.222	1792.734	1336.021	535.5215	177.7261	38.95587	-4.549969	-1.447659	7.748363	2501.366
581.7831	2645.058	2209.435	1761.793	1330.284	522.3391	192.3927	41.4212	-1.876257	-17.09573	20.07203	2553.151
582.1151	2651.695	2139.398	1713.339	1298.705	537.9404	203.8863	43.79786	-3.042419	-18.81	17.9546	2588.961
582.4471	2607.38	2147.135	1685.984	1308.85	562.3123	207.1274	34.74361	-10.83354	-7.503256	10.70326	2595.917
582.7792	2608.993	2182.935	1779.459	1319.435	532.516	205.1031	36.00339	-9.543881	2.053074	3.965185	2525.992
583.1112	2655.853	2199.544	1820.252	1351.962	522.6055	208.1034	42.37386	-6.124482	-2.295096	0.074111	2471.245
583.4432	2666.909	2197.93	1787.82	1336.8	521.2959	210.6734	40.52972	-1.260797	-1.287594	6.800826	2441.247
583.7751	2640.733	2225.574	1792.959	1335.893	552.0696	229.7294	37.79114	3.188526	-8.603644	1.0457	2485.598
584.1071	2584.485	2209.842	1834.349	1319.941	572.4141	225.7293	37.12211	17.38967	-8.442032	0.2993477	2550.168
584.4391	2670.249	2187.546	1850.921	1373.706	606.9362	206.9906	33.79878	11.12464	-14.06507	-5.222682	2584.886
584.771	2753.983	2195.63	1848.143	1426.191	604.2844	200.5205	38.8865	3.054662	-8.806642	-0.88893	2523.941
585.103	2794.349	2262.905	1814.69	1462.034	615.8489	224.3168	37.64819	7.802765	-11.35351	-2.194521	2532.682
585.4349	2753.777	2300.542	1807.173	1434.273	638.7802	230.6115	42.89717	10.01159	-6.793778	11.66616	2640.084
585.7668	2783.44	2301.761	1840.917	1441.921	649.4626	230.1423	42.47919	5.999068	-13.62286	10.59439	2747.187
586.0987	2770.105	2296.173	1866.083	1464.598	645.7991	244.8418	45.50359	8.693862	-13.68576	5.221037	2797.554
586.4305	2743.616	2331.483	1828.672	1489.758	636.4031	250.3758	33.46379	17.58935	-13.57054	-6.482025	2802.181
586.7624	2722.097	2332.038	1821.047	1448.376	628.6657	244.0786	31.63927	2.957172	-13.52257	5.531959	2759.568
587.0943	2750.08	2336.83	1874.082	1458.182	618.9972	237.9629	35.65633	-6.165253	-12.55355	-7.072099	2692.077
587.4261	2768.143	2341.159	1899.567	1522.962	621.3549	257.2791	53.89889	3.605881	-11.69182	-2.428121	2672.543
587.758	2859.846	2364.62	1913.874	1610.498	626.2711	261.7787	55.99497	13.66534	-17.17521	3.085454	2680.403
588.0898	2893.128	2357.169	1905.65	1581.933	644.3975	263.4326	50.18006	10.16562	-24.35889	9.755132	2634.253
588.4216	2912.415	2345.87	1904.719	1558.46	670.8218	256.9767	42.43753	4.698778	-12.10627	0.304461	2613.464
588.7534	2856.408	2354.086	1913.951	1512.816	684.3306	255.947	57.88392	7.114359	-11.84632	15.66735	2599.755
589.0852	2813.216	2364.313	1962.994	1509.22	680.9594	259.947	51.66232	6.974496	-13.1755	23.42082	2675.849
589.417	2779.306	2304.573	1966.432	1505.517	662.6835	269.4844	53.93269	17.83328	-10.67273	13.54628	2724.051
589.7487	2826.174	2304.599	1977.523	1539.242	655.6862	276.6065	60.8821	23.75231	-10.51284	10.31442	2772.919
590.0805	2865.279	2372.986	2011.11	1535.021	673.1173	267.0812	74.03537	3.680345	-14.58577	3.450871	2736.551
590.4122	2912.914	2434.455	2058.248	1566.861	703.5735	273.0742	71.50729	-4.780239	-19.26363	0.4292255	2749.451
590.744	2960.321	2423.425	2032.603	1592.713	697.6156	285.0099	79.65192	-0.644794	-13.25532	8.249115	2787.817
591.0757	2968.527	2446.534	2025.986	1598.702	715.3066	291.248	64.93653	5.303344	-19.03125	21.04702	2870.77
591.4074	2944.295	2483.291	1978.854	1583.959	745.7499	279.7808	56.67943	6.909433	-4.827845	13.66617	2870.204
591.7391	2966.355	2518.309	1960.076	1626.494	770.8339	277.6009	43.26756	12.68521	-8.17304	3.57997	2874.509
592.0708	3000.385	2529.846	1979.66	1616.997	764.9696	290.5911	56.50939	13.44109	-7.586102	2.012883	2923.984
592.4025	2999.771	2537.9	2077.96	1597.373	768.5302	307.9666	56.07344	4.364578	-18.93451	9.628048	2984.88
592.7341	2992.076	2518.187	2087.437	1601.35	775.6833	320.8253	70.02915	9.040679	-10.59571	18.92336	2915.708
593.0658	3043.427	2541.904	2072.153	1635.55	781.335	327.2921	70.80334	-6.832672	-13.33672	13.96239	2858.51
593.3974	3094.143	2561.917	2080.961	1674.615	784.0898	324.5344	83.75602	-3.350174	-10.9851	8.289703	2839.592
593.729	3059.168	2611.471	2132.662	1719.789	770.9886	319.805	84.30053	2.383614	-13.94085	0.7297873	2863.414
594.0607	2966.329	2572.071	2129.737	1710.322	750.8184	317.351	71.71265	26.74714	-10.9316	5.453245	2837.56
594.3923	3001.141	2550.488	2187.74	1634.98	764.3579	315.7535	64.51315	19.08248	-22.48785	-1.364347	2882.481
594.7238	3067.437	2538.635	2240.482	1627.33	809.1055	314.6561	64.26664	18.81623	-19.31067	7.573855	2956.639
595.0554	3056.565	2551.651	2228.37	1670.09	837.9268	331.1518	70.26199	10.68196	-14.66462	2.827606	3006.97
595.387	2983.386	2508.01	2070.483	1686.992	839.2375	352.6567	75.10701	13.2128	-5.819159	10.32739	2955.294
595.7185	2964.751	2494.596	1982.889	1654.858	826.9686	365.4324	76.95988	7.708512	-2.719937	5.099996	2975.888
596.05	2964.921	2483.976	2038.207	1657.086	841.4838	360.1117	84.2306	9.602004	16.78121	5.874792	2957.322
596.3816	2950.064	2564.664	2160.042	1690.153	843.604	347.0166	77.04968	8.258471	11.63117	2.737316	2915.689
596.7131	2923.545	2550.563	2152.469	1722.176	819.5107	334.2781	66.42484	7.024452	2.029876	3.471885	2816.267
597.0446	2918.833	2518.128	2090.469	1691.543	793.5243	349.4661	60.09033	1.619348	-11.3885	4.587174	2844.776
597.3761	2924.563	2436.376	2054.636	1636.908	797.7081	357.057	77.52876	9.297376	-3.752417	3.499036	2858.132
597.7076	2935.452	2440.192	2125.817	1616.226	839.4368	348.3212	83.09052	9.984355	-5.15859	6.858509	2883.779
598.0391	2973.966	2452.488	2113.995	1651.777	839.601	344.6122	84.34762	14.50952	-2.55603	18.90306	2843.459
598.3705	3019.817	2497.513	2053.908	1683.374	830.7858	368.1933	85.17626	14.37584	-8.856462	19.25287	2817.317
598.702	2959.555	2518.666	2039.445	1688.844	818.4888	364.6313	90.71718	26.09654	-9.712079	15.4572	2800.045
599.0334	2943.873	2504.966	2087.893	1681.354	828.0581	352.2033	87.32603	18.54631	-6.545516	1.829788	2817.519
599.3649	2950.729	2460.337	2080.274	1696.2	811.5219	358.2069	91.40456	12.52144	-7.068734	7.91417	2756.078
599.6963	2957.619	2434.663	2041.592	1672.599	789.2036	385.6455	85.86568	11.4071	-11.9244	10.86245	2716.39
600.0276	2899.486	2388.156	2012.578	1621.834	796.9986	384.5403	85.10643	13.62634	-11.75446	5.545088	2728.64
600.3591	2895.298	2389.141	2029.745	1613.181	799.0546	372.7174	79.25011	6.202813	-17.1128	-4.16037	2757.079
600.6904	2863.601	2400.408	2035.704	1636.964	816.1916	362.4663	92.04936	6.085882	-16.60326	4.142831	2718.185
601.0218	2841.135	2491.821	2063.056	1681.46	829.4819	370.7426	94.67709	15.18006	-13.38109	14.03498	2717.144
601.3531	2743.509	2511.527	2050.037	1685.125	841.1799	377.0945	88.49346	17.45341	3.924617	9.555645	2736.383
601.6845	2723.688	2453.816	2064.213	1676.979	834.0398	380.3203	76.45101	4.019715	2.222646	-0.3790884	2699.991
602.0158	2774.357	2345.645	2083.831	1633.243	859.8054	374.7858	95.04329	-3.000399	7.580244	9.964931	2652.621
602.3471	2847.161	2335.923	2070.31	1632.169	869.4085	367.8319	95.76714	5.765122	9.94747	9.424731	2666.481
602.6785	2784.58	2311.365	2037.58	1639.346	847.1981	366.0948	87.21415	28.4014	10.00664	9.294158	2625.329
603.0097	2722.578	2318.915	2038.924	1658.664	828.241	370.6008	77.84893	28.56596	-0.3433445	-4.162687	2613.841
603.341	2678.775	2260.3	2046.405	1615.335	847.3917	370.699	94.43207	18.974	-3.935103	3.121275	2638.734
603.6723	2711.681	2259.25	2000.171	1604.398	855.4924	371.5797	91.91926	15.40622	-9.497104	2.624333	2699.909
604.0035	2773.993	2238.792	1920.703	1595.156	874.4902	385.986	97.08538	25.55986	-13.775	10.28088	2669.858
604.3348	2814.399	2268.167	1902.368	1660.905	878.7729	392.8885	99.72396	18.29592	-12.79495	5.289534	2681.624
604.666	2808.145	2293.458	1974.507	1683.882	880.4658	415.8654	117.6928	10.20522	-2.574033	7.869176	2661.015
604.9973	2813.051	2339.963	2046.034	1716.186	864.3874	429.511	108.5475	7.688169	-4.775204	-3.176459	2661.435
605.3284	2781.61	2365.386	2088.603	1685.636	850.5286	437.9633	106.7928	17.47223	-2.211525	-5.405903	2636.455
605.6597	2746.167	2388.793	2052.134	1686.9	856.1656	426.278	101.5293	16.21339	-11.72455	-4.683444	2637.146
605.9908	2703.567	2377.807	2000.54	1709.206	885.2878	425.0469	106.7782	22.23158	-6.210456	6.161283	2590.316
606.322	2690.739	2338.167	1964.332	1724.04	922.0258	418.0835	104.148	23.23342	-2.770269	-0.894224	2601.797
606.6531	2678.071	2259.545	1985.122	1687.444	913.9213	420.8469	105.0597	26.37228	4.513735	-8.975163	2619.372
606.9843	2718.603	2314.187	1988.385	1704.972	923.1915	435.2578	97.77728	34.42625	-6.400311	-6.133719	2622.673
607.3154	2731.328	2339.852	2009.658	1728.783	956.7199	447.3752	109.5223	32.52294	1.92529	9.272171	2590.762
607.6466	2765.494	2371.371	2059.801	1763.169	995.3209	461.8499	130.9393	28.75199	6.138587	39.98555	2625.818
607.9777	2772.263	2362.957	2072.19	1744.346	1017.843	479.3509	144.9228	38.7891	15.93403	57.02625	2600.998
608.3088	2796.974	2353.752	2063.977	1743.269	1032.011	493.6773	141.6638	47.5977	14.09629	50.99747	2617.299
608.6399	2737.478	2287.935	2046.001	1753.737	1000.807	491.4084	141.2397	38.25951	18.90013	32.34021	2604.02
608.9709	2740.074	2238.02	2057.944	1795.228	943.4713	485.9482	137.9059	32.37815	13.33033	25.62533	2640.789
609.302	2708.749	2278.26	2052.087	1801.467	923.7001	465.8431	132.9225	44.04171	2.505594	27.03508	2627.716
609.6331	2692.374	2370.268	2108.079	1732.808	942.222	450.3724	136.9518	38.3815	-11.92733	24.42542	2615.171
609.9641	2600.947	2377.079	2112.676	1702.161	938.9948	445.3679	127.7159	22.3905	-28.27841	5.669807	2538.431
610.2952	2604.107	2367.924	2095.6	1710.732	921.5411	447.1201	113.0203	-0.6891695	-40.58772	-8.461808	2540.056
610.6262	2604.946	2304.405	2063.089	1749.33	912.8745	440.4518	108.964	-3.764052	-54.49428	-4.678782	2604.345
610.9572	2683.772	2314.389	2066.463	1775.699	945.8821	455.492	126.7644	1.447882	-77.27088	11.23996	2634.765
611.2881	2744.467	2274.645	2054.081	1744.542	964.3078	477.2141	130.245	3.564637	-100.1727	14.40067	2613.664
611.6191	2778.654	2266.395	2042.706	1683.116	959.4886	495.6315	125.3829	6.336602	-111.8716	15.3966	2597.441
611.9501	2743.711	2250.18	2027.523	1711.906	947.4218	485.9464	129.033	5.994837	-84.63893	7.152055	2599.278
612.2811	2750.374	2259.556	2129.346	1841.439	987.0368	489.6165	132.9581	13.22431	-56.00044	3.960636	2591.883
612.612	2767.352	2300.771	2187.949	1901.341	1017.209	491.5021	129.0786	15.29728	-33.72434	1.045482	2559.366
612.943	2762.952	2324.261	2170.89	1892.513	1054.083	491.181	138.8884	28.79584	-31.83453	-3.334833	2539.688
613.2739	2708.676	2359.924	2124.505	1910.252	1048.04	503.3462	154.6499	21.78931	-26.36004	-5.681784	2545.226
613.6048	2694.021	2322.966	2189.075	1939.197	1060.952	537.7249	163.0804	18.70127	-25.65863	10.00024	2584.336
613.9357	2714.15	2269.512	2184.836	1919.369	1042.75	555.9632	158.4593	13.92536	-22.57819	11.49996	2631.777
614.2666	2754.598	2276.261	2133.199	1934.818	1077.94	536.6064	162.038	26.55186	-27.64969	6.038872	2648.493
614.5975	2722.83	2311.516	2072.05	1927.676	1070.994	530.1605	158.1886	33.10294	-26.50471	0.4755919	2624.149
614.9283	2718.942	2368.213	2126.585	1904.16	1084.23	532.3011	144.5127	25.60203	-24.55215	3.178169	2691.339
615.2592	2750.479	2421.561	2157.313	1870.871	1064.994	553.194	151.9937	31.45713	-18.38167	6.10473	2771.635
615.59	2782.639	2475.698	2190.87	1938.897	1057.169	567.2166	160.3663	39.56544	-23.56432	10.74248	2765.006
615.9208	2731.515	2489.772	2191.506	2005.967	1015.249	575.3938	168.3035	47.97508	-21.91223	21.67723	2714.165
616.2516	2738.741	2509.838	2240.773	2032.332	1031.618	556.9257	150.0345	31.72607	-23.66138	16.87822	2746.149
616.5825	2766.272	2497.422	2261.882	1989.125	1040.314	554.5327	161.2892	28.82477	-16.00798	11.76572	2757.535
616.9132	2853.468	2474.254	2250.884	1948.03	1066.171	560.1677	173.8116	20.81351	-13.6084	2.945522	2755.667
617.244	2845.945	2421.712	2244.067	1936.251	1111.946	573.2169	186.8432	35.76604	-1.990605	20.70516	2755.092
617.5748	2860.056	2440.895	2272.364	1957.292	1199.339	569.2331	198.5982	38.70259	0.4646828	23.38871	2777.66
617.9055	2789.176	2446.97	2294.101	1987.971	1202.681	590.1422	207.967	34.55227	-1.110871	24.23162	2772.064
618.2363	2808.448	2504.31	2323.747	2070.588	1206.85	603.7542	207.2018	32.54519	-16.10496	12.46477	2762.352
618.567	2831.776	2499.828	2291.019	2087.71	1216.637	618.291	194.1602	40.64905	-22.89952	12.05076	2751.94
618.8977	2887.77	2524.511	2294.234	2078.196	1266.596	625.5155	191.2828	40.33855	-13.77645	4.624148	2768.014
619.2284	2905.017	2550.649	2324.048	1999.655	1294.2	651.1467	209.9931	42.36298	-0.2311991	3.907967	2767.958
619.5591	2898.043	2566.989	2400.265	2043.819	1370.505	659.5025	215.9614	51.25628	1.403311	8.432726	2747.333
619.8898	2870.264	2531.524	2350.112	2052.106	1354.654	655.283	207.2105	39.27287	-2.424609	11.75819	2722.494
620.2205	2816.777	2510.406	2292.664	2084.304	1315.927	638.4221	189.9109	20.89545	-4.330293	7.853714	2740.483
620.5511	2766.829	2479.371	2276.424	2094.52	1268.104	637.8321	214.179	21.41011	-6.335824	-0.6825658	2730.41
620.8818	2807.027	2494.785	2370.175	2236.98	1305.349	657.8502	222.4197	38.34119	-6.534574	-13.65759	2779.708
621.2124	2881.266	2492.265	2357.693	2255.897	1328.367	694.7663	217.1588	47.08034	1.935719	-8.806097	2856.571
621.543	2977.771	2512.315	2377.389	2234.673	1350.606	713.0659	202.9215	50.91307	-0.596279	3.410663	2927.705
621.8736	2922.425	2472.203	2341.845	2153.778	1300.936	716.8221	208.685	41.11563	-6.500624	17.15491	2890.4
622.2042	2851.877	2517.673	2312.161	2119.085	1274.376	717.6159	224.9188	36.35565	-10.05258	6.206835	2855.736
622.5348	2789.522	2562.583	2258.57	2084.701	1316.011	725.6318	243.0877	48.94031	-12.15502	8.266934	2783.307
622.8654	2876.3	2571.084	2373.212	2142.264	1398.89	726.7978	242.5634	62.23745	-16.14446	1.264423	2762.7
623.1959	2962.92	2537.436	2450.384	2172.968	1406.994	709.1086	221.9819	56.1503	-16.30827	0.2909736	2722.331
623.5265	3028.55	2539.637	2464.963	2196.363	1383.135	708.8027	206.3452	52.50348	-13.37934	-3.14376	2771.264
623.857	2951.953	2518.784	2467.528	2171.059	1357.502	758.7048	209.1484	60.30799	-13.57529	3.53785	2782.084
624.1875	2930.862	2545.931	2517.923	2200.457	1385.364	804.5742	239.3868	54.72249	-6.49903	8.619739	2815.48
624.518	2873.388	2542.818	2426.72	2176.74	1428.877	806.7533	266.4131	65.61642	-7.922357	5.857786	2794.301
624.8485	2841.178	2560.779	2343.914	2196.869	1481.655	764.7328	275.5158	73.47139	-19.02938	11.56591	2816.534
625.179	2708.328	2463.932	2300.954	2170.892	1452.9	724.9608	259.5234	66.96695	-13.43335	8.470313	2807.7
625.5095	2712.973	2440.803	2383.447	2246.013	1441.778	736.869	248.6692	49.00973	-2.975899	9.870397	2778.356
625.84	2692.562	2411.967	2421.586	2301.431	1418.278	784.2918	255.4388	56.71624	2.967332	5.678127	2743.168
626.1704	2740.54	2433.305	2418.717	2334.444	1429.899	824.9527	273.0502	65.02918	-9.181744	1.815313	2744.411
626.5009	2755.014	2409.204	2377.433	2261.472	1396.515	815.0491	275.1552	73.34865	-3.095869	7.15102	2714.96
626.8312	2827.937	2430.271	2423.508	2221.56	1370.719	810.3488	259.8721	69.49785	-13.5392	9.824341	2683.377
627.1617	2818.734	2471.359	2469.88	2188.538	1389.574	793.0555	255.3681	66.89831	-9.073689	16.62135	2621.971
627.4921	2766.731	2489.381	2475.176	2190.537	1437.73	812.745	256.4509	64.00405	-20.25706	10.94681	2569.522
627.8224	2684.66	2467.281	2417.59	2149.136	1464.817	808.0483	253.0875	72.04253	-13.61994	15.73573	2567.956
628.1528	2686.124	2409.595	2399.064	2156.779	1454.887	799.2107	257.1458	70.40285	-11.88869	12.54521	2652.73
628.4832	2681.271	2403.116	2359.744	2114.931	1480.811	764.9523	267.1919	65.07845	10.52747	10.51409	2714.547
628.8135	2654.856	2440.835	2377.982	2107.039	1469.563	769.2715	270.8845	63.70692	9.005908	3.155181	2681.535
629.1439	2643.002	2443.114	2354.493	2111.371	1429.626	760.6254	275.1509	67.2235	1.677023	9.101672	2623.329
629.4742	2658.864	2366.36	2341.797	2157.429	1389.839	774.373	290.9161	72.61568	-5.730653	11.55864	2574.162
629.8046	2657.88	2257.097	2270.301	2170.436	1398.229	798.1617	306.0136	80.53921	-9.725658	21.17749	2548.931
630.1348	2663.541	2281.487	2254.934	2188.965	1461.331	829.4106	289.4188	79.89536	-14.38059	11.60001	2571.28
630.4651	2644.354	2313.777	2217.923	2165.854	1495.765	857.1368	279.4218	81.40961	-7.049702	6.818697	2616.933
630.7954	2598.074	2360.402	2237.873	2155.229	1527.745	866.7283	283.8648	81.39729	0.1941222	-2.500097	2635.732
631.1257	2553.647	2313.896	2282.286	2155.323	1529.317	864.9829	296.2518	81.07289	-4.940131	8.845328	2550.654
631.4559	2533.797	2296.144	2318.246	2148.102	1544.446	850.2459	294.0414	69.06562	-18.57255	5.223806	2489.964
631.7862	2526.357	2242.579	2233.976	2108.163	1564.636	859.2651	293.467	64.82723	-9.406826	-6.16063	2434.322
632.1164	2528.74	2243.667	2148.062	2103.544	1589.088	840.0964	307.8173	72.06412	-6.134056	-19.15763	2419.79
632.4466	2554.751	2231.172	2174.817	2110.95	1561.983	839.7503	321.5188	92.17402	-7.384931	-7.491703	2375.227
632.7768	2544.28	2206.849	2232.41	2135.718	1523.424	860.5468	330.8686	97.13959	-12.49299	8.856148	2456.873
633.107	2523.479	2213.477	2250.226	2164.276	1509.629	884.5832	318.3456	88.92445	1.291483	11.62543	2476.074
633.4372	2487.684	2246.975	2242.621	2171.048	1519.351	892.3099	318.3571	84.99057	6.918782	4.366471	2506.644
633.7673	2510.556	2236.394	2198.223	2152.052	1484.657	902.3219	314.5529	94.41316	8.174349	-5.171189	2480.389
634.0975	2530.392	2196.452	2152.208	2106.673	1468.193	929.7006	307.838	96.03264	3.06965	-5.924268	2491.92
634.4277	2549.688	2204.127	2153.886	2035.581	1463.609	915.7925	300.4853	90.29788	4.705613	-0.5639344	2474.117
634.7578	2530.849	2269.963	2194.199	2020.276	1538.819	912.6611	309.3535	86.74457	4.934345	9.543851	2530.202
635.0879	2510.001	2244.869	2194.715	2044.332	1585.061	886.8322	316.2488	86.54623	9.647885	10.02131	2501.703
635.418	2492.621	2169.829	2229.758	2104.011	1619.879	873.5933	325.3258	91.31744	4.95753	1.035648	2461.73
635.7481	2488.41	2092.591	2235.611	2075.651	1601.695	862.3921	349.5851	100.4129	11.78418	-5.879307	2435.797
636.0782	2511.851	2130.806	2222.071	2073.375	1584.095	886.101	380.7118	87.15208	9.486116	-8.172751	2459.653
636.4083	2513.501	2157.231	2225.78	2033.984	1564.759	894.8141	384.6413	77.11671	14.24736	-3.628531	2427.11
636.7383	2514.158	2140.604	2269.596	2064.302	1567.76	894.9392	367.5675	79.25398	4.135612	-9.325799	2410.321
637.0684	2472.708	2140.916	2235.72	2094.282	1526.453	900.1423	339.4469	95.37302	9.637191	-11.32189	2334.24
637.3984	2472.674	2185.788	2177.916	2143.02	1486.73	901.3332	340.1909	89.35036	2.33986	-10.64617	2306.587
637.7284	2419.824	2172.248	2131.476	2142.042	1524.55	882.0251	351.6476	90.66974	13.80371	-6.65588	2317.4
638.0584	2387.475	2139.911	2075.74	2157	1624.724	878.7377	380.1546	96.00014	16.34097	-9.894754	2363.691
638.3884	2331.262	2141.273	2060.975	2142.992	1665.262	900.8784	383.2089	106.6284	6.12923	2.012807	2312.565
638.7184	2320.369	2179.744	2067.64	2123.075	1667.39	927.6909	372.1544	105.7936	-12.1958	13.97046	2284.935
639.0484	2301.972	2134.83	2111.607	2074.16	1621.44	918.7311	351.1219	105.3262	-0.595369	9.693393	2265.004
639.3784	2361.655	2095.616	2181.584	2110.802	1608.48	946.5095	357.3628	109.0556	7.793245	3.568208	2308.812
639.7083	2395.663	2092.641	2270.454	2148.031	1609.54	973.1598	372.3267	111.4207	5.193426	8.398258	2336.784
640.0382	2380.39	2095.033	2245.831	2195.526	1631.318	982.2399	377.3336	118.9099	-6.125313	7.261664	2369.128
640.3682	2330.661	2070.772	2158.551	2187.271	1597.446	979.5501	374.3932	110.9719	5.427687	5.300665	2355.954
640.6981	2362.574	2050.717	2113.319	2197.015	1605.641	1008.531	385.0793	108.8515	13.14012	8.731301	2355.855
641.028	2367.133	2046.577	2122.862	2152.646	1639.7	1024.089	404.7674	112.0757	16.07167	7.937203	2303.006
641.3578	2353.743	2059.503	2190.961	2154.628	1698.706	998.5419	430.558	127.5974	13.5942	5.062899	2286.411
641.6877	2315.53	2054.412	2163.035	2173.753	1703.598	973.7108	426.6203	132.9309	19.01957	5.3109	2284.382
642.0176	2317.919	2037.466	2108.065	2209.993	1690.91	978.5644	406.1484	133.8417	17.23552	1.762802	2305.433
642.3474	2301.544	1971.505	2065.697	2177.302	1654.75	1009.466	384.4816	128.4821	2.72477	-0.5269496	2284.185
642.6772	2315.854	1965.487	2132.99	2136.771	1666.781	1081.854	407.2635	120.73	-7.32535	3.118344	2285.756
643.0071	2330.51	2013.752	2137.885	2107.759	1679.343	1117.111	430.8469	117.943	-0.3059739	7.676696	2273.298
643.3369	2340.946	2059.084	2149.043	2132.037	1719.742	1137.101	444.5288	133.3658	6.955277	-0.6528049	2240.817
643.6667	2292.439	2043.807	2089.723	2158.865	1714.483	1125.158	433.6426	140.4191	15.83257	2.679331	2193.803
643.9965	2266.913	2013.813	2096.88	2172.999	1724.695	1158.411	447.1505	137.5187	3.103091	13.57272	2190.369
644.3262	2254.044	2004.879	2128.385	2182.314	1748.311	1154.313	457.14	131.9999	15.30937	25.07413	2186.376
644.656	2287.198	2015.538	2187.467	2225.25	1767.897	1155.437	476.1906	137.5149	18.83032	16.32938	2237.626
644.9857	2304.309	2019.765	2139.577	2252.099	1720.702	1133.138	478.6809	133.7345	21.64089	2.444579	2245.738
645.3155	2366.552	2092.354	2173.593	2290.994	1719.462	1157.297	485.005	135.4052	0.8960027	-10.60153	2267.686
645.6452	2352.553	2127.271	2223.45	2299.463	1746.918	1190.506	477.4088	144.747	8.411132	-13.06815	2245.93
645.9749	2346.179	2142.477	2241.721	2264.046	1782.319	1216.33	499.573	154.5623	10.56977	-7.593967	2256.306
646.3046	2324.894	2076.721	2220.367	2218.84	1781.508	1171.655	526.6762	161.1959	15.45573	5.986437	2219.146
646.6343	2324.636	2070.932	2208.282	2222.573	1809.922	1148.283	540.822	163.1015	4.666454	10.15755	2256.423
646.964	2235.947	2024.961	2179.015	2243.192	1807.951	1144.494	512.7908	157.5033	7.675895	10.9923	2314.11
