SPECTRUM DATA FILE
SpectrumCount:	11
PixelCount:	2500
UserName:	Atto
SampleName:	
LightSource:	
Comments:	
DeviceName:	Qmini
DeviceManufacturer:	RGB Photonics
DeviceSerialNo:	20020

Name:	pow1_24	pow1_1	pow1_0	pow0_9	pow0_8	pow0_7	pow0_6	pow0_5	pow0_4	pow0_3	pow1_2
Date:	2022-02-16T15:59:59.9267058+00:00	2022-02-16T16:02:25.4351774+00:00	2022-02-16T16:03:57.0377985+00:00	2022-02-16T16:06:19.8417797+00:00	2022-02-16T16:08:22.2451256+00:00	2022-02-16T16:10:29.3486375+00:00	2022-02-16T16:12:12.4520741+00:00	2022-02-16T16:14:06.5548465+00:00	2022-02-16T16:16:13.2576706+00:00	2022-02-16T16:17:47.4606495+00:00	2022-02-16T16:19:54.1635794+00:00
ExposureTime:	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
TemporalAvg:	10	10	10	10	10	10	10	10	10	10	10
IntensityUnit:	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue	ADCvalue
CCDLoadLevel:	0.0872149	0.1110666	0.1229433	0.09682628	0.06592862	0.07021003	0.07415643	0.06700621	0.08959481	0.09693237	0.08867021
Temperature:	23.82187	24.12839	24.23068	24.43546	24.43546	24.6405	24.53796	24.53796	24.53796	24.6405	24.6405
DiagramColor:	200	16711680	49152	16711935	42495	12632064	3368611	53970	65280	255	12898745
ProcessingSteps:	783	783	783	783	783	783	783	783	783	783	783

Wavelength [nm]	Intensity1	Intensity2	Intensity3	Intensity4	Intensity5	Intensity6	Intensity7	Intensity8	Intensity9	Intensity10	Intensity11
349.4258	-10.54008	5.325577	-1.882448	-13.51869	0.3137084	-0.6218243	12.75081	1.271003	-7.870384	-4.379759	-1.562136
349.765	-5.250435	-2.589268	-8.295724	-9.116905	10.65691	13.02376	12.94694	5.656806	-5.756162	-1.178103	0.04441921
350.1041	-5.933947	-5.840909	-3.3971	-3.076029	8.687364	16.55073	5.284087	-4.491392	-7.949184	8.125987	4.87625
350.4433	1.633379	-4.688765	19.11738	2.43643	12.9162	26.92048	4.792714	0.4032561	-7.408385	15.15063	9.040499
350.7825	2.14085	9.172907	28.76328	5.076425	-2.988721	12.71938	13.35938	5.435842	-10.83682	14.04714	3.287266
351.1216	9.761094	2.991848	26.27273	-0.07923276	-4.972631	6.896838	17.68535	15.78459	8.861217	10.94996	6.230552
351.4608	17.65982	1.612301	22.03545	-9.045261	1.134419	3.63103	15.5131	2.748591	6.22409	8.944343	9.988783
351.8	15.06282	1.756805	13.04672	-10.50744	14.8395	8.196376	10.01247	-11.1538	3.943573	7.593345	8.560983
352.1391	2.446659	9.223317	10.13949	-5.878361	0.5934264	2.389044	5.036302	-13.94774	-13.00644	3.611831	5.461604
352.4782	-7.45482	-1.057136	12.35466	-6.682175	-19.51694	-6.259564	12.58326	3.933502	-6.909373	6.044774	10.35084
352.8173	-3.035399	1.675393	15.87445	-7.617805	-19.49696	-1.73559	10.0303	14.29593	-1.099317	5.874004	14.32022
353.1564	2.714697	7.434826	20.84305	4.479159	-6.659936	13.09313	0.4644823	9.017568	4.188451	6.846038	1.065091
353.4955	-1.695729	12.33552	19.40071	16.9985	-7.408828	13.97373	-5.50006	-7.960162	-1.737746	5.817071	-11.26462
353.8346	9.438293	11.84983	17.72551	19.7316	3.005734	6.264404	4.299274	-12.99884	-7.867682	10.43821	-4.735746
354.1737	7.176625	7.440731	4.756349	5.893397	12.17304	2.027489	5.99142	-7.722832	-10.93569	2.79575	3.981657
354.5128	4.041088	5.452825	4.856003	4.916417	6.616755	7.279388	9.408804	1.939035	-6.907096	1.126061	6.191689
354.8519	1.767001	8.415643	-6.223025	8.925154	-11.8946	12.41112	0.8317086	2.459246	-7.635136	3.89323	4.614059
355.1909	7.477807	3.849026	-6.801005	10.87263	-7.865993	16.08027	1.461918	1.658489	-3.858947	8.702164	8.222862
355.53	10.01068	-4.094841	4.094559	-1.452304	-2.467876	7.419187	0.4422963	0.911553	-4.176233	9.878297	3.259712
355.869	16.6783	2.805674	18.79558	-4.308219	5.553609	1.178534	11.87858	-1.031555	1.773153	7.343323	10.28396
356.208	17.69693	10.17409	15.67105	1.136896	6.483562	2.521287	12.70265	-2.410629	-1.994489	15.64063	10.50666
356.547	12.57078	21.11665	1.933509	10.69261	7.978774	3.972135	11.34757	1.165549	0.6288767	18.94224	14.95622
356.886	8.67072	17.6102	0.6514387	17.8669	4.650795	-2.568405	5.194855	10.96963	-7.790637	16.80826	2.998883
357.225	11.97489	20.96764	7.981647	25.31088	11.90046	6.275858	6.451539	6.609615	-4.080507	8.245364	6.534308
357.5641	10.42817	13.51073	12.17735	9.66396	5.964531	10.02405	7.244752	-7.134428	-2.290626	7.012407	11.49861
357.903	20.00964	24.58573	16.01054	2.279975	8.247246	6.486839	3.291259	-10.33869	1.607681	9.207134	18.80032
358.242	18.56357	19.81296	15.33514	3.963367	0.9931223	1.259922	-13.01927	-3.133207	-5.170493	10.16707	17.72803
358.581	24.52695	16.10293	16.78016	17.82196	11.65608	9.972766	-7.586641	4.891822	-11.32094	25.25577	19.22499
358.9199	19.60565	3.038193	3.112478	4.503215	13.75027	3.818365	0.3827921	-15.33448	-12.0743	37.20556	21.29819
359.2589	27.95151	7.132087	0.6437189	1.373513	19.51923	0.9115799	10.18219	-11.97142	-4.946168	28.19482	15.59747
359.5978	29.39229	5.955507	0.7918269	6.151958	-0.3556506	0.6020268	2.346282	-7.514348	-5.81572	10.91925	15.96467
359.9367	26.43923	4.819015	7.743777	13.16828	-3.359787	12.75798	-6.016969	1.941422	1.94524	3.961368	18.40415
360.2756	18.85089	0.8777471	-4.694114	5.468189	-4.398755	5.44117	-16.94195	-9.951985	-0.3772718	1.577824	24.01202
360.6146	24.23324	12.44013	-7.346273	4.837547	9.438537	-3.693157	-11.65131	-11.5422	0.2111127	11.16556	23.11928
360.9535	28.77086	6.21745	-10.83606	8.881649	4.630932	-5.297165	1.410525	-5.376212	-7.769787	10.74183	18.08114
361.2924	30.05104	3.585138	2.504053	17.26682	3.359344	3.18417	9.683825	0.6508755	6.053166	10.75397	21.73167
361.6312	27.90687	13.43682	-1.007815	12.5422	0.06574874	4.153823	6.334915	1.388042	7.466924	-7.417184	21.41185
361.9701	28.4967	20.81142	12.12807	10.17626	11.90463	9.285457	10.6159	8.56885	5.031478	1.155508	13.4631
362.309	30.09651	16.43359	4.077398	7.560251	7.716201	13.25401	6.97528	11.89741	-10.59553	3.555782	10.48863
362.6478	26.64411	10.47198	2.187458	11.76052	-0.9211314	10.48289	-2.105778	2.331312	-7.593229	3.963699	22.45574
362.9867	12.38029	15.81583	0.4829675	13.49788	-7.186985	-3.178952	-9.8642	-4.457378	-7.506514	-14.14848	31.80725
363.3255	10.99221	14.81608	5.520321	13.65475	8.104974	-3.553627	-6.784765	6.01884	-7.982763	-10.67932	30.60855
363.6643	21.32001	20.52976	3.948452	12.0639	20.55828	-3.260032	-2.813496	7.280856	-11.03401	-0.9845417	24.43275
364.0031	28.33827	22.40223	4.883976	13.82705	16.72669	3.976218	-3.478165	2.822241	2.61785	12.59901	25.89709
364.3419	29.67167	25.12059	8.43161	20.37338	-7.048528	12.81716	1.010072	-1.380757	-1.727724	1.967584	33.96442
364.6808	37.39628	29.2513	11.18975	21.82909	-14.60572	12.34395	12.76403	-2.936295	-13.08114	-5.416343	31.00579
365.0195	43.67494	25.94302	16.59793	10.64431	3.731427	10.08792	9.678037	-4.638548	-18.33286	-5.856001	19.05977
365.3583	34.9765	16.96822	21.32902	8.937657	10.83635	10.67909	0.218193	1.418823	0.5370358	7.035419	16.30164
365.6971	38.56859	22.43491	23.57816	11.12454	6.67731	7.660474	-6.467004	-13.89984	-0.3930017	3.924119	25.07785
366.0359	40.81577	37.48996	10.16483	9.800887	-6.127579	6.210836	-8.326315	-19.78622	-2.182607	6.176503	41.57648
366.3746	47.86985	22.69966	10.18256	10.84473	-7.696309	7.85443	-1.708362	-12.17727	-1.800719	11.37521	45.18752
366.7133	39.05766	9.276543	9.851317	16.43974	-1.063785	17.41467	9.638377	1.82959	5.42572	22.86215	40.37689
367.0521	33.92551	2.567033	22.04346	15.82396	2.637456	2.803766	12.93633	-0.2170567	-6.670582	8.462047	39.79226
367.3908	46.35084	18.08605	19.46921	14.13266	2.088695	7.862342	14.89851	1.160794	-3.276011	3.804138	46.09808
367.7295	50.38029	27.04167	16.34423	21.37764	-5.506347	-0.195227	12.63485	6.688811	0.1970989	-2.307726	45.51237
368.0682	55.03079	32.71081	24.0931	23.99419	1.346779	2.03286	7.173641	6.634995	1.149501	4.749822	45.74041
368.4069	42.7374	26.58007	22.31617	15.12338	-1.867092	-1.184011	-5.57425	4.542213	1.310534	-8.100958	46.07323
368.7456	56.14168	25.68943	20.74996	16.84411	-7.340623	11.7297	-4.374296	4.735998	5.640366	-8.48779	57.02812
369.0843	54.81445	44.76596	4.562945	20.4798	-17.64125	8.225794	-3.722695	-6.529113	3.769516	-5.315953	64.17039
369.423	61.64666	39.50087	20.22419	16.41224	-6.420251	16.06181	3.971022	-9.662173	-8.846186	4.541241	71.6921
369.7616	48.9089	38.05267	21.22645	3.094441	2.208652	10.09303	4.865268	-14.18614	-11.90447	0.9351417	54.07302
370.1003	49.05622	36.79887	29.99548	4.122681	6.617061	0.3173429	4.099866	-6.310667	-14.67085	-2.941047	53.49477
370.4389	54.17121	48.3576	34.85897	1.426234	-0.3919847	-3.924784	6.030226	-11.33606	-10.78528	0.800012	51.06345
370.7776	62.01021	41.91385	37.40597	1.019521	4.468571	12.29969	12.5202	-2.647195	-4.658545	10.34241	62.92253
371.1162	54.77362	44.74185	19.29522	-1.855734	-0.1482035	2.836165	12.39404	-5.952804	7.220558	9.459299	54.25909
371.4548	53.73129	44.26155	10.07857	5.742917	6.103702	-5.941658	8.04799	-5.891677	5.951277	6.042553	61.43817
371.7934	68.69977	54.95575	13.62966	10.06262	9.803584	-4.760925	4.165094	-0.3103508	-4.187221	-1.411192	60.02793
372.132	70.07719	58.43851	25.70923	20.51584	11.82156	9.812332	-2.63611	11.70639	-5.373384	3.721368	65.47532
372.4706	66.72354	49.98384	38.91454	13.75152	5.334238	13.00001	0.09018932	11.77409	-1.25737	1.688403	57.58867
372.8092	64.80587	36.81822	49.14557	11.76189	5.07814	8.115026	-3.262081	-3.415138	-6.753767	8.70437	63.67593
373.1477	73.38896	41.09158	31.93154	13.63158	-0.7941059	0.1480649	-6.564646	-12.22718	-3.96077	-5.47295	60.67557
373.4863	76.80459	51.95195	23.75572	22.25462	-2.130754	-3.585399	3.578377	-11.49344	4.528625	-10.54152	67.33045
373.8248	74.9643	55.80085	26.36419	13.74374	2.230786	-5.346008	14.55414	-1.184431	4.747319	-17.34252	78.74693
374.1634	73.39565	55.34977	45.38333	12.76603	7.070937	-3.888464	15.98296	-1.199547	1.111323	-3.803874	88.43106
374.5019	71.82861	52.97566	37.40289	5.992682	6.546078	6.604055	-2.903064	1.091832	6.150695	2.09623	89.97136
374.8404	84.74074	62.50875	33.90718	12.49279	-2.386685	7.51005	-3.420239	-2.594701	6.17942	7.557937	83.44775
375.179	95.59217	68.39734	28.23673	21.66669	-5.499413	-2.040798	-8.421948	0.1248284	1.95958	-2.508392	83.67839
375.5175	109.6898	68.99263	41.78722	36.99814	-2.025629	-4.679581	-2.306816	8.055001	-3.609615	-1.583834	84.60422
375.856	108.0452	71.21603	44.82082	21.91172	6.659465	-1.258428	11.19755	9.220462	4.065784	3.130523	82.97527
376.1944	110.9542	81.49516	46.52964	23.19447	3.643356	-2.510035	16.14131	-0.07891928	-0.9662914	10.25713	81.3153
376.5329	103.2271	83.1598	39.25286	18.38214	-1.656187	-4.505907	15.37149	-7.669771	1.321506	3.301861	89.26826
376.8714	109.2896	72.16748	43.00018	24.80256	-8.204052	-1.688492	13.09544	4.637272	-9.489099	-1.428263	99.43696
377.2098	110.9241	80.04543	46.02974	16.73305	0.220689	-0.2025207	20.91142	17.42674	-4.753769	5.045602	93.78629
377.5483	112.9717	97.14011	45.94352	24.33683	7.668406	9.716071	13.33843	18.44537	-1.879732	5.627855	97.33956
377.8867	106.7637	99.91025	37.25801	23.12996	8.22221	12.22569	7.471994	10.41265	5.602444	6.781627	115.45
378.2251	115.2463	97.42545	41.16235	23.6039	2.991932	3.137179	7.592248	0.6880803	-0.967684	4.214304	116.2972
378.5636	114.6653	109.3546	42.30989	27.68844	7.067763	-1.937163	8.022532	-1.831978	-6.0381	1.289027	107.4991
378.902	112.787	117.1192	46.95958	28.94381	3.198566	4.031967	1.190768	-3.766936	-4.508893	-7.476539	107.3719
379.2404	115.609	108.1102	63.34256	27.23985	1.441713	8.752021	3.020846	1.417567	-7.306503	0.2082379	122.5151
379.5788	130.0824	104.6848	76.49851	25.32393	-2.041083	10.81496	14.30376	3.610227	-6.551598	8.708757	115.4968
379.9171	131.353	102.3096	64.41872	30.88803	-0.6901417	9.378819	12.29489	6.149258	-4.309563	-0.1222296	125.0509
380.2555	140.6039	107.5745	55.79089	35.76124	-5.197122	4.000035	-0.2472285	6.088146	6.570302	4.742183	131.3159
380.5939	142.1639	107.5061	71.41247	31.39834	-4.005326	13.47038	2.803299	7.560788	-0.780524	15.39587	132.8868
380.9322	137.3272	116.123	79.45779	30.13589	-6.235314	27.96605	10.85561	3.150215	-5.893384	16.71688	117.7657
381.2706	138.0349	106.3249	69.4454	24.45171	1.411224	26.1723	9.245633	5.378283	-12.46297	1.70924	125.5976
381.6089	140.3123	106.7611	59.39757	26.71706	10.3052	10.54792	10.37418	9.071342	0.7691711	-7.93708	132.0336
381.9472	135.8915	99.19705	49.70687	29.5489	11.57667	0.9301881	10.63883	6.635428	1.586896	-9.219708	142.2198
382.2856	130.7811	124.8468	52.44487	31.56313	4.641653	8.723011	8.883909	8.632587	-1.367122	-3.756936	141.6439
382.6238	135.1696	127.6283	57.66124	25.04471	0.8780988	13.50118	4.794387	3.381285	-8.660171	1.172537	137.8357
382.9622	149.5202	119.2435	74.06984	20.56574	6.369763	21.29794	13.82322	1.080171	-9.108862	-0.2217721	134.475
383.3004	152.0167	97.39592	74.05948	25.0801	7.838346	15.40265	20.39539	-5.422854	-12.58779	10.12799	135.9919
383.6387	151.3402	112.6932	69.44691	31.70844	7.478176	11.20219	21.95305	-0.0517851	-18.0801	12.84166	137.5948
383.977	142.3504	124.5947	56.06634	31.28874	-3.25299	4.592401	17.59748	-4.905235	-9.452624	2.524579	136.8746
384.3152	160.4576	124.5552	59.22166	30.49195	-7.271287	6.072327	15.17646	-5.591145	3.891739	-1.054814	149.5463
384.6535	160.5052	126.8192	60.90395	25.88121	-6.653533	2.378939	9.728109	-0.9013384	7.180659	1.79073	154.0049
384.9917	162.1006	142.8156	63.49845	26.68759	3.614107	5.983955	-1.534335	-2.278143	-4.067417	3.4482	152.9149
385.33	167.2362	151.3524	64.25462	22.01599	-5.774956	12.19796	2.785746	3.923494	-12.58297	3.173043	148.8747
385.6682	180.6879	142.0926	66.63798	35.72087	-5.33059	12.54417	14.75872	9.275055	-13.18314	8.336157	155.1711
386.0064	181.0727	142.9879	68.69071	43.08091	8.346749	3.722393	11.31348	4.560316	-5.067168	10.96693	159.1278
386.3446	178.9944	151.9872	77.79288	44.9107	22.82005	-1.849824	6.028335	-0.9954104	-3.743786	14.40078	165.3635
386.6828	188.8472	153.8594	91.70325	38.09528	14.87785	3.773493	16.30508	5.099792	-1.776801	8.976712	157.4625
387.021	199.6785	149.9329	108.181	34.58297	8.047037	12.25243	27.96616	8.658759	-3.36751	19.03073	160.4698
387.3592	200.7999	148.4079	101.425	30.50821	0.07710668	15.85326	24.39697	-2.081089	-0.3356923	20.32947	169.0192
387.6973	196.9078	169.2864	97.52324	36.05663	-4.695664	11.21218	17.74544	-0.8122482	-6.555712	21.95181	194.1454
388.0355	195.9068	176.4539	100.8586	31.88688	-11.0712	5.986305	15.42285	-5.211784	-12.69729	0.5975211	199.1206
388.3736	203.0565	175.467	108.4426	36.52163	-5.423134	12.36668	9.656392	-5.260165	-10.28004	-0.8552866	210.8084
388.7118	218.5718	174.944	97.98303	41.0295	-3.637796	11.11096	12.42586	-6.420514	-3.424905	-7.187227	213.3631
389.0499	223.1694	186.8463	95.31963	52.29742	-3.570079	16.33783	13.84919	-2.804082	10.18366	-6.843136	217.6393
389.388	225.3114	187.7962	94.73447	46.04842	-7.856128	5.486701	15.0113	-7.009091	7.230258	-15.16143	224.0616
389.7261	223.5987	184.258	98.12858	44.97339	-12.12035	5.533755	10.62553	-3.193656	3.50997	-10.32551	222.9023
390.0642	238.0873	196.3736	105.0619	37.42933	-14.8287	-1.106006	15.74615	-2.927225	-5.0197	-4.318213	220.048
390.4023	237.4743	200.7348	111.2765	40.0813	-12.02278	-5.089371	12.12983	-4.623173	-5.231388	8.773907	218.705
390.7404	242.5315	208.9325	116.0976	38.74567	0.04470182	-6.714561	11.96025	0.6104857	-17.98244	20.75124	225.6773
391.0785	242.2731	209.4654	119.9412	48.66975	2.862656	7.99156	5.903516	13.99891	-11.96492	20.46634	223.5419
391.4165	247.1721	221.3054	121.5118	47.4813	1.593442	9.868533	6.755278	11.17407	-4.442658	3.446757	226.0521
391.7546	257.5209	220.2476	110.8835	51.11526	1.563874	3.171195	-0.9124137	2.520684	5.122182	-3.437599	232.5154
392.0926	266.8536	221.39	108.3966	47.10525	0.3732099	-2.981466	0.06675076	-2.397154	-5.791134	-7.554519	239.1492
392.4306	262.2488	216.3963	106.718	55.95298	3.051038	3.581566	0.3895942	-1.593252	-12.01891	0.6308129	246.9182
392.7687	255.5457	209.4969	124.8867	56.46357	4.438866	10.75065	8.746971	2.020897	-27.42729	6.007864	236.8033
393.1067	244.1895	208.5781	123.8943	60.15849	8.231659	18.02335	5.864204	15.85981	-24.58741	10.86499	231.5859
393.4447	238.9751	209.038	108.7582	50.66523	-1.152487	14.56338	1.874362	15.24505	-18.84871	0.1364022	234.9339
393.7827	249.516	216.7601	87.68016	55.62886	1.461334	15.6158	6.063074	3.660877	-4.359897	11.69584	242.5218
394.1207	258.1837	206.4978	97.92155	58.97665	-4.706766	20.62718	16.15727	-2.708133	3.086799	8.527165	233.6407
394.4586	241.7649	201.55	105.42	72.77137	-1.30656	12.59352	11.20104	-0.4313799	4.162592	2.969821	231.9558
394.7966	231.139	193.8424	104.2008	59.31252	1.602195	4.240942	5.464553	0.1746491	-0.05897884	-14.61019	235.2329
395.1346	233.6417	201.0239	99.60314	57.55035	2.703258	2.72101	0.9789205	0.8336139	-14.86262	-8.835677	248.5346
395.4725	237.2238	204.0691	106.0225	57.27866	-13.14636	11.05784	9.162152	5.43774	-16.18634	3.506083	261.3046
395.8105	232.4998	215.9494	110.1138	59.33546	-14.34045	10.8436	5.831082	13.00868	-10.50377	14.38076	250.0573
396.1484	252.4498	223.8435	101.3764	54.14328	1.681181	11.13589	0.6094321	14.25359	1.154288	9.94173	231.4341
396.4863	268.4839	226.7074	97.28353	52.56908	5.552464	13.37453	-8.452229	6.844875	-5.290164	6.272002	232.256
396.8242	276.3319	225.8574	109.3937	48.52731	-3.227959	16.00976	-6.899087	-2.551514	-8.173134	7.511799	248.8292
397.1621	276.1378	224.7452	138.4643	41.13244	-5.856679	11.11904	9.808492	8.68116	0.7638804	15.11084	253.4943
397.5	285.5228	227.8201	134.9398	47.92502	-0.4592376	-1.986554	4.708778	13.18601	6.572557	14.80374	261.3419
397.8379	295.187	225.5696	132.7813	57.09773	2.616226	-2.689594	11.08552	10.87006	8.274195	14.91306	267.5974
398.1757	283.2487	229.0944	124.8388	63.33437	-6.329469	4.17201	12.32763	-3.58163	13.61971	2.807667	253.2893
398.5136	285.8972	234.9211	134.3259	65.91926	-1.298643	11.09643	23.30924	4.528792	15.76844	15.11932	252.7998
398.8514	295.4056	247.0402	125.5433	56.10767	2.339158	7.14236	-0.3147708	6.642639	7.984198	21.19765	264.2183
399.1893	303.6404	251.534	135.34	47.64631	2.147665	5.374218	-5.120996	2.173358	3.352801	30.7264	286.4565
399.5271	289.9185	260.5117	137.2513	56.90664	-6.047746	5.617998	-11.96229	-6.576719	-2.71353	18.58451	296.1851
399.8649	290.8673	258.3118	148.1131	85.36596	1.307792	17.80519	1.593415	10.18707	-13.71064	8.433519	301.1183
400.2028	313.2526	256.8981	148.7924	81.3572	9.579652	12.66614	4.924688	11.62315	-10.55452	5.384541	293.2023
400.5406	326.1784	259.0805	167.373	72.5977	6.440027	13.26051	24.42352	3.569232	-4.330665	10.17437	279.3564
400.8784	332.8869	273.2785	174.3479	57.26075	10.21302	14.66813	25.54279	-0.3269011	-5.813509	18.24445	301.2452
401.2161	338.6234	283.7658	166.79	73.13977	13.7042	28.43172	24.52812	14.34167	-13.23505	14.39071	321.2633
401.5539	351.6278	291.0728	155.3496	75.79391	4.061378	20.08239	8.472439	21.2695	-15.95104	12.30281	327.9458
401.8917	349.5055	302.0033	160.6749	75.83564	-4.055008	13.42041	0.9280904	25.69913	-8.265902	0.9603797	317.7564
402.2294	355.868	300.8652	161.3644	59.27511	2.811946	1.945143	-0.391384	19.87188	-4.965	0.759716	322.7727
402.5672	381.27	296.1798	165.4243	58.32522	13.1481	5.451195	8.301089	16.0085	-2.606008	7.261608	335.9305
402.9049	399.0182	291.8149	186.2253	63.68636	6.516655	5.972191	7.718896	6.390883	-11.79816	11.49065	341.0298
403.2426	392.5054	306.6637	195.5893	70.27846	1.372634	7.023802	2.000619	4.041239	-3.365375	10.54497	353.3445
403.5804	390.1217	314.2875	184.4029	76.31945	-1.057775	-3.611645	0.9437385	1.619273	-2.026154	12.91798	359.2271
403.9181	376.537	328.1171	176.6721	80.20057	8.12728	-0.7002077	14.00237	4.997674	-5.714696	11.26804	366.0243
404.2558	372.7424	336.1693	179.5951	79.78777	15.80992	8.08039	8.934249	5.278983	-13.1357	-4.359275	368.976
404.5934	372.0237	344.5093	188.1754	72.88647	29.42846	9.653641	-7.167295	-0.3679809	-7.484237	-9.30444	369.5361
404.9311	382.2183	338.6229	186.4632	74.18876	25.76505	11.83046	-18.85574	-0.7017428	1.265382	-5.584201	364.4029
405.2688	395.0071	328.7726	202.3262	73.18707	16.32012	12.68298	7.893	7.936779	-2.824332	9.145638	361.5193
405.6064	400.5061	318.1511	194.5116	68.68086	5.590086	5.795101	23.43317	11.98548	-16.7157	8.464957	367.8082
405.9441	394.5729	320.7921	201.9716	71.91907	10.65603	0.4251714	26.60826	2.084358	-25.80046	17.57699	365.6984
406.2817	374.9498	337.2541	188.5183	75.60279	22.13063	3.101791	13.81594	-7.16176	-17.30245	10.89878	366.1501
406.6194	378.0907	344.7682	184.0742	76.9147	11.32423	11.86168	23.31047	-2.494793	-0.2548089	16.35646	364.9968
406.957	382.5181	336.4193	176.2763	69.31243	-6.961682	5.635148	17.34755	-11.32961	0.2166574	17.52022	363.9041
407.2946	379.3705	327.6425	186.1733	78.37762	-12.08289	0.5048442	10.00378	-11.86626	-0.7364222	16.47712	364.9696
407.6322	393.4345	322.728	211.3965	79.40923	10.0515	-0.1283765	21.19106	-6.507507	-17.24728	21.75749	366.537
407.9698	398.7041	331.8326	221.7729	85.70722	15.97735	4.434833	32.45775	4.030895	-23.69081	30.4137	372.6147
408.3074	403.7714	343.5543	213.1351	77.42442	6.912021	4.351505	37.64792	-3.158796	-23.31786	23.23863	380.8491
408.645	400.9932	363.3177	195.6588	80.5571	-6.878645	-0.6418364	19.91481	2.350042	-6.060829	4.243769	371.8108
408.9825	401.0268	353.8877	194.6003	77.2825	-7.578545	-0.09554022	10.74724	10.58756	-6.233025	-0.433039	360.8177
409.3201	394.6138	348.1856	204.906	83.72456	-0.006950348	3.096673	1.390401	13.52309	-12.59065	-0.08454508	359.6019
409.6576	392.2437	355.2314	200.8113	89.72787	8.769742	7.959146	-1.197507	4.029611	-15.60461	-4.558894	386.2753
409.9951	409.1591	364.0945	195.5959	88.56268	-1.311341	13.81974	7.08122	3.049801	-9.025901	-1.568447	399.7386
410.3326	408.1169	352.5953	186.2246	81.14983	-6.171876	19.4695	15.59369	-8.025627	-10.5647	3.512329	402.6069
410.6702	404.3782	361.0029	191.3763	79.67254	2.904693	18.49763	16.27916	-12.19038	-12.20468	11.09914	399.9827
411.0077	399.3184	375.0836	198.2689	86.27355	13.03219	4.481978	3.915637	-7.166048	-9.717647	9.825316	399.7706
411.3452	403.0395	367.942	185.9299	81.00325	9.512957	-3.769758	12.33648	6.26231	-3.205498	11.40979	414.9039
411.6826	418.0942	363.4113	173.9078	83.00582	1.0474	-7.247277	15.28842	-0.1287369	-1.195513	7.806715	418.1418
412.0201	425.2541	379.6927	187.234	88.73299	-2.056037	0.8406314	9.953195	8.249647	0.8713571	16.18545	431.6279
412.3576	425.9599	401.5294	212.6425	95.41678	-1.781126	8.766705	-2.076689	10.48142	1.079961	13.36646	428.3432
412.695	441.2861	407.4733	222.7155	104.1623	-2.562199	16.78144	9.993567	7.283585	-8.146502	18.23244	430.2432
413.0325	466.7067	415.0648	215.7567	105.0241	-4.216248	14.07297	14.69603	-0.2319374	-6.289188	16.19877	421.8414
413.3699	476.3073	420.225	220.0592	100.259	-1.088702	13.36946	25.99722	8.43526	0.2381419	13.76662	440.8343
413.7074	473.1928	427.144	225.2325	93.3295	4.706587	7.128085	17.57223	8.476677	-3.008905	8.180302	444.7236
414.0448	479.3306	425.18	239.7054	104.4632	1.019443	2.053525	11.37548	5.56544	-16.7064	3.71029	452.7767
414.3822	487.6632	428.0271	235.6025	114.4609	-2.013062	4.827145	-8.287238	2.970858	-14.62133	1.556841	465.0537
414.7196	485.0526	430.098	249.4785	105.2759	6.733911	18.17368	-0.4316506	-0.3351209	0.07688327	-4.349563	483.9011
415.0569	481.768	445.0945	248.8021	94.97897	10.64065	22.14024	8.455385	-2.708549	4.133646	-11.57382	471.3208
415.3943	489.5896	449.7952	263.561	106.1803	13.95597	15.02601	14.46947	12.49858	0.2912429	-11.74434	473.3057
415.7317	521.042	466.2744	264.4619	121.9528	8.815971	6.592407	-1.954173	10.46123	-4.837079	-5.472704	492.5796
416.0691	533.1299	456.2582	266.1644	115.549	5.03648	12.14067	-5.416894	4.340669	-7.745651	-1.050962	503.8222
416.4064	532.899	459.5498	261.2952	109.7287	-3.212847	6.992171	6.566311	5.426842	0.0769134	3.089655	498.5677
416.7437	523.5231	448.886	263.3406	112.9899	8.258632	-5.893788	11.87104	16.40733	15.71416	9.374192	513.5732
417.0811	528.8691	470.253	265.5103	111.3414	13.25554	-12.5395	1.309801	9.931198	14.43652	2.337196	520.6047
417.4184	531.6506	471.9538	246.2105	110.8083	7.068383	-6.540538	3.060982	-0.8079734	2.468084	-4.93051	526.47
417.7557	538.947	482.6474	238.5345	112.5828	-4.02293	-6.712644	6.517393	4.642402	-2.067174	0.9520636	516.1464
418.093	523.8388	476.0963	243.4497	114.1812	1.865023	-6.450389	-1.395888	4.279768	-0.9125126	12.53755	502.8413
418.4303	515.4769	487.3327	266.5721	109.7797	2.996362	6.520329	1.771625	2.771468	-16.42257	20.15327	492.4205
418.7676	516.4454	492.5685	275.4135	118.9724	-2.847129	14.41629	7.593461	5.147034	-17.78065	15.66065	506.0598
419.1048	533.5656	495.6855	271.562	126.1034	-8.390054	14.05387	5.148079	2.779539	-10.57892	0.8556716	527.4202
419.4421	519.9861	475.9584	258.8567	123.9801	-2.001734	4.249999	-16.22123	-3.161756	1.859958	-11.7947	522.9572
419.7794	521.8997	472.6771	266.2277	109.2952	3.788258	15.56536	2.84131	-0.652976	-5.844416	6.772789	514.8431
420.1166	528.9506	473.1646	273.1918	108.7018	14.15002	22.07804	15.62122	9.852615	-8.075959	13.03768	503.779
