"Pressure, bar","Pulse energy, mJ","Simulated Angular Frequency Width, /s","Theoretical Angular Frequency Width, /s"
6.157894736842105,1.7000000000000002,3109775164670121.5,7799199732689942.0
6.894736842105263,1.7000000000000002,3172882194155067.5,8728632937576646.0
7.63157894736842,1.7000000000000002,3226103247295604.0,9657255432932490.0
8.368421052631579,1.7000000000000002,3269944102899725.5,1.0585067930698132e+16
9.105263157894736,1.7000000000000002,3305931364268289.0,1.1512071144472066e+16
9.842105263157894,1.7000000000000002,3333992889951893.5,1.2438265789379658e+16
10.578947368421051,1.7000000000000002,3355971324920006.5,1.3363652581946062e+16
11.31578947368421,1.7000000000000002,3365831454945648.0,1.4288232239973028e+16
12.052631578947368,1.7000000000000002,3357911327166950.5,1.521200548241935e+16
12.789473684210526,1.7000000000000002,3335800847220377.0,1.613497302928511e+16
13.526315789473683,1.7000000000000002,3304100679830897.0,1.705713560149949e+16
14.26315789473684,1.7000000000000002,3265212930488920.5,1.7978493920812112e+16
15.0,1.7000000000000002,3221581832156631.5,1.8899048709687864e+16
1.0,1.8000000000000003,938335316106751.4,1345137925759751.5
1.736842105263158,1.8000000000000003,1719253320597103.2,2335273388788644.5
2.473684210526316,1.8000000000000003,2036120654322262.2,3324545238458180.0
3.2105263157894735,1.8000000000000003,2456230684679867.5,4312954212053220.0
3.9473684210526314,1.8000000000000003,2675759924705441.0,5300501049707300.0
4.684210526315789,1.8000000000000003,2867035018696227.0,6287186494232725.0
5.421052631578947,1.8000000000000003,3008906453481218.5,7273011290955352.0
6.157894736842105,1.8000000000000003,3103513909636005.5,8257976187554057.0
6.894736842105263,1.8000000000000003,3176728318582035.5,9242081933904686.0
7.63157894736842,1.8000000000000003,3234521030151305.5,1.0225329281928518e+16
8.368421052631579,1.8000000000000003,3281087248857460.5,1.1207718985445082e+16
9.105263157894736,1.8000000000000003,3317480253345410.0,1.2189251800029248e+16
9.842105263157894,1.8000000000000003,3347124701907820.5,1.3169928482872578e+16
10.578947368421051,1.8000000000000003,3368044769589168.5,1.4149749792648776e+16
11.31578947368421,1.8000000000000003,3373110915717261.0,1.5128716489383206e+16
12.052631578947368,1.8000000000000003,3360663127276161.5,1.6106829334326372e+16
12.789473684210526,1.8000000000000003,3335306092289698.5,1.7084089089831294e+16
13.526315789473683,1.8000000000000003,3301552572531398.5,1.806049651923475e+16
14.26315789473684,1.8000000000000003,3261302262605242.0,1.9036052386742236e+16
15.0,1.8000000000000003,3216940353913045.5,2.0010757457316564e+16
1.0,1.9000000000000001,947162180705930.1,1419867810524182.2
1.736842105263158,1.9000000000000001,1966971025244336.5,2465010799276903.0
2.473684210526316,1.9000000000000001,2105111838714123.2,3509242196150301.5
3.2105263157894735,1.9000000000000001,2503116744341026.5,4552562779389510.0
3.9473684210526314,1.9000000000000001,2662652993943040.5,5594973330246595.0
4.684210526315789,1.9000000000000001,2845240607060859.0,6636474632801210.0
5.421052631578947,1.9000000000000001,2989275703827398.5,7677067473786206.0
6.157894736842105,1.9000000000000001,3094805919499325.0,8716752642418171.0
6.894736842105263,1.9000000000000001,3174036478174597.0,9755530930232724.0
7.63157894736842,1.9000000000000001,3235246464595096.5,1.0793403130924548e+16
8.368421052631579,1.9000000000000001,3283346945897685.5,1.1830370040192032e+16
9.105263157894736,1.9000000000000001,3321686263274405.5,1.286643245558643e+16
9.842105263157894,1.9000000000000001,3351782682758504.5,1.39015911763655e+16
10.578947368421051,1.9000000000000001,3371191314627839.0,1.4935847003351484e+16
11.31578947368421,1.9000000000000001,3372848649177236.0,1.5969200738793386e+16
12.052631578947368,1.9000000000000001,3357321855658018.0,1.7001653186233392e+16
12.789473684210526,1.9000000000000001,3329946623424562.0,1.803320515037748e+16
13.526315789473683,1.9000000000000001,3294527998650219.0,1.9063857436970016e+16
14.26315789473684,1.9000000000000001,3253944095308289.0,2.0093610852672364e+16
15.0,1.9000000000000001,3208609602627024.0,2.112246620494526e+16
1.0,2.0,987672436284784.5,1494597695288612.5
1.736842105263158,2.0,1690568541340810.8,2594748209765160.5
2.473684210526316,2.0,2176848715465792.0,3693939153842422.0
3.2105263157894735,2.0,2577722603909934.5,4792171346725800.0
3.9473684210526314,2.0,2653203117590598.0,5889445610785888.0
4.684210526315789,2.0,2828416120593432.5,6985762771369695.0
5.421052631578947,2.0,2975182039044741.0,8081123656617059.0
6.157894736842105,2.0,3086173198565464.0,9175529097282284.0
6.894736842105263,2.0,3169154637893890.5,1.026897992656076e+16
7.63157894736842,2.0,3232148707953029.5,1.1361476979920574e+16
8.368421052631579,2.0,3281906142507695.0,1.245302109493898e+16
9.105263157894736,2.0,3320662583545271.0,1.3543613111143608e+16
9.842105263157894,2.0,3352499141339165.0,1.463325386985842e+16
10.578947368421051,2.0,3370147938698634.0,1.5721944214054192e+16
11.31578947368421,2.0,3369307014269533.5,1.6809684988203562e+16
12.052631578947368,2.0,3352355054058294.0,1.7896477038140412e+16
12.789473684210526,2.0,3324018683583475.5,1.898232121092366e+16
13.526315789473683,2.0,3287402835882572.5,2.006721835470528e+16
14.26315789473684,2.0,3244985802200899.0,2.1151169318602484e+16
15.0,2.0,3198675185492203.5,2.2234174952573956e+16
