"Pressure, bar","Compressor Grating Position, m","Simulated Angular Frequency Width, /s"
1.4794736842105265,-0.0005,141360850321506.2
1.4794736842105265,-0.0004473684210526316,155527666047699.22
1.4794736842105265,-0.00039473684210526315,159195300109400.34
1.4794736842105265,-0.00034210526315789477,158167667674361.44
1.4794736842105265,-0.0002894736842105263,164101466588191.9
1.4794736842105265,-0.0002368421052631579,186876171740188.9
1.4794736842105265,-0.00018421052631578948,220362383063429.34
1.4794736842105265,-0.00013157894736842105,253812545880705.03
1.4794736842105265,-7.894736842105262e-05,278452272681088.25
1.4794736842105265,-2.6315789473684188e-05,294207459490049.6
1.4794736842105265,2.6315789473684188e-05,295848967515591.56
1.4794736842105265,7.894736842105267e-05,287045223899288.06
1.4794736842105265,0.00013157894736842105,270360777657355.84
1.4794736842105265,0.00018421052631578953,244082713654006.6
1.4794736842105265,0.0002368421052631579,212734483189704.25
1.4794736842105265,0.0002894736842105264,182893917146113.28
1.4794736842105265,0.00034210526315789477,161751161285477.8
1.4794736842105265,0.00039473684210526315,150413934515493.2
1.4794736842105265,0.00044736842105263163,143320604189952.78
1.4794736842105265,0.0005,134235961637041.55
1.6631578947368424,-0.0005,88875387233663.27
1.6631578947368424,-0.0004473684210526316,99797593690207.0
1.6631578947368424,-0.00039473684210526315,135946885471000.62
1.6631578947368424,-0.00034210526315789477,184235085631134.2
1.6631578947368424,-0.0002894736842105263,228041815576748.16
1.6631578947368424,-0.0002368421052631579,255441832715990.44
1.6631578947368424,-0.00018421052631578948,267441770019312.78
1.6631578947368424,-0.00013157894736842105,271542918419958.03
1.6631578947368424,-7.894736842105262e-05,273616417490817.12
1.6631578947368424,-2.6315789473684188e-05,275307327138288.84
1.6631578947368424,2.6315789473684188e-05,276290710974041.53
1.6631578947368424,7.894736842105267e-05,273670584422717.84
1.6631578947368424,0.00013157894736842105,269270445550932.38
1.6631578947368424,0.00018421052631578953,263637977769284.06
1.6631578947368424,0.0002368421052631579,255702703719383.56
1.6631578947368424,0.0002894736842105264,240106511086123.3
1.6631578947368424,0.00034210526315789477,213588661857168.47
1.6631578947368424,0.00039473684210526315,180009427755834.9
1.6631578947368424,0.00044736842105263163,145333885939358.5
1.6631578947368424,0.0005,119580945025817.02
1.846842105263158,-0.0005,141709616522184.1
1.846842105263158,-0.0004473684210526316,168798316934422.88
1.846842105263158,-0.00039473684210526315,186599787535079.66
1.846842105263158,-0.00034210526315789477,191471789981086.84
1.846842105263158,-0.0002894736842105263,195938004961556.4
1.846842105263158,-0.0002368421052631579,217236622828385.66
1.846842105263158,-0.00018421052631578948,252025112991289.9
1.846842105263158,-0.00013157894736842105,287641750676695.1
1.846842105263158,-7.894736842105262e-05,310008716052956.56
1.846842105263158,-2.6315789473684188e-05,322366305453990.94
1.846842105263158,2.6315789473684188e-05,326285754811362.9
1.846842105263158,7.894736842105267e-05,318125278738907.3
1.846842105263158,0.00013157894736842105,302025385995901.5
1.846842105263158,0.00018421052631578953,278170247073962.34
1.846842105263158,0.0002368421052631579,244275014855998.4
1.846842105263158,0.0002894736842105264,211370309935405.44
1.846842105263158,0.00034210526315789477,188602946150590.56
1.846842105263158,0.00039473684210526315,177297149554634.8
1.846842105263158,0.00044736842105263163,169714027526517.0
1.846842105263158,0.0005,157523152905130.72
2.0305263157894737,-0.0005,126606725268204.83
2.0305263157894737,-0.0004473684210526316,130987511780893.45
2.0305263157894737,-0.00039473684210526315,149259158395917.9
2.0305263157894737,-0.00034210526315789477,191749674419459.0
2.0305263157894737,-0.0002894736842105263,237409221890534.16
2.0305263157894737,-0.0002368421052631579,267819820825632.3
2.0305263157894737,-0.00018421052631578948,282052410352965.56
2.0305263157894737,-0.00013157894736842105,287693955717686.0
2.0305263157894737,-7.894736842105262e-05,294975936037409.25
2.0305263157894737,-2.6315789473684188e-05,301600093840752.75
2.0305263157894737,2.6315789473684188e-05,303775005790395.8
2.0305263157894737,7.894736842105267e-05,298751167080726.25
2.0305263157894737,0.00013157894736842105,289498235898053.6
2.0305263157894737,0.00018421052631578953,278579729044522.66
2.0305263157894737,0.0002368421052631579,266754837952485.8
2.0305263157894737,0.0002894736842105264,250236474981227.88
2.0305263157894737,0.00034210526315789477,223762499703797.0
2.0305263157894737,0.00039473684210526315,186365788739911.0
2.0305263157894737,0.00044736842105263163,148002372926648.75
2.0305263157894737,0.0005,121380394410236.28
2.2142105263157896,-0.0005,111000014018765.27
2.2142105263157896,-0.0004473684210526316,145975761142358.44
2.2142105263157896,-0.00039473684210526315,183717619295568.88
2.2142105263157896,-0.00034210526315789477,204979261099924.62
2.2142105263157896,-0.0002894736842105263,217102777140954.28
2.2142105263157896,-0.0002368421052631579,242120301932919.03
2.2142105263157896,-0.00018421052631578948,279761977062378.03
2.2142105263157896,-0.00013157894736842105,312185884881234.6
2.2142105263157896,-7.894736842105262e-05,332104864711016.56
2.2142105263157896,-2.6315789473684188e-05,341381870414523.4
2.2142105263157896,2.6315789473684188e-05,342683046198266.6
2.2142105263157896,7.894736842105267e-05,336760147567241.56
2.2142105263157896,0.00013157894736842105,323417831565452.4
2.2142105263157896,0.00018421052631578953,301632656603615.25
2.2142105263157896,0.0002368421052631579,270066468600375.28
2.2142105263157896,0.0002894736842105264,234871393149411.56
2.2142105263157896,0.00034210526315789477,207171629602003.6
2.2142105263157896,0.00039473684210526315,191038724833409.16
2.2142105263157896,0.00044736842105263163,175943368462954.28
2.2142105263157896,0.0005,155346382281170.1
2.3978947368421055,-0.0005,157966812745388.5
2.3978947368421055,-0.0004473684210526316,166603431760121.97
2.3978947368421055,-0.00039473684210526315,171430012108023.38
2.3978947368421055,-0.00034210526315789477,199017344667365.8
2.3978947368421055,-0.0002894736842105263,243132987850661.72
2.3978947368421055,-0.0002368421052631579,275170193493381.56
2.3978947368421055,-0.00018421052631578948,292285728145693.8
2.3978947368421055,-0.00013157894736842105,306904181051480.6
2.3978947368421055,-7.894736842105262e-05,321697815305020.0
2.3978947368421055,-2.6315789473684188e-05,331428398847248.7
2.3978947368421055,2.6315789473684188e-05,333643783662949.8
2.3978947368421055,7.894736842105267e-05,327557524203894.6
2.3978947368421055,0.00013157894736842105,314210136773055.56
2.3978947368421055,0.00018421052631578953,296268870537665.44
2.3978947368421055,0.0002368421052631579,278749777910351.7
2.3978947368421055,0.0002894736842105264,259657659108372.28
2.3978947368421055,0.00034210526315789477,231108596259573.16
2.3978947368421055,0.00039473684210526315,192186525148983.78
2.3978947368421055,0.00044736842105263163,159378031665372.53
2.3978947368421055,0.0005,146186375506448.1
2.581578947368421,-0.0005,109993390105882.06
2.581578947368421,-0.0004473684210526316,140989455716732.38
2.581578947368421,-0.00039473684210526315,188264115427450.22
2.581578947368421,-0.00034210526315789477,221954295130387.56
2.581578947368421,-0.0002894736842105263,239804562806215.0
2.581578947368421,-0.0002368421052631579,265913784809852.22
2.581578947368421,-0.00018421052631578948,301298817543923.94
2.581578947368421,-0.00013157894736842105,329946125663364.2
2.581578947368421,-7.894736842105262e-05,347280061858648.75
2.581578947368421,-2.6315789473684188e-05,354569233169489.7
2.581578947368421,2.6315789473684188e-05,355482640840102.5
2.581578947368421,7.894736842105267e-05,350117235309118.1
2.581578947368421,0.00013157894736842105,338399063057620.6
2.581578947368421,0.00018421052631578953,319195529309836.0
2.581578947368421,0.0002368421052631579,289052213132185.0
2.581578947368421,0.0002894736842105264,253917263507207.8
2.581578947368421,0.00034210526315789477,224087602909466.84
2.581578947368421,0.00039473684210526315,207370610129278.78
2.581578947368421,0.00044736842105263163,186931401596369.3
2.581578947368421,0.0005,152836945695061.2
2.765263157894737,-0.0005,143085994818676.0
2.765263157894737,-0.0004473684210526316,165508976760735.28
2.765263157894737,-0.00039473684210526315,178539008513225.6
2.765263157894737,-0.00034210526315789477,204247496156180.1
2.765263157894737,-0.0002894736842105263,249642267483157.5
2.765263157894737,-0.0002368421052631579,286413006053228.6
2.765263157894737,-0.00018421052631578948,307920910533624.56
2.765263157894737,-0.00013157894736842105,326799248438246.2
2.765263157894737,-7.894736842105262e-05,345147202870499.8
2.765263157894737,-2.6315789473684188e-05,357135869264698.25
2.765263157894737,2.6315789473684188e-05,360424324996845.2
2.765263157894737,7.894736842105267e-05,353347941923739.5
2.765263157894737,0.00013157894736842105,338085415214869.4
2.765263157894737,0.00018421052631578953,316074265886388.44
2.765263157894737,0.0002368421052631579,292795290033165.2
2.765263157894737,0.0002894736842105264,272553742013696.53
2.765263157894737,0.00034210526315789477,242192951554754.66
2.765263157894737,0.00039473684210526315,201588644311396.4
2.765263157894737,0.00044736842105263163,168119795841515.16
2.765263157894737,0.0005,156344293720463.53
2.9489473684210528,-0.0005,149855090083494.06
2.9489473684210528,-0.0004473684210526316,160545636419367.7
2.9489473684210528,-0.00039473684210526315,192141034943634.44
2.9489473684210528,-0.00034210526315789477,228520200193204.56
2.9489473684210528,-0.0002894736842105263,251564387010230.72
2.9489473684210528,-0.0002368421052631579,280292018199303.12
2.9489473684210528,-0.00018421052631578948,316426386392760.94
2.9489473684210528,-0.00013157894736842105,344420095929790.7
2.9489473684210528,-7.894736842105262e-05,361502048787464.06
2.9489473684210528,-2.6315789473684188e-05,369904805237261.9
2.9489473684210528,2.6315789473684188e-05,371059726624859.56
2.9489473684210528,7.894736842105267e-05,364903657970197.6
2.9489473684210528,0.00013157894736842105,352066862244554.44
2.9489473684210528,0.00018421052631578953,333101059036271.3
2.9489473684210528,0.0002368421052631579,305174551850055.8
2.9489473684210528,0.0002894736842105264,270054766939848.75
2.9489473684210528,0.00034210526315789477,236265750833870.75
2.9489473684210528,0.00039473684210526315,213082128382616.94
2.9489473684210528,0.00044736842105263163,184342316061244.25
2.9489473684210528,0.0005,149720548411672.22
3.1326315789473687,-0.0005,120431306681731.34
3.1326315789473687,-0.0004473684210526316,164070441022116.97
3.1326315789473687,-0.00039473684210526315,196726297401182.44
3.1326315789473687,-0.00034210526315789477,221988160890366.6
3.1326315789473687,-0.0002894736842105263,261545373589960.72
3.1326315789473687,-0.0002368421052631579,297966010547864.0
3.1326315789473687,-0.00018421052631578948,322648595680305.6
3.1326315789473687,-0.00013157894736842105,346331202845619.3
3.1326315789473687,-7.894736842105262e-05,365609651091376.56
3.1326315789473687,-2.6315789473684188e-05,378082642698549.5
3.1326315789473687,2.6315789473684188e-05,380405986930747.44
3.1326315789473687,7.894736842105267e-05,373942722221168.5
3.1326315789473687,0.00013157894736842105,358627593103831.9
3.1326315789473687,0.00018421052631578953,335004692866569.5
3.1326315789473687,0.0002368421052631579,308072869064419.25
3.1326315789473687,0.0002894736842105264,281458039122787.4
3.1326315789473687,0.00034210526315789477,248234068855536.2
3.1326315789473687,0.00039473684210526315,209347110302353.2
3.1326315789473687,0.00044736842105263163,187701146771809.16
3.1326315789473687,0.0005,176036366323081.97
3.3163157894736845,-0.0005,155506435669034.16
3.3163157894736845,-0.0004473684210526316,163759335438456.56
3.3163157894736845,-0.00039473684210526315,187197660781071.06
3.3163157894736845,-0.00034210526315789477,231528303818462.28
3.3163157894736845,-0.0002894736842105263,265671405135697.97
3.3163157894736845,-0.0002368421052631579,296618419282458.25
3.3163157894736845,-0.00018421052631578948,331187809911297.0
3.3163157894736845,-0.00013157894736842105,359236671077792.94
3.3163157894736845,-7.894736842105262e-05,376672109471808.25
3.3163157894736845,-2.6315789473684188e-05,386292614083758.0
3.3163157894736845,2.6315789473684188e-05,388070169487510.1
3.3163157894736845,7.894736842105267e-05,381629032349823.4
3.3163157894736845,0.00013157894736842105,367714274645624.06
3.3163157894736845,0.00018421052631578953,346976447197110.2
3.3163157894736845,0.0002368421052631579,318250506466551.9
3.3163157894736845,0.0002894736842105264,282786414368044.0
3.3163157894736845,0.00034210526315789477,249190506823324.4
3.3163157894736845,0.00039473684210526315,225425461406496.4
3.3163157894736845,0.00044736842105263163,187235418264735.53
3.3163157894736845,0.0005,147085669717247.06
3.5,-0.0005,140703946129149.56
3.5,-0.0004473684210526316,171553492062615.34
3.5,-0.00039473684210526315,206291496841744.12
3.5,-0.00034210526315789477,231134746734858.03
3.5,-0.0002894736842105263,267338386791190.66
3.5,-0.0002368421052631579,307326240205595.75
3.5,-0.00018421052631578948,336856192686861.9
3.5,-0.00013157894736842105,362152339256489.4
3.5,-7.894736842105262e-05,382841895098309.1
3.5,-2.6315789473684188e-05,395345632115324.2
3.5,2.6315789473684188e-05,397779089575625.06
3.5,7.894736842105267e-05,391034826956618.3
3.5,0.00013157894736842105,375438105835100.6
3.5,0.00018421052631578953,351714084915165.44
3.5,0.0002368421052631579,321824641296070.4
3.5,0.0002894736842105264,293212419284470.9
3.5,0.00034210526315789477,259485440144509.3
3.5,0.00039473684210526315,218957182752974.47
3.5,0.00044736842105263163,194017143798814.2
3.5,0.0005,173807326845279.6
